"dia_ocu","mes_ocu","ano_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","sexo_pil","edad_pil","grupo_eda_pil","estado_pil","tipo_veh","color_veh","modelo_veh","causa_acc","zona_ocu","muni_ocu","mayor_men","marca_veh"
11,6,2016,6,"7","Guatemala",1,NA,NA,NA,NA,1,"Rojo","Ignorado","Atropello",99,117,NA,"69"
11,6,2016,6,"16","Guatemala",1,NA,NA,NA,NA,3,"Beige","1986","Atropello",99,117,NA,"69"
11,6,2016,6,"13","Suchitepéquez",2,NA,NA,NA,NA,4,"Negro","Ignorado","Atropello",99,1014,NA,"6"
11,6,2016,6,"19","Guatemala",2,NA,NA,NA,NA,3,"Beige","Ignorado","Atropello",99,109,NA,"31"
11,6,2016,6,"6","Retalhuleu",2,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,1109,NA,"Ignorado"
11,6,2016,6,"5","Retalhuleu",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1109,NA,"Ignorado"
11,6,2016,6,"6","El progreso",2,NA,NA,NA,NA,6,"Blanco","1998","Atropello",99,207,NA,"30"
11,6,2016,6,"0","El progreso",2,NA,NA,NA,NA,3,"Azul","Ignorado","Atropello",99,203,NA,"Ignorado"
12,6,2016,7,"0","Guatemala",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,109,NA,"Ignorado"
12,6,2016,7,"18","Guatemala",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,109,NA,"Ignorado"
12,6,2016,7,"13","Jalapa",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,2107,NA,"Ignorado"
12,6,2016,7,"13","Jalapa",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,2107,NA,"Ignorado"
12,6,2016,7,"14","Escuintla",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,514,NA,"Ignorado"
12,6,2016,7,"4","Retalhuleu",2,NA,NA,NA,NA,9,"Ignorado","Ignorado","Atropello",99,1107,NA,"Ignorado"
12,6,2016,7,"20","San Marcos",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1228,NA,"Ignorado"
12,6,2016,7,"18","Alta Verapaz",2,NA,NA,NA,NA,2,"Ignorado","Ignorado","Atropello",99,1615,NA,"Ignorado"
12,6,2016,7,"22","Baja Verapaz",2,NA,NA,NA,NA,2,"Ignorado","2000","Atropello",99,1501,NA,"27"
12,6,2016,7,"22","Baja Verapaz",1,NA,NA,NA,NA,4,"Gris","Ignorado","Atropello",99,1503,NA,"67"
12,6,2016,7,"15","Quiche",1,NA,NA,NA,NA,4,"Negro","2016","Atropello",99,1406,NA,"32"
12,6,2016,7,"18","Sacatepéquez",2,NA,NA,NA,NA,3,"Café","Ignorado","Atropello",99,301,NA,"14"
13,6,2016,1,"2","Guatemala",2,NA,NA,NA,NA,1,"Blanco","Ignorado","Atropello",99,109,NA,"28"
13,6,2016,1,"11","Guatemala",1,NA,NA,NA,NA,1,"Blanco","Ignorado","Atropello",19,101,NA,"Ignorado"
13,6,2016,1,"4","Retalhuleu",2,NA,NA,NA,NA,3,"Ignorado","Ignorado","Atropello",99,1107,NA,"Ignorado"
14,6,2016,2,"16","Guatemala",2,NA,NA,NA,NA,4,"Negro","Ignorado","Atropello",18,101,NA,"32"
14,6,2016,2,"14","Guatemala",2,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,102,NA,"Ignorado"
14,6,2016,2,"21","Guatemala",1,NA,NA,NA,NA,1,"Negro","1987","Atropello",99,109,NA,"52"
14,6,2016,2,"15","Chiquimula",2,NA,NA,NA,NA,1,"Blanco","Ignorado","Atropello",99,2006,NA,"Ignorado"
14,6,2016,2,"9","Quiche",1,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,1401,NA,"Ignorado"
14,6,2016,2,"14","Chimaltenango",2,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,414,NA,"Ignorado"
15,6,2016,3,"6","Jutiapa",2,NA,NA,NA,NA,6,"Blanco","Ignorado","Atropello",99,2212,NA,"Ignorado"
15,6,2016,3,"17","Sacatepéquez",2,NA,NA,NA,NA,12,"Ignorado","Ignorado","Atropello",99,308,NA,"Ignorado"
15,6,2016,3,"13","Totonicapán",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,803,NA,"Ignorado"
15,6,2016,3,"20","El progreso",2,NA,NA,NA,NA,3,"Negro","Ignorado","Atropello",99,207,NA,"69"
15,6,2016,3,"14","Jutiapa",2,NA,NA,NA,NA,6,"Verde","Ignorado","Atropello",99,2214,NA,"19"
15,6,2016,3,"15","Alta Verapaz",2,NA,NA,NA,NA,3,"Rojo","Ignorado","Atropello",99,1615,NA,"Ignorado"
15,6,2016,3,"18","Alta Verapaz",2,NA,NA,NA,NA,3,"Ignorado","Ignorado","Atropello",99,1601,NA,"Ignorado"
15,6,2016,3,"18","Alta Verapaz",2,NA,NA,NA,NA,3,"Ignorado","Ignorado","Atropello",99,1601,NA,"Ignorado"
15,6,2016,3,"22","Guatemala",2,NA,NA,NA,NA,1,"Blanco","Ignorado","Atropello",99,117,NA,"69"
16,6,2016,4,"20","Jalapa",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,2104,NA,"Ignorado"
16,6,2016,4,"1","Retalhuleu",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1102,NA,"Ignorado"
17,6,2016,5,"9","Guatemala",1,NA,NA,NA,NA,12,"Rojo","Ignorado","Atropello",17,101,NA,"7"
17,6,2016,5,"14","Jalapa",1,NA,NA,NA,NA,4,"Rojo","Ignorado","Atropello",99,2106,NA,"Ignorado"
17,6,2016,5,"21","Escuintla",1,NA,NA,NA,NA,3,"Ignorado","Ignorado","Atropello",99,506,NA,"Ignorado"
17,6,2016,5,"15","Huehuetenango",1,NA,NA,NA,NA,5,"Blanco","1996","Atropello",99,1301,NA,"26"
17,6,2016,5,"15","Huehuetenango",1,NA,NA,NA,NA,12,"Gris","2011","Atropello",99,1301,NA,"50"
17,6,2016,5,"16","Huehuetenango",1,NA,NA,NA,NA,3,"Rojo","1985","Atropello",99,1302,NA,"69"
17,6,2016,5,"18","Alta Verapaz",1,NA,NA,NA,NA,3,"Amarillo","1980","Atropello",99,1601,NA,"69"
17,6,2016,5,"12","Guatemala",1,NA,NA,NA,NA,12,"Ignorado","1993","Atropello",99,117,NA,"50"
17,6,2016,5,"15","Chiquimula",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,2001,NA,"Ignorado"
17,6,2016,5,"3","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,117,NA,"Ignorado"
17,6,2016,5,"0","Chimaltenango",1,NA,NA,NA,NA,3,"Ignorado","Ignorado","Atropello",99,401,NA,"Ignorado"
18,6,2016,6,"13","Guatemala",1,NA,NA,NA,NA,1,"Blanco","Ignorado","Atropello",4,101,NA,"28"
18,6,2016,6,"21","Guatemala",1,NA,NA,NA,NA,3,"Gris","2014","Atropello",9,101,NA,"Ignorado"
18,6,2016,6,"12","Guatemala",1,NA,NA,NA,NA,1,"Verde","1997","Atropello",99,103,NA,"52"
18,6,2016,6,"4","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,107,NA,"Ignorado"
18,6,2016,6,"20","Guatemala",1,NA,NA,NA,NA,4,"Azul","Ignorado","Atropello",12,101,NA,"27"
18,6,2016,6,"7","Chiquimula",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,2001,NA,"Ignorado"
18,6,2016,6,"0","Suchitepéquez",1,NA,NA,NA,NA,4,"Ignorado","Ignorado","Atropello",99,1001,NA,"67"
18,6,2016,6,"14","Totonicapán",1,NA,NA,NA,NA,1,"Blanco","2003","Atropello",99,808,NA,"52"
18,6,2016,6,"2","Izabal",1,NA,NA,NA,NA,4,"Ignorado","Ignorado","Atropello",99,1802,NA,"Ignorado"
18,6,2016,6,"17","Sololá",1,NA,NA,NA,NA,2,"Amarillo","1990","Atropello",99,701,NA,"Ignorado"
18,6,2016,6,"23","Chimaltenango",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,401,NA,"Ignorado"
18,6,2016,6,"20","Chimaltenango",1,NA,NA,NA,NA,4,"Negro","Ignorado","Atropello",99,414,NA,"32"
19,6,2016,7,"8","Guatemala",1,NA,NA,NA,NA,12,"Rojo","Ignorado","Atropello",8,101,NA,"Ignorado"
19,6,2016,7,"7","Guatemala",1,NA,NA,NA,NA,2,"Blanco","Ignorado","Atropello",12,101,NA,"Ignorado"
19,6,2016,7,"10","Chiquimula",1,NA,NA,NA,NA,4,"Blanco","Ignorado","Atropello",99,2001,NA,"Ignorado"
19,6,2016,7,"14","Quiche",2,NA,NA,NA,NA,6,"Blanco","Ignorado","Atropello",99,1411,NA,"19"
19,6,2016,7,"9","Chimaltenango",1,NA,NA,NA,NA,3,"Ignorado","Ignorado","Atropello",99,401,NA,"Ignorado"
19,6,2016,7,"10","Jutiapa",1,NA,NA,NA,NA,4,"Rojo","2016","Atropello",99,2211,NA,"6"
19,6,2016,7,"15","Quiche",1,NA,NA,NA,NA,6,"Blanco","1985","Atropello",99,1412,NA,"30"
19,6,2016,7,"20","San Marcos",1,NA,NA,NA,NA,4,"Negro","Ignorado","Atropello",99,1202,NA,"32"
19,6,2016,7,"11","Suchitepéquez",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1010,NA,"Ignorado"
20,6,2016,1,"12","Guatemala",1,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",11,101,NA,"Ignorado"
20,6,2016,1,"18","Guatemala",1,NA,NA,NA,NA,1,"Corinto","2006","Atropello",7,101,NA,"52"
20,6,2016,1,"19","Escuintla",1,NA,NA,NA,NA,4,"Rojo","Ignorado","Atropello",99,509,NA,"32"
20,6,2016,1,"14","Santa rosa",2,NA,NA,NA,NA,12,"Ignorado","Ignorado","Atropello",99,614,NA,"Ignorado"
20,6,2016,1,"22","Huehuetenango",2,NA,NA,NA,NA,4,"Negro","Ignorado","Atropello",99,1327,NA,"76"
20,6,2016,1,"19","Sololá",2,NA,NA,NA,NA,4,"Ignorado","Ignorado","Atropello",99,701,NA,"Ignorado"
21,6,2016,2,"0","Guatemala",2,NA,NA,NA,NA,3,"Blanco","Ignorado","Atropello",99,104,NA,"69"
21,6,2016,2,"11","Quetzaltenango",2,NA,NA,NA,NA,12,"Amarillo","1995","Atropello",99,902,NA,"Ignorado"
22,6,2016,3,"18","Quetzaltenango",1,NA,NA,NA,NA,3,"Blanco","2014","Atropello",99,901,NA,"69"
22,6,2016,3,"11","San Marcos",2,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,1201,NA,"Ignorado"
22,6,2016,3,"17","Sololá",2,NA,NA,NA,NA,4,"Rojo","2007","Atropello",99,701,NA,"38"
23,6,2016,4,"16","Santa rosa",1,NA,NA,NA,NA,1,"Gris","Ignorado","Atropello",99,602,NA,"41"
23,6,2016,4,"9","Huehuetenango",2,NA,NA,NA,NA,4,"Negro","2006","Atropello",99,1301,NA,"67"
23,6,2016,4,"16","Totonicapán",1,NA,NA,NA,NA,1,"Negro","Ignorado","Atropello",99,805,NA,"Ignorado"
23,6,2016,4,"15","Alta Verapaz",2,NA,NA,NA,NA,1,"Celeste","Ignorado","Atropello",99,1616,NA,"Ignorado"
23,6,2016,4,"20","Chimaltenango",1,NA,NA,NA,NA,3,"Azul","2001","Atropello",99,404,NA,"56"
24,6,2016,5,"13","Guatemala",1,NA,NA,NA,NA,11,"Blanco","2013","Atropello",1,101,NA,"52"
24,6,2016,5,"23","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",18,101,NA,"Ignorado"
24,6,2016,5,"21","Guatemala",1,NA,NA,NA,NA,4,"Negro","Ignorado","Atropello",99,117,NA,"64"
24,6,2016,5,"6","Suchitepéquez",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1001,NA,"Ignorado"
24,6,2016,5,"1","Huehuetenango",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1312,NA,"Ignorado"
25,6,2016,6,"14","Guatemala",1,NA,NA,NA,NA,9,"Blanco","1999","Atropello",18,101,NA,"28"
25,6,2016,6,"16","Zacapa",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1911,NA,"Ignorado"
25,6,2016,6,"9","Suchitepéquez",2,NA,NA,NA,NA,11,"Beige","Ignorado","Atropello",99,1001,NA,"Ignorado"
25,6,2016,6,"3","Izabal",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1801,NA,"Ignorado"
25,6,2016,6,"16","Santa rosa",2,NA,NA,NA,NA,4,"Azul","2013","Atropello",99,609,NA,"54"
25,6,2016,6,"15","Huehuetenango",2,NA,NA,NA,NA,4,"Azul","Ignorado","Atropello",99,1312,NA,"69"
25,6,2016,6,"9","Huehuetenango",2,NA,NA,NA,NA,3,"Azul","Ignorado","Atropello",99,1306,NA,"69"
25,6,2016,6,"20","Guatemala",2,NA,NA,NA,NA,2,"Ignorado","Ignorado","Atropello",11,101,NA,"Ignorado"
26,6,2016,7,"20","Guatemala",1,NA,NA,NA,NA,2,"Ignorado","Ignorado","Atropello",8,101,NA,"Ignorado"
26,6,2016,7,"14","Guatemala",1,NA,NA,NA,NA,12,"Ignorado","Ignorado","Atropello",1,101,NA,"Ignorado"
26,6,2016,7,"20","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",8,101,NA,"Ignorado"
26,6,2016,7,"7","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",10,101,NA,"Ignorado"
26,6,2016,7,"11","Guatemala",1,NA,NA,NA,NA,12,"Ignorado","Ignorado","Atropello",99,108,NA,"Ignorado"
26,6,2016,7,"18","Jalapa",2,NA,NA,NA,NA,2,"Negro","2000","Atropello",99,2106,NA,"31"
26,6,2016,7,"20","Retalhuleu",2,NA,NA,NA,NA,4,"Azul","Ignorado","Atropello",99,1107,NA,"27"
26,6,2016,7,"19","Baja Verapaz",2,NA,NA,NA,NA,4,"Ignorado","Ignorado","Atropello",99,1501,NA,"67"
26,6,2016,7,"7","Izabal",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1801,NA,"Ignorado"
26,6,2016,7,"18","Chimaltenango",2,NA,NA,NA,NA,4,"Negro","2016","Atropello",99,404,NA,"76"
26,6,2016,7,"21","Chimaltenango",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,406,NA,"Ignorado"
26,6,2016,7,"9","Sacatepéquez",2,NA,NA,NA,NA,12,"Blanco","1980","Atropello",99,304,NA,"17"
27,6,2016,1,"22","Escuintla",2,NA,NA,NA,NA,1,"Verde","1997","Atropello",99,501,NA,"69"
27,6,2016,1,"0","Alta Verapaz",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1609,NA,"Ignorado"
27,6,2016,1,"22","Sololá",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,701,NA,"Ignorado"
27,6,2016,1,"23","Chimaltenango",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,406,NA,"Ignorado"
28,6,2016,2,"22","Guatemala",1,NA,NA,NA,NA,1,"Azul","Ignorado","Atropello",13,101,NA,"56"
28,6,2016,2,"20","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",5,101,NA,"Ignorado"
28,6,2016,2,"5","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",11,101,NA,"Ignorado"
28,6,2016,2,"9","Guatemala",1,NA,NA,NA,NA,1,"Blanco","2002","Atropello",99,117,NA,"41"
28,6,2016,2,"19","Chiquimula",1,NA,NA,NA,NA,9,"Ignorado","Ignorado","Atropello",99,2001,NA,"Ignorado"
28,6,2016,2,"12","Huehuetenango",2,NA,NA,NA,NA,4,"Ignorado","Ignorado","Atropello",99,1301,NA,"67"
28,6,2016,2,"15","Alta Verapaz",1,NA,NA,NA,NA,5,"Ignorado","Ignorado","Atropello",99,1609,NA,"Ignorado"
28,6,2016,2,"19","Chimaltenango",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,401,NA,"Ignorado"
29,6,2016,3,"7","Chimaltenango",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,409,NA,"Ignorado"
29,6,2016,3,"20","Guatemala",1,NA,NA,NA,NA,4,"Amarillo","Ignorado","Atropello",7,101,NA,"18"
29,6,2016,3,"20","El progreso",2,NA,NA,NA,NA,4,"Rojo","2015","Atropello",99,204,NA,"76"
29,6,2016,3,"21","Quetzaltenango",2,NA,NA,NA,NA,3,"Azul","2002","Atropello",99,920,NA,"52"
29,6,2016,3,"13","Guatemala",1,NA,NA,NA,NA,4,"Rojo","Ignorado","Atropello",99,117,NA,"32"
29,6,2016,3,"23","Guatemala",1,NA,NA,NA,NA,3,"Corinto","Ignorado","Atropello",99,117,NA,"69"
29,6,2016,3,"12","Escuintla",1,NA,NA,NA,NA,4,"Corinto","Ignorado","Atropello",99,501,NA,"43"
29,6,2016,3,"22","Guatemala",1,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",4,101,NA,"Ignorado"
29,6,2016,3,"3","Guatemala",1,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",7,101,NA,"Ignorado"
29,6,2016,3,"12","Jutiapa",2,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,2207,NA,"Ignorado"
30,6,2016,4,"22","Guatemala",1,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",2,101,NA,"Ignorado"
30,6,2016,4,"16","Guatemala",1,NA,NA,NA,NA,9,"Blanco","2004","Atropello",5,101,NA,"41"
30,6,2016,4,"16","Guatemala",1,NA,NA,NA,NA,3,"Blanco","Ignorado","Atropello",10,101,NA,"Ignorado"
30,6,2016,4,"22","Guatemala",1,NA,NA,NA,NA,12,"Rojo","Ignorado","Atropello",7,101,NA,"Ignorado"
30,6,2016,4,"23","Guatemala",1,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",12,101,NA,"Ignorado"
30,6,2016,4,"3","Guatemala",1,NA,NA,NA,NA,6,"Blanco","Ignorado","Atropello",99,109,NA,"19"
30,6,2016,4,"15","Escuintla",1,NA,NA,NA,NA,4,"Rojo","2012","Atropello",99,501,NA,"35"
30,6,2016,4,"15","Escuintla",1,NA,NA,NA,NA,4,"Anaranjado","2015","Atropello",99,501,NA,"67"
30,6,2016,4,"0","Escuintla",2,NA,NA,NA,NA,3,"Ignorado","Ignorado","Atropello",99,514,NA,"52"
30,6,2016,4,"9","Huehuetenango",2,NA,NA,NA,NA,3,"Corinto","1994","Atropello",99,1306,NA,"69"
30,6,2016,4,"23","Alta Verapaz",2,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,1615,NA,"Ignorado"
30,6,2016,4,"15","Baja Verapaz",1,NA,NA,NA,NA,3,"Ignorado","Ignorado","Atropello",99,1501,NA,"69"
30,6,2016,4,"20","El progreso",2,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,201,NA,"Ignorado"
30,6,2016,4,"0","Izabal",1,NA,NA,NA,NA,11,"Blanco","Ignorado","Atropello",99,1801,NA,"48"
30,6,2016,4,"14","Sololá",2,NA,NA,NA,NA,3,"Ignorado","1995","Atropello",99,709,NA,"Ignorado"
30,6,2016,4,"7","Sololá",2,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,701,NA,"Ignorado"
30,6,2016,4,"20","Chimaltenango",2,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,415,NA,"Ignorado"
30,6,2016,4,"21","Sacatepéquez",2,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,304,NA,"Ignorado"
1,7,2016,5,"11","Guatemala",1,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",12,101,NA,"Ignorado"
1,7,2016,5,"20","Guatemala",1,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",7,101,NA,"Ignorado"
1,7,2016,5,"17","Jutiapa",2,NA,NA,NA,NA,4,"Negro","2014","Atropello",99,2201,NA,"77"
1,7,2016,5,"2","Escuintla",2,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,501,NA,"Ignorado"
1,7,2016,5,"22","Escuintla",2,NA,NA,NA,NA,3,"Blanco","2015","Atropello",99,514,NA,"52"
1,7,2016,5,"22","Escuintla",2,NA,NA,NA,NA,4,"Ignorado","Ignorado","Atropello",99,514,NA,"Ignorado"
1,7,2016,5,"7","Retalhuleu",2,NA,NA,NA,NA,12,"Ignorado","Ignorado","Atropello",99,1101,NA,"Ignorado"
2,7,2016,6,"5","Guatemala",1,NA,NA,NA,NA,4,"Negro","2015","Atropello",99,117,NA,"18"
2,7,2016,6,"1","Santa rosa",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,601,NA,"Ignorado"
2,7,2016,6,"2","Alta Verapaz",1,NA,NA,NA,NA,3,"Blanco","Ignorado","Atropello",99,1609,NA,"56"
2,7,2016,6,"11","Sololá",2,NA,NA,NA,NA,2,"Gris","2004","Atropello",99,701,NA,"16"
2,7,2016,6,"11","Guatemala",1,NA,NA,NA,NA,5,"Blanco","2005","Atropello",19,101,NA,"10"
3,7,2016,7,"3","Guatemala",1,NA,NA,NA,NA,2,"Gris","Ignorado","Atropello",5,101,NA,"Ignorado"
3,7,2016,7,"14","Retalhuleu",1,NA,NA,NA,NA,12,"Ignorado","Ignorado","Atropello",99,1101,NA,"Ignorado"
3,7,2016,7,"16","Guatemala",1,NA,NA,NA,NA,4,"Rojo","2009","Atropello",99,112,NA,"Ignorado"
3,7,2016,7,"5","Quiche",2,NA,NA,NA,NA,4,"Rojo","Ignorado","Atropello",99,1418,NA,"27"
3,7,2016,7,"0","Suchitepéquez",1,NA,NA,NA,NA,2,"Verde","Ignorado","Atropello",99,1001,NA,"69"
3,7,2016,7,"8","Chimaltenango",2,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,401,NA,"Ignorado"
3,7,2016,7,"20","Guatemala",1,NA,NA,NA,NA,12,"Verde","Ignorado","Atropello",8,101,NA,"74"
4,7,2016,1,"17","Guatemala",1,NA,NA,NA,NA,12,"Blanco","2010","Atropello",10,101,NA,"Ignorado"
4,7,2016,1,"12","Escuintla",2,NA,NA,NA,NA,4,"Negro","Ignorado","Atropello",99,506,NA,"27"
4,7,2016,1,"20","Escuintla",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,501,NA,"Ignorado"
4,7,2016,1,"18","Escuintla",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,512,NA,"Ignorado"
4,7,2016,1,"20","Retalhuleu",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1102,NA,"Ignorado"
4,7,2016,1,"20","Chimaltenango",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,406,NA,"Ignorado"
5,7,2016,2,"3","Guatemala",1,NA,NA,NA,NA,4,"Negro","2009","Atropello",12,101,NA,"32"
5,7,2016,2,"13","Guatemala",2,NA,NA,NA,NA,4,"Negro","2013","Atropello",99,114,NA,"6"
5,7,2016,2,"19","Chiquimula",2,NA,NA,NA,NA,4,"Ignorado","Ignorado","Atropello",99,2011,NA,"Ignorado"
5,7,2016,2,"12","Izabal",2,NA,NA,NA,NA,4,"Gris","Ignorado","Atropello",99,1801,NA,"Ignorado"
5,7,2016,2,"22","Escuintla",2,NA,NA,NA,NA,1,"Gris","Ignorado","Atropello",99,512,NA,"Ignorado"
6,7,2016,3,"15","Guatemala",1,NA,NA,NA,NA,3,"Verde","1996","Atropello",5,101,NA,"69"
6,7,2016,3,"5","Zacapa",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1901,NA,"Ignorado"
6,7,2016,3,"13","Alta Verapaz",1,NA,NA,NA,NA,9,"Ignorado","Ignorado","Atropello",99,1601,NA,"Ignorado"
6,7,2016,3,"23","Sololá",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,701,NA,"Ignorado"
6,7,2016,3,"19","Chimaltenango",2,NA,NA,NA,NA,4,"Rojo","2016","Atropello",99,401,NA,"3"
7,7,2016,4,"0","Guatemala",1,NA,NA,NA,NA,4,"Negro","Ignorado","Atropello",6,101,NA,"Ignorado"
7,7,2016,4,"4","Escuintla",2,NA,NA,NA,NA,9,"Azul","Ignorado","Atropello",99,505,NA,"Ignorado"
7,7,2016,4,"17","Zacapa",2,NA,NA,NA,NA,4,"Negro","2013","Atropello",99,1901,NA,"67"
7,7,2016,4,"20","Quiche",2,NA,NA,NA,NA,9,"Azul","2015","Atropello",99,1412,NA,"69"
7,7,2016,4,"17","Alta Verapaz",2,NA,NA,NA,NA,5,"Ignorado","Ignorado","Atropello",99,1610,NA,"Ignorado"
7,7,2016,4,"19","Sacatepéquez",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,301,NA,"Ignorado"
7,7,2016,4,"21","Suchitepéquez",2,NA,NA,NA,NA,3,"Blanco","1989","Atropello",99,1010,NA,"69"
7,7,2016,4,"23","Sololá",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,701,NA,"Ignorado"
7,7,2016,4,"17","Peten",2,NA,NA,NA,NA,4,"Negro","2015","Atropello",99,1712,NA,"6"
8,7,2016,5,"15","Guatemala",1,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,109,NA,"Ignorado"
8,7,2016,5,"15","Sacatepéquez",1,NA,NA,NA,NA,12,"Blanco","1985","Atropello",99,301,NA,"30"
8,7,2016,5,"7","Sololá",2,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,701,NA,"Ignorado"
8,7,2016,5,"21","Guatemala",1,NA,NA,NA,NA,1,"Gris","2006","Atropello",18,101,NA,"13"
8,7,2016,5,"22","Guatemala",1,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",12,101,NA,"Ignorado"
8,7,2016,5,"14","Guatemala",1,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,111,NA,"Ignorado"
8,7,2016,5,"22","Zacapa",2,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,1905,NA,"Ignorado"
9,7,2016,6,"18","Guatemala",1,NA,NA,NA,NA,4,"Gris","Ignorado","Atropello",1,101,NA,"32"
9,7,2016,6,"0","Guatemala",1,NA,NA,NA,NA,4,"Rojo","Ignorado","Atropello",99,117,NA,"6"
9,7,2016,6,"19","Retalhuleu",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1102,NA,"Ignorado"
9,7,2016,6,"15","Quetzaltenango",1,NA,NA,NA,NA,4,"Gris","Ignorado","Atropello",99,901,NA,"32"
10,7,2016,7,"17","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",18,101,NA,"Ignorado"
10,7,2016,7,"18","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",18,101,NA,"Ignorado"
10,7,2016,7,"11","Guatemala",2,NA,NA,NA,NA,1,"Blanco","1992","Atropello",99,106,NA,"56"
10,7,2016,7,"23","Guatemala",1,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",5,101,NA,"52"
10,7,2016,7,"21","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",7,101,NA,"Ignorado"
