"dia_ocu","mes_ocu","ano_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","sexo_pil","edad_pil","grupo_eda_pil","estado_pil","tipo_veh","color_veh","modelo_veh","causa_acc","zona_ocu","muni_ocu","mayor_men","marca_veh"
25,12,2009,5,"16","Zacapa",1,1,7,"Menos de 15",1,4,"Gris","Ignorado","Colisión",NA,NA,NA,NA
10,1,2009,6,"11","Sacatepequez",1,1,7,"Menos de 15",1,4,"Rojo","2005","Empotro",NA,NA,NA,NA
8,2,2009,7,"23","Zacapa",1,1,7,"Menos de 15",1,4,"Ignorado","Ignorado","Empotro",NA,NA,NA,NA
19,2,2009,4,"22","Suchitepequez",1,1,7,"Menos de 15",1,4,"Ignorado","Ignorado","Caída",NA,NA,NA,NA
29,10,2009,4,"20","Peten",1,1,7,"Menos de 15",1,10,"Rojo","1998","Colisión",NA,NA,NA,NA
24,8,2009,1,"14","Jalapa",2,1,7,"Menos de 15",1,14,"Rojo","2004","Vuelco",NA,NA,NA,NA
27,6,2009,6,"9","Guatemala",2,1,7,"Menos de 15",1,14,"Rojo","Ignorado","Caída",NA,NA,NA,NA
2,5,2009,6,"22","Guatemala",2,3,8,"Menos de 15",9,1,"Blanco","1993","Colisión",NA,NA,NA,NA
12,8,2009,3,"20","Chiquimula",1,1,8,"Menos de 15",9,1,"Gris","2001","Colisión",NA,NA,NA,NA
26,2,2009,4,"3","Santa Rosa",2,1,8,"Menos de 15",9,1,"Ignorado","Ignorado","Colisión",NA,NA,NA,NA
14,3,2009,6,"0","Guatemala",2,1,8,"Menos de 15",9,1,"Gris","Ignorado","Colisión",NA,NA,NA,NA
22,3,2009,7,"0","Guatemala",2,1,8,"Menos de 15",9,1,"Anaranjado","Ignorado","Colisión",NA,NA,NA,NA
23,2,2009,1,"15","Alta Verpaz",2,3,8,"Menos de 15",9,1,"Ignorado","Ignorado","Empotro",NA,NA,NA,NA
1,3,2009,7,"2","Guatemala",2,1,8,"Menos de 15",9,1,"Gris","Ignorado","Empotro",NA,NA,NA,NA
31,7,2009,5,"0","Guatemala",2,1,8,"Menos de 15",9,1,"Gris","Ignorado","Empotro",NA,NA,NA,NA
26,8,2009,3,"7","Escuintla",1,1,8,"Menos de 15",9,3,"Ignorado","1996","Colisión",NA,NA,NA,NA
23,12,2009,3,"23","Suchitepequez",2,1,8,"Menos de 15",9,3,"Negro","2006","Colisión",NA,NA,NA,NA
18,7,2009,6,"7","Izabal",1,1,8,"Menos de 15",9,3,"Verde","Ignorado","Colisión",NA,NA,NA,NA
5,12,2009,6,"12","Guatemala",2,1,8,"Menos de 15",9,3,"Negro","Ignorado","Colisión",NA,NA,NA,NA
24,12,2009,4,"4","Guatemala",2,1,8,"Menos de 15",9,3,"Verde","Ignorado","Empotro",NA,NA,NA,NA
5,6,2009,5,"15","Peten",1,1,8,"Menos de 15",9,3,"Verde","2007","Vuelco",NA,NA,NA,NA
1,3,2009,7,"12","Jutiapa",1,1,8,"Menos de 15",9,4,"Azul","Ignorado","Colisión",NA,NA,NA,NA
29,3,2009,7,"8","Escuintla",1,1,8,"Menos de 15",9,4,"Rojo","Ignorado","Colisión",NA,NA,NA,NA
6,9,2009,7,"23","Chimaltenango",2,3,8,"Menos de 15",9,4,"Amarillo","Ignorado","Colisión",NA,NA,NA,NA
26,10,2009,1,"20","Quiche",1,1,8,"Menos de 15",9,4,"Rojo","Ignorado","Colisión",NA,NA,NA,NA
7,11,2009,6,"21","Chimaltenango",2,1,8,"Menos de 15",9,4,"Ignorado","Ignorado","Colisión",NA,NA,NA,NA
6,12,2009,7,"7","Escuintla",1,1,8,"Menos de 15",9,4,"Azul","Ignorado","Colisión",NA,NA,NA,NA
26,8,2009,3,"4","Guatemala",2,1,8,"Menos de 15",9,4,"Azul","2007","Empotro",NA,NA,NA,NA
23,3,2009,1,"22","Quetzaltenango",2,1,8,"Menos de 15",9,4,"Negro","Ignorado","Empotro",NA,NA,NA,NA
3,5,2009,7,"18","Chimaltenango",1,1,8,"Menos de 15",9,4,"Rojo","Ignorado","Empotro",NA,NA,NA,NA
7,6,2009,7,"21","Baja Verapaz",1,1,8,"Menos de 15",9,4,"Rojo","Ignorado","Empotro",NA,NA,NA,NA
6,9,2009,7,"2","Izabal",1,1,8,"Menos de 15",9,4,"Ignorado","Ignorado","Empotro",NA,NA,NA,NA
9,3,2009,1,"9","Jutiapa",1,1,8,"Menos de 15",9,4,"Rojo","Ignorado","Caída",NA,NA,NA,NA
28,3,2009,6,"17","Izabal",1,1,8,"Menos de 15",9,4,"Ignorado","Ignorado","Caída",NA,NA,NA,NA
13,7,2009,1,"21","Zacapa",1,1,8,"Menos de 15",9,4,"Ignorado","Ignorado","Caída",NA,NA,NA,NA
28,7,2009,2,"14","Zacapa",1,3,8,"Menos de 15",9,4,"Rojo","Ignorado","Caída",NA,NA,NA,NA
16,8,2009,7,"5","Izabal",1,1,8,"Menos de 15",9,4,"Negro","Ignorado","Caída",NA,NA,NA,NA
29,8,2009,6,"21","Huehuetenango",1,1,8,"Menos de 15",9,4,"Ignorado","Ignorado","Caída",NA,NA,NA,NA
2,3,2009,1,"18","Suchitepequez",2,1,8,"Menos de 15",9,9,"Blanco","Ignorado","Colisión",NA,NA,NA,NA
12,4,2009,7,"15","Guatemala",1,1,8,"Menos de 15",9,14,"Rojo","2006","Vuelco",NA,NA,NA,NA
1,12,2009,2,"8","Guatemala",2,1,8,"Menos de 15",9,14,"Rojo","Ignorado","Vuelco",NA,NA,NA,NA
1,11,2009,7,"18","Zacapa",1,1,8,"Menos de 15",9,99,"Ignorado","Ignorado","Colisión",NA,NA,NA,NA
28,2,2009,6,"1","Baja Verapaz",1,1,8,"Menos de 15",2,99,"Rojo","Ignorado","Colisión",NA,NA,NA,NA
6,3,2009,5,"4","Guatemala",2,1,8,"Menos de 15",2,1,"Beige","2003","Colisión",NA,NA,NA,NA
15,2,2009,7,"3","Guatemala",2,1,8,"Menos de 15",2,1,"Gris","Ignorado","Colisión",NA,NA,NA,NA
30,6,2009,2,"21","San Marcos",1,1,8,"Menos de 15",2,1,"Azul","Ignorado","Colisión",NA,NA,NA,NA
20,12,2009,7,"21","San Marcos",1,1,8,"Menos de 15",2,1,"Gris","Ignorado","Empotro",NA,NA,NA,NA
12,7,2009,7,"17","Santa Rosa",1,1,8,"Menos de 15",2,2,"Negro","1996","Empotro",NA,NA,NA,NA
13,12,2009,7,"20","San Marcos",1,1,8,"Menos de 15",2,3,"Blanco","1989","Colisión",NA,NA,NA,NA
18,7,2009,6,"4","San Marcos",1,1,8,"Menos de 15",2,3,"Azul","Ignorado","Colisión",NA,NA,NA,NA
16,2,2009,1,"0","Quetzaltenango",1,1,8,"Menos de 15",2,3,"Rojo","Ignorado","Empotro",NA,NA,NA,NA
23,2,2009,1,"20","Baja Verapaz",1,1,8,"Menos de 15",2,4,"Negro","2008","Colisión",NA,NA,NA,NA
1,1,2009,4,"23","Guatemala",2,1,8,"Menos de 15",2,4,"Negro","Ignorado","Colisión",NA,NA,NA,NA
15,1,2009,4,"1","Suchitepequez",2,1,8,"Menos de 15",2,4,"Ignorado","Ignorado","Colisión",NA,NA,NA,NA
11,11,2009,3,"23","Suchitepequez",1,1,8,"Menos de 15",2,4,"Negro","2007","Caída",NA,NA,NA,NA
2,6,2009,2,"20","San Marcos",1,1,8,"Menos de 15",2,14,"Rojo","2007","Colisión",NA,NA,NA,NA
22,11,2009,7,"17","Guatemala",2,1,8,"Menos de 15",2,14,"Rojo","2006","Vuelco",NA,NA,NA,NA
27,8,2009,4,"14","San Marcos",1,1,8,"Menos de 15",1,1,"Verde","1988","Colisión",NA,NA,NA,NA
16,9,2009,3,"12","El Progreso",1,1,8,"Menos de 15",1,1,"Blanco","1994","Colisión",NA,NA,NA,NA
31,1,2009,6,"3","Quetzaltenango",1,1,8,"Menos de 15",1,1,"Negro","1999","Colisión",NA,NA,NA,NA
14,7,2009,2,"19","Guatemala",2,1,8,"Menos de 15",1,1,"Verde","1999","Colisión",NA,NA,NA,NA
8,9,2009,2,"0","Santa Rosa",1,3,8,"Menos de 15",1,1,"Rojo","2004","Colisión",NA,NA,NA,NA
2,2,2009,1,"11","Guatemala",1,1,8,"Menos de 15",1,1,"Blanco","Ignorado","Colisión",NA,NA,NA,NA
8,3,2009,7,"23","Guatemala",2,3,8,"Menos de 15",1,1,"Gris","Ignorado","Colisión",NA,NA,NA,NA
19,2,2009,4,"22","Santa Rosa",1,1,8,"Menos de 15",1,1,"Verde","1996","Empotro",NA,NA,NA,NA
6,10,2009,2,"7","Guatemala",2,3,8,"Menos de 15",1,1,"Blanco","Ignorado","Empotro",NA,NA,NA,NA
6,12,2009,7,"16","Jutiapa",1,1,8,"Menos de 15",1,1,"Gris","Ignorado","Empotro",NA,NA,NA,NA
25,1,2009,7,"20","Guatemala",2,1,8,"Menos de 15",1,2,"Rojo","2001","Colisión",NA,NA,NA,NA
15,9,2009,2,"14","Santa Rosa",1,1,8,"Menos de 15",1,2,"Celeste","1985","Empotro",NA,NA,NA,NA
16,9,2009,3,"20","San Marcos",1,1,8,"Menos de 15",1,3,"Verde","1995","Colisión",NA,NA,NA,NA
27,3,2009,5,"14","Quetzaltenango",2,1,8,"Menos de 15",1,3,"Blanco","2004","Colisión",NA,NA,NA,NA
19,5,2009,2,"12","Jalapa",2,1,8,"Menos de 15",1,3,"Blanco","2005","Colisión",NA,NA,NA,NA
18,8,2009,2,"13","Guatemala",2,1,8,"Menos de 15",1,3,"Blanco","2006","Colisión",NA,NA,NA,NA
27,12,2009,7,"17","Chiquimula",1,1,8,"Menos de 15",1,3,"Blanco","Ignorado","Colisión",NA,NA,NA,NA
15,9,2009,2,"18","San Marcos",1,3,8,"Menos de 15",1,3,"Negro","1988","Empotro",NA,NA,NA,NA
5,8,2009,3,"14","Jutiapa",1,1,8,"Menos de 15",1,3,"Ignorado","Ignorado","Empotro",NA,NA,NA,NA
5,8,2009,3,"14","Jutiapa",1,1,8,"Menos de 15",1,3,"Ignorado","Ignorado","Empotro",NA,NA,NA,NA
5,8,2009,3,"14","Jutiapa",1,1,8,"Menos de 15",1,3,"Ignorado","Ignorado","Empotro",NA,NA,NA,NA
16,4,2009,4,"7","Guatemala",1,1,8,"Menos de 15",1,4,"Rojo","1999","Colisión",NA,NA,NA,NA
17,1,2009,6,"12","Jutiapa",1,3,8,"Menos de 15",1,4,"Amarillo","2002","Colisión",NA,NA,NA,NA
25,11,2009,3,"15","Escuintla",1,1,8,"Menos de 15",1,4,"Rojo","2005","Colisión",NA,NA,NA,NA
5,2,2009,4,"18","Escuintla",1,1,8,"Menos de 15",1,4,"Ignorado","2006","Colisión",NA,NA,NA,NA
5,9,2009,6,"0","Baja Verapaz",1,1,8,"Menos de 15",1,4,"Negro","2008","Colisión",NA,NA,NA,NA
17,9,2009,4,"18","Suchitepequez",2,1,8,"Menos de 15",1,4,"Negro","2008","Colisión",NA,NA,NA,NA
16,1,2009,5,"12","Guatemala",1,1,8,"Menos de 15",1,4,"Negro","Ignorado","Colisión",NA,NA,NA,NA
16,1,2009,5,"12","Guatemala",2,1,8,"Menos de 15",1,4,"Ignorado","Ignorado","Colisión",NA,NA,NA,NA
8,2,2009,7,"21","Suchitepequez",1,1,8,"Menos de 15",1,4,"Azul","Ignorado","Colisión",NA,NA,NA,NA
22,7,2009,3,"21","Retalhuleu",1,1,8,"Menos de 15",1,4,"Negro","Ignorado","Colisión",NA,NA,NA,NA
18,9,2009,5,"22","Guatemala",2,3,8,"Menos de 15",1,4,"Azul","Ignorado","Colisión",NA,NA,NA,NA
12,11,2009,4,"19","Zacapa",1,1,8,"Menos de 15",1,4,"Azul","Ignorado","Colisión",NA,NA,NA,NA
28,12,2009,1,"14","Retalhuleu",1,1,8,"Menos de 15",1,4,"Rojo","Ignorado","Colisión",NA,NA,NA,NA
1,2,2009,7,"23","Chiquimula",2,1,8,"Menos de 15",1,4,"Ignorado","Ignorado","Caída",NA,NA,NA,NA
26,6,2009,5,"22","Baja Verapaz",1,1,8,"Menos de 15",1,4,"Ignorado","Ignorado","Caída",NA,NA,NA,NA
15,7,2009,3,"6","Chiquimula",2,1,8,"Menos de 15",1,4,"Ignorado","Ignorado","Caída",NA,NA,NA,NA
10,5,2009,7,"21","Guatemala",2,1,8,"Menos de 15",1,8,"Negro","1993","Colisión",NA,NA,NA,NA
8,6,2009,1,"22","Suchitepequez",1,1,8,"Menos de 15",1,9,"Corinto","1992","Colisión",NA,NA,NA,NA
17,10,2009,6,"7","Quiche",2,1,8,"Menos de 15",1,9,"Rojo","2003","Colisión",NA,NA,NA,NA
20,3,2009,5,"18","El Progreso",1,1,8,"Menos de 15",1,14,"Rojo","2008","Colisión",NA,NA,NA,NA
1,10,2009,4,"17","Suchitepequez",2,1,8,"Menos de 15",1,14,"Rojo","2009","Colisión",NA,NA,NA,NA
18,9,2009,5,"9","Suchitepequez",1,1,8,"Menos de 15",1,14,"Rojo","Ignorado","Colisión",NA,NA,NA,NA
6,5,2009,3,"21","Chimaltenango",2,1,8,"Menos de 15",1,14,"Gris","Ignorado","Empotro",NA,NA,NA,NA
2,8,2009,7,"21","Guatemala",2,1,8,"Menos de 15",1,14,"Rojo","2006","Vuelco",NA,NA,NA,NA
2,8,2009,7,"21","Guatemala",2,1,8,"Menos de 15",1,14,"Rojo","2006","Vuelco",NA,NA,NA,NA
2,8,2009,7,"21","Guatemala",2,1,8,"Menos de 15",1,14,"Rojo","2006","Vuelco",NA,NA,NA,NA
18,10,2009,7,"19","Escuintla",1,1,9,"Menos de 15",9,1,"Blanco","1995","Colisión",NA,NA,NA,NA
17,8,2009,1,"18","Guatemala",2,1,9,"Menos de 15",9,1,"Gris","2006","Colisión",NA,NA,NA,NA
4,10,2009,7,"17","Guatemala",2,1,9,"Menos de 15",9,1,"Café","1982","Empotro",NA,NA,NA,NA
26,2,2009,4,"0","Retalhuleu",2,1,9,"Menos de 15",9,1,"Verde","1985","Empotro",NA,NA,NA,NA
3,11,2009,2,"0","Jutiapa",1,1,9,"Menos de 15",9,1,"Negro","2006","Empotro",NA,NA,NA,NA
22,4,2009,3,"17","Guatemala",1,1,9,"Menos de 15",9,1,"Blanco","Ignorado","Empotro",NA,NA,NA,NA
9,1,2009,5,"2","Guatemala",2,1,9,"Menos de 15",9,1,"Verde","1995","Vuelco",NA,NA,NA,NA
26,9,2009,6,"0","Chiquimula",1,3,9,"Menos de 15",9,1,"Verde","Ignorado","Vuelco",NA,NA,NA,NA
2,3,2009,1,"17","Quetzaltenango",2,1,9,"Menos de 15",9,2,"Café","2002","Colisión",NA,NA,NA,NA
2,8,2009,7,"3","Guatemala",2,1,9,"Menos de 15",9,3,"Blanco","1993","Colisión",NA,NA,NA,NA
2,8,2009,7,"3","Guatemala",2,1,9,"Menos de 15",9,3,"Blanco","1993","Colisión",NA,NA,NA,NA
2,8,2009,7,"3","Guatemala",2,1,9,"Menos de 15",9,3,"Blanco","1993","Colisión",NA,NA,NA,NA
17,8,2009,1,"11","Quetzaltenango",2,1,9,"Menos de 15",9,3,"Rojo","Ignorado","Colisión",NA,NA,NA,NA
2,8,2009,7,"15","Quetzaltenango",1,1,9,"Menos de 15",9,3,"Verde","Ignorado","Empotro",NA,NA,NA,NA
2,8,2009,7,"15","Quetzaltenango",1,1,9,"Menos de 15",9,3,"Verde","Ignorado","Empotro",NA,NA,NA,NA
2,8,2009,7,"15","Quetzaltenango",1,1,9,"Menos de 15",9,3,"Verde","Ignorado","Empotro",NA,NA,NA,NA
7,10,2009,3,"4","San Marcos",1,1,9,"Menos de 15",9,3,"Negro","Ignorado","Empotro",NA,NA,NA,NA
9,5,2009,6,"20","San Marcos",1,1,9,"Menos de 15",9,3,"Ignorado","Ignorado","Vuelco",NA,NA,NA,NA
24,5,2009,7,"22","Guatemala",2,1,9,"Menos de 15",9,3,"Amarillo","Ignorado","Vuelco",NA,NA,NA,NA
12,10,2009,1,"7","Alta Verpaz",1,1,9,"Menos de 15",9,3,"Negro","Ignorado","Vuelco",NA,NA,NA,NA
30,6,2009,2,"11","Guatemala",2,1,9,"Menos de 15",9,4,"Azul","1986","Colisión",NA,NA,NA,NA
31,3,2009,2,"12","Peten",1,1,9,"Menos de 15",9,4,"Rojo","2005","Colisión",NA,NA,NA,NA
2,3,2009,1,"0","Peten",1,3,9,"Menos de 15",9,4,"Ignorado","Ignorado","Colisión",NA,NA,NA,NA
12,4,2009,7,"14","Guatemala",2,1,9,"Menos de 15",9,4,"Negro","Ignorado","Colisión",NA,NA,NA,NA
8,6,2009,1,"17","Peten",1,3,9,"Menos de 15",9,4,"Ignorado","Ignorado","Colisión",NA,NA,NA,NA
5,8,2009,3,"20","Escuintla",1,1,9,"Menos de 15",9,4,"Negro","Ignorado","Colisión",NA,NA,NA,NA
5,8,2009,3,"20","Escuintla",1,1,9,"Menos de 15",9,4,"Negro","Ignorado","Colisión",NA,NA,NA,NA
5,8,2009,3,"20","Escuintla",1,1,9,"Menos de 15",9,4,"Negro","Ignorado","Colisión",NA,NA,NA,NA
8,11,2009,7,"11","Totonicapan",1,1,9,"Menos de 15",9,4,"Amarillo","Ignorado","Colisión",NA,NA,NA,NA
1,12,2009,2,"13","Sacatepequez",1,1,9,"Menos de 15",9,4,"Blanco","Ignorado","Colisión",NA,NA,NA,NA
1,5,2009,5,"3","Guatemala",2,1,9,"Menos de 15",9,4,"Negro","2007","Empotro",NA,NA,NA,NA
9,3,2009,1,"17","Guatemala",2,1,9,"Menos de 15",9,4,"Negro","Ignorado","Empotro",NA,NA,NA,NA
30,6,2009,2,"0","Guatemala",2,1,9,"Menos de 15",9,4,"Rojo","Ignorado","Empotro",NA,NA,NA,NA
21,10,2009,3,"19","Zacapa",1,1,9,"Menos de 15",9,4,"Negro","Ignorado","Caída",NA,NA,NA,NA
31,10,2009,6,"5","Guatemala",2,1,9,"Menos de 15",9,4,"Rojo","Ignorado","Caída",NA,NA,NA,NA
13,10,2009,2,"18","Chiquimula",1,1,9,"Menos de 15",9,5,"Azul","Ignorado","Colisión",NA,NA,NA,NA
10,11,2009,2,"0","Quetzaltenango",2,1,9,"Menos de 15",9,6,"Corinto","Ignorado","Colisión",NA,NA,NA,NA
22,10,2009,4,"13","Quetzaltenango",2,1,9,"Menos de 15",9,7,"Beige","1978","Colisión",NA,NA,NA,NA
24,5,2009,7,"16","San Marcos",1,1,9,"Menos de 15",9,9,"Blanco","2000","Colisión",NA,NA,NA,NA
27,8,2009,4,"23","Quetzaltenango",2,1,9,"Menos de 15",9,9,"Gris","2008","Empotro",NA,NA,NA,NA
14,6,2009,7,"14","Quetzaltenango",2,1,9,"Menos de 15",2,1,"Blanco","1990","Colisión",NA,NA,NA,NA
21,6,2009,7,"0","Guatemala",2,1,9,"Menos de 15",2,1,"Gris","1999","Colisión",NA,NA,NA,NA
7,8,2009,5,"22","Guatemala",2,1,9,"Menos de 15",2,1,"Negro","Ignorado","Colisión",NA,NA,NA,NA
22,2,2009,7,"0","Chimaltenango",2,1,9,"Menos de 15",2,1,"Café","1987","Empotro",NA,NA,NA,NA
6,11,2009,5,"2","Guatemala",2,1,9,"Menos de 15",2,1,"Rojo","Ignorado","Empotro",NA,NA,NA,NA
21,11,2009,6,"20","Quiche",2,1,9,"Menos de 15",2,2,"Gris","Ignorado","Colisión",NA,NA,NA,NA
24,5,2009,7,"3","Guatemala",2,1,9,"Menos de 15",2,2,"Negro","1999","Empotro",NA,NA,NA,NA
10,4,2009,5,"23","Santa Rosa",1,1,9,"Menos de 15",2,2,"Café","Ignorado","Vuelco",NA,NA,NA,NA
1,9,2009,2,"14","Quiche",2,1,9,"Menos de 15",2,3,"Negro","1986","Colisión",NA,NA,NA,NA
11,4,2009,6,"20","Zacapa",1,1,9,"Menos de 15",2,3,"Corinto","1994","Colisión",NA,NA,NA,NA
13,10,2009,2,"14","Jutiapa",2,1,9,"Menos de 15",2,4,"Rojo","Ignorado","Colisión",NA,NA,NA,NA
13,11,2009,5,"3","Jutiapa",2,1,9,"Menos de 15",2,4,"Rojo","2008","Empotro",NA,NA,NA,NA
31,10,2009,6,"17","Guatemala",1,1,9,"Menos de 15",2,12,"Rojo","Ignorado","Colisión",NA,NA,NA,NA
16,11,2009,1,"20","Suchitepequez",2,1,9,"Menos de 15",2,14,"Rojo","2005","Vuelco",NA,NA,NA,NA
23,6,2009,2,"21","Guatemala",2,3,9,"Menos de 15",1,1,"Rojo","1988","Colisión",NA,NA,NA,NA
19,9,2009,6,"21","Guatemala",2,1,9,"Menos de 15",1,1,"Gris","1989","Colisión",NA,NA,NA,NA
7,1,2009,3,"17","Retalhuleu",1,1,9,"Menos de 15",1,1,"Ignorado","1995","Colisión",NA,NA,NA,NA
24,1,2009,6,"11","Guatemala",2,3,9,"Menos de 15",1,1,"Blanco","1995","Colisión",NA,NA,NA,NA
12,8,2009,3,"16","Zacapa",1,1,9,"Menos de 15",1,1,"Blanco","2002","Colisión",NA,NA,NA,NA
8,9,2009,2,"19","Quetzaltenango",1,1,9,"Menos de 15",1,1,"Gris","2003","Colisión",NA,NA,NA,NA
19,9,2009,6,"2","Chimaltenango",1,1,9,"Menos de 15",1,1,"Rojo","2004","Colisión",NA,NA,NA,NA
11,10,2009,7,"5","Guatemala",2,1,9,"Menos de 15",1,1,"Blanco","2005","Colisión",NA,NA,NA,NA
17,10,2009,6,"13","Escuintla",1,3,9,"Menos de 15",1,2,"Blanco","1994","Colisión",NA,NA,NA,NA
1,3,2009,7,"10","Quetzaltenango",2,1,9,"Menos de 15",1,2,"Verde","1997","Colisión",NA,NA,NA,NA
29,1,2009,4,"8","Guatemala",2,1,9,"Menos de 15",1,2,"Gris","2004","Colisión",NA,NA,NA,NA
20,5,2009,3,"13","Retalhuleu",2,1,9,"Menos de 15",1,3,"Gris","Ignorado","Colisión",NA,NA,NA,NA
6,1,2009,2,"1","Suchitepequez",1,1,9,"Menos de 15",1,3,"Anaranjado","1989","Empotro",NA,NA,NA,NA
29,11,2009,7,"18","Guatemala",2,1,9,"Menos de 15",1,3,"Negro","Ignorado","Vuelco",NA,NA,NA,NA
18,1,2009,7,"20","Chiquimula",2,3,9,"Menos de 15",1,4,"Corinto","1997","Colisión",NA,NA,NA,NA
26,3,2009,4,"21","Quetzaltenango",2,1,9,"Menos de 15",1,4,"Azul","2003","Colisión",NA,NA,NA,NA
22,2,2009,7,"20","Quetzaltenango",2,1,9,"Menos de 15",1,4,"Azul","2006","Colisión",NA,NA,NA,NA
10,5,2009,7,"14","Guatemala",2,1,9,"Menos de 15",1,4,"Negro","2008","Colisión",NA,NA,NA,NA
13,5,2009,3,"19","Escuintla",2,1,9,"Menos de 15",1,4,"Azul","Ignorado","Colisión",NA,NA,NA,NA
23,5,2009,6,"19","Guatemala",2,1,9,"Menos de 15",1,4,"Azul","Ignorado","Colisión",NA,NA,NA,NA
9,2,2009,1,"18","Jalapa",1,1,9,"Menos de 15",1,4,"Azul","Ignorado","Empotro",NA,NA,NA,NA
15,1,2009,4,"16","Retalhuleu",2,1,9,"Menos de 15",1,4,"Rojo","2008","Caída",NA,NA,NA,NA
21,8,2009,5,"20","Zacapa",1,1,9,"Menos de 15",1,4,"Ignorado","Ignorado","Caída",NA,NA,NA,NA
12,8,2009,3,"17","Quetzaltenango",1,1,9,"Menos de 15",1,5,"Rojo","1985","Colisión",NA,NA,NA,NA
31,5,2009,7,"15","Guatemala",2,1,9,"Menos de 15",1,7,"Ignorado","Ignorado","Colisión",NA,NA,NA,NA
23,11,2009,1,"9","Sacatepequez",1,1,9,"Menos de 15",1,7,"Amarillo","Ignorado","Empotro",NA,NA,NA,NA
6,7,2009,1,"7","Chiquimula",2,1,9,"Menos de 15",1,9,"Rojo","2005","Colisión",NA,NA,NA,NA
16,9,2009,3,"12","Izabal",2,1,9,"Menos de 15",1,9,"Gris","2007","Colisión",NA,NA,NA,NA
2,4,2009,4,"18","Guatemala",2,1,9,"Menos de 15",1,12,"Ignorado","Ignorado","Colisión",NA,NA,NA,NA
3,8,2009,1,"7","Guatemala",2,1,9,"Menos de 15",1,12,"Rojo","Ignorado","Colisión",NA,NA,NA,NA
3,8,2009,1,"7","Guatemala",2,1,9,"Menos de 15",1,12,"Rojo","Ignorado","Colisión",NA,NA,NA,NA
3,8,2009,1,"7","Guatemala",2,1,9,"Menos de 15",1,12,"Rojo","Ignorado","Colisión",NA,NA,NA,NA
10,7,2009,5,"14","Peten",1,1,9,"Menos de 15",1,13,"Negro","Ignorado","Colisión",NA,NA,NA,NA
1,11,2009,7,"2","Huehuetenango",2,1,10,"Menos de 15",9,1,"Azul","1995","Colisión",NA,NA,NA,NA
20,9,2009,7,"13","Alta Verpaz",1,1,10,"Menos de 15",9,1,"Ignorado","Ignorado","Colisión",NA,NA,NA,NA
18,7,2009,6,"4","Guatemala",2,1,10,"Menos de 15",9,1,"Verde","1997","Empotro",NA,NA,NA,NA
1,2,2009,7,"4","Guatemala",2,1,10,"Menos de 15",9,1,"Negro","Ignorado","Empotro",NA,NA,NA,NA
22,8,2009,6,"20","El Progreso",1,1,10,"Menos de 15",9,2,"Verde","1994","Colisión",NA,NA,NA,NA
31,7,2009,5,"19","Zacapa",1,1,10,"Menos de 15",9,3,"Azul","2009","Colisión",NA,NA,NA,NA
17,3,2009,2,"19","Guatemala",2,1,10,"Menos de 15",9,3,"Rojo","Ignorado","Colisión",NA,NA,NA,NA
5,5,2009,2,"14","San Marcos",1,1,10,"Menos de 15",9,3,"Blanco","Ignorado","Colisión",NA,NA,NA,NA
8,4,2009,3,"12","Guatemala",2,1,10,"Menos de 15",9,4,"Rojo","1999","Colisión",NA,NA,NA,NA
28,8,2009,5,"20","Escuintla",1,1,10,"Menos de 15",9,4,"Negro","2007","Colisión",NA,NA,NA,NA
16,2,2009,1,"18","Santa Rosa",1,1,10,"Menos de 15",9,4,"Azul","Ignorado","Colisión",NA,NA,NA,NA
26,2,2009,4,"11","Santa Rosa",1,1,10,"Menos de 15",9,4,"Ignorado","Ignorado","Colisión",NA,NA,NA,NA
5,7,2009,7,"1","Guatemala",1,1,10,"Menos de 15",9,4,"Corinto","Ignorado","Colisión",NA,NA,NA,NA
10,10,2009,6,"22","Peten",1,1,10,"Menos de 15",9,4,"Ignorado","Ignorado","Colisión",NA,NA,NA,NA
22,11,2009,7,"11","Zacapa",1,1,10,"Menos de 15",9,4,"Ignorado","Ignorado","Colisión",NA,NA,NA,NA
22,12,2009,2,"10","Guatemala",2,1,10,"Menos de 15",9,4,"Negro","Ignorado","Colisión",NA,NA,NA,NA
29,10,2009,4,"12","Escuintla",1,1,10,"Menos de 15",9,4,"Ignorado","2009","Empotro",NA,NA,NA,NA
8,5,2009,5,"14","Huehuetenango",2,1,10,"Menos de 15",9,4,"Negro","Ignorado","Empotro",NA,NA,NA,NA
21,4,2009,2,"3","Escuintla",1,1,10,"Menos de 15",9,4,"Rojo","Ignorado","Caída",NA,NA,NA,NA
17,7,2009,5,"22","El Progreso",1,1,10,"Menos de 15",9,4,"Ignorado","Ignorado","Caída",NA,NA,NA,NA
26,9,2009,6,"8","Huehuetenango",1,1,10,"Menos de 15",9,4,"Ignorado","Ignorado","Caída",NA,NA,NA,NA
16,10,2009,5,"4","Guatemala",1,1,10,"Menos de 15",9,4,"Ignorado","Ignorado","Caída",NA,NA,NA,NA
29,12,2009,2,"20","Chimaltenango",1,1,10,"Menos de 15",9,4,"Blanco","Ignorado","Caída",NA,NA,NA,NA
12,10,2009,1,"15","Jutiapa",1,1,10,"Menos de 15",9,5,"Blanco","2001","Colisión",NA,NA,NA,NA
4,11,2009,3,"1","Baja Verapaz",1,1,10,"Menos de 15",9,5,"Negro","Ignorado","Colisión",NA,NA,NA,NA
