"","núm_corre","año_ocu","mes_ocu","día_ocu","día_sem_ocu","hora_ocu","g_hora","g_hora_5","depto_ocu","mupio_ocu","área_geo_ocu","zona_ocu","sexo_per","edad_per","mayor_menor","g_edad_80ymás","g_edad_60ymás","edad_quinquenales","estado_con","tipo_veh","marca_veh","color_veh","modelo_veh","g_modelo_veh","tipo_eve"
"6015",6015,2015,9,20,7,14,3,2,9,920,1,99,1,30,1,5,5,7,9,4,99,9,9999,6,5
"6016",6016,2015,9,20,7,0,1,1,9,901,1,7,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6017",6017,2015,9,20,7,2,1,1,9,910,1,99,9,999,9,16,12,18,9,2,44,4,9999,6,5
"6018",6018,2015,9,20,7,0,1,1,16,1604,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
"6019",6019,2015,9,20,7,1,1,1,16,1601,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
"6020",6020,2015,9,20,7,19,4,3,17,1702,2,99,1,26,1,4,4,6,9,1,32,4,2014,5,5
"6021",6021,2015,9,20,7,13,3,2,4,409,1,99,9,999,9,16,12,18,9,1,99,2,9999,6,5
"6022",6022,2015,9,20,7,15,3,2,3,315,2,99,1,35,1,6,6,8,2,4,24,99,9999,6,5
"6023",6023,2015,9,21,1,17,3,2,1,101,1,8,1,28,1,4,4,6,1,12,99,99,9999,6,5
"6024",6024,2015,9,21,1,5,1,1,1,108,2,8,9,999,9,16,12,18,2,3,44,3,9999,6,5
"6025",6025,2015,9,21,1,19,4,3,20,2001,1,3,1,20,1,3,3,5,1,9,44,6,9999,6,5
"6026",6026,2015,9,21,1,19,4,3,5,513,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
"6027",6027,2015,9,21,1,8,2,1,10,1001,1,1,1,63,1,11,11,13,1,1,99,6,1996,3,5
"6028",6028,2015,9,21,1,15,3,2,15,1501,2,99,1,29,1,4,4,6,1,9,99,99,9999,6,5
"6029",6029,2015,9,22,2,19,4,3,14,1415,2,99,1,999,9,16,12,18,9,14,99,1,9999,6,5
"6030",6030,2015,9,22,2,14,3,2,4,402,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6031",6031,2015,9,23,3,22,4,3,1,101,1,8,1,21,1,3,3,5,1,4,24,1,2009,4,5
"6032",6032,2015,9,23,3,1,1,1,1,116,2,99,9,999,9,16,12,18,9,2,99,99,9999,6,5
"6033",6033,2015,9,23,3,5,1,1,5,513,2,99,1,17,2,2,2,4,1,4,99,99,9999,6,5
"6034",6034,2015,9,23,3,18,4,3,18,1801,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6035",6035,2015,9,23,3,14,3,2,17,1703,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,5
"6036",6036,2015,9,23,3,23,4,3,17,1703,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
"6037",6037,2015,9,24,4,18,4,3,1,101,1,21,2,30,1,5,5,7,9,1,30,1,9999,6,5
"6038",6038,2015,9,24,4,4,1,1,1,114,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6039",6039,2015,9,24,4,13,3,2,22,2202,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6040",6040,2015,9,24,4,21,4,3,19,1903,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6041",6041,2015,9,24,4,18,4,3,5,502,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6042",6042,2015,9,24,4,9,2,1,10,1002,2,99,1,28,1,4,4,6,9,9,99,99,9999,6,5
"6043",6043,2015,9,24,4,20,4,3,11,1102,2,99,9,999,9,16,12,18,9,5,99,99,9999,6,5
"6044",6044,2015,9,24,4,19,4,3,12,1202,1,3,9,999,9,16,12,18,9,3,44,3,1988,2,5
"6045",6045,2015,9,25,5,23,4,3,1,103,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6046",6046,2015,9,25,5,22,4,3,1,103,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6047",6047,2015,9,25,5,22,4,3,1,101,1,12,1,20,1,3,3,5,9,11,99,5,9999,6,5
"6048",6048,2015,9,25,5,14,3,2,20,2001,1,2,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6049",6049,2015,9,25,5,19,4,3,20,2001,2,99,9,999,9,16,12,18,9,5,99,99,9999,6,5
"6050",6050,2015,9,25,5,19,4,3,20,2001,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6051",6051,2015,9,25,5,18,4,3,9,901,1,3,9,999,9,16,12,18,9,3,99,9,9999,6,5
"6052",6052,2015,9,25,5,18,4,3,9,914,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
"6053",6053,2015,9,25,5,13,3,2,13,1312,2,99,1,37,1,6,6,8,1,3,44,4,2010,5,5
"6054",6054,2015,9,25,5,22,4,3,3,310,2,99,1,35,1,6,6,8,1,4,42,5,9999,6,5
"6055",6055,2015,9,25,5,22,4,3,3,304,2,99,9,999,9,16,12,18,9,99,99,2,9999,6,5
"6056",6056,2015,9,26,6,20,4,3,1,101,1,18,1,999,9,16,12,18,9,1,99,99,9999,6,5
"6057",6057,2015,9,26,6,0,1,1,1,103,2,99,1,999,9,16,12,18,9,2,44,99,9999,6,5
"6058",6058,2015,9,26,6,9,2,1,1,101,1,7,1,27,1,4,4,6,1,12,22,1,1992,3,5
"6059",6059,2015,9,26,6,3,1,1,1,115,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6060",6060,2015,9,26,6,10,2,1,4,401,1,1,1,26,1,4,4,6,1,4,42,4,9999,6,5
"6061",6061,2015,9,27,7,1,1,1,1,101,1,7,1,37,1,6,6,8,1,1,99,3,9999,6,5
"6062",6062,2015,9,27,7,17,3,2,1,117,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6063",6063,2015,9,27,7,23,4,3,1,115,2,99,9,999,9,16,12,18,9,1,99,2,9999,6,5
"6064",6064,2015,9,27,7,21,4,3,6,602,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6065",6065,2015,9,27,7,20,4,3,16,1610,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6066",6066,2015,9,27,7,9,2,1,18,1805,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6067",6067,2015,9,27,7,2,1,1,17,1703,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6068",6068,2015,9,27,7,19,4,3,14,1421,2,99,1,17,2,2,2,4,1,4,21,1,2016,5,5
"6069",6069,2015,9,27,7,20,4,3,4,406,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6070",6070,2015,9,27,7,23,4,3,3,315,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6071",6071,2015,9,28,1,17,3,2,20,2001,1,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6072",6072,2015,9,28,1,16,3,2,5,501,1,99,1,24,1,3,3,5,9,12,22,7,9999,6,5
"6073",6073,2015,9,28,1,13,3,2,16,1601,1,8,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6074",6074,2015,9,28,1,20,4,3,14,1401,1,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6075",6075,2015,9,28,1,7,2,1,14,1415,1,99,1,28,1,4,4,6,1,14,2,6,9999,6,5
"6076",6076,2015,9,28,1,13,3,2,4,409,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6077",6077,2015,9,28,1,17,3,2,4,414,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6078",6078,2015,9,28,1,6,2,1,3,312,1,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6079",6079,2015,9,29,2,21,4,3,1,115,1,2,1,18,1,2,2,4,9,1,21,2,9999,6,5
"6080",6080,2015,9,29,2,14,3,2,1,117,1,6,1,37,1,6,6,8,9,2,34,99,2003,4,5
"6081",6081,2015,9,29,2,17,3,2,20,2001,1,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
"6082",6082,2015,9,29,2,12,3,2,10,1001,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6083",6083,2015,9,29,2,22,4,3,12,1201,1,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6084",6084,2015,9,29,2,17,3,2,13,1301,1,4,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6085",6085,2015,9,29,2,8,2,1,18,1805,2,99,1,20,1,3,3,5,1,14,2,1,2010,5,5
"6086",6086,2015,9,29,2,20,4,3,3,312,1,4,1,27,1,4,4,6,2,3,99,5,9999,6,5
"6087",6087,2015,9,30,3,6,2,1,1,101,1,9,9,999,9,16,12,18,9,12,99,2,9999,6,5
"6088",6088,2015,9,30,3,13,3,2,1,101,1,21,1,25,1,4,4,6,2,1,99,3,1991,3,5
"6089",6089,2015,9,30,3,18,4,3,17,1701,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
"6090",6090,2015,9,30,3,20,4,3,3,312,2,99,1,28,1,4,4,6,2,4,21,1,2013,5,5
"6091",6091,2015,10,1,4,11,2,1,1,101,1,5,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6092",6092,2015,10,1,4,9,2,1,1,101,1,12,1,43,1,7,7,9,1,4,21,1,2005,4,5
"6093",6093,2015,10,1,4,21,4,3,1,115,1,5,1,20,1,3,3,5,2,4,2,2,2015,5,5
"6094",6094,2015,10,1,4,20,4,3,1,108,1,6,1,21,1,3,3,5,9,4,21,1,2013,5,5
"6095",6095,2015,10,1,4,15,3,2,10,1010,2,99,9,999,9,16,12,18,9,12,22,1,1990,3,5
"6096",6096,2015,10,1,4,23,4,3,16,1601,1,12,1,19,1,2,2,4,9,99,44,6,1995,3,5
"6097",6097,2015,10,2,5,20,4,3,1,107,1,18,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6098",6098,2015,10,2,5,20,4,3,1,101,1,12,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6099",6099,2015,10,2,5,19,4,3,10,1010,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6100",6100,2015,10,2,5,18,4,3,13,1316,2,99,1,32,1,5,5,7,2,3,44,1,9999,6,5
"6101",6101,2015,10,2,5,23,4,3,17,1701,2,99,1,26,1,4,4,6,1,4,99,99,9999,6,5
"6102",6102,2015,10,2,5,17,3,2,4,404,1,3,9,999,9,16,12,18,9,14,99,99,9999,6,5
"6103",6103,2015,10,3,6,21,4,3,1,101,1,13,9,999,9,16,12,18,9,1,99,99,9999,6,5
"6104",6104,2015,10,3,6,1,1,1,1,101,1,12,1,18,1,2,2,4,1,1,34,6,2000,4,5
"6105",6105,2015,10,3,6,2,1,1,1,108,1,2,9,999,9,16,12,18,9,1,99,99,9999,6,5
"6106",6106,2015,10,3,6,21,4,3,1,108,1,11,1,28,1,4,4,6,2,4,2,5,2008,4,5
"6107",6107,2015,10,3,6,19,4,3,18,1801,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
"6108",6108,2015,10,4,7,0,1,1,1,101,1,18,1,25,1,4,4,6,1,14,44,2,9999,6,5
"6109",6109,2015,10,4,7,20,4,3,1,108,1,6,1,22,1,3,3,5,9,2,33,1,2000,4,5
"6110",6110,2015,10,4,7,14,3,2,22,2201,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6111",6111,2015,10,4,7,19,4,3,20,2004,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6112",6112,2015,10,4,7,8,2,1,5,501,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6113",6113,2015,10,4,7,8,2,1,5,507,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6114",6114,2015,10,4,7,17,3,2,6,601,2,99,1,25,1,4,4,6,9,1,21,6,1998,3,5
"6115",6115,2015,10,4,7,19,4,3,11,1103,2,99,1,37,1,6,6,8,9,12,99,2,9999,6,5
"6116",6116,2015,10,4,7,19,4,3,11,1108,2,99,1,23,1,3,3,5,9,4,2,1,2013,5,5
"6117",6117,2015,10,4,7,0,1,1,11,1107,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
"6118",6118,2015,10,4,7,1,1,1,13,1301,1,1,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6119",6119,2015,10,4,7,19,4,3,16,1602,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6120",6120,2015,10,4,7,20,4,3,15,1508,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,5
"6121",6121,2015,10,4,7,10,2,1,2,207,2,99,9,999,9,16,12,18,9,7,99,99,9999,6,5
"6122",6122,2015,10,4,7,2,1,1,18,1804,2,99,9,999,9,16,12,18,9,1,44,6,9999,6,5
"6123",6123,2015,10,4,7,20,4,3,17,1703,1,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6124",6124,2015,10,5,1,6,2,1,1,101,1,3,9,999,9,16,12,18,9,12,99,1,9999,6,5
"6125",6125,2015,10,5,1,12,3,2,1,115,1,12,1,42,1,7,7,9,1,7,99,6,9999,6,5
"6126",6126,2015,10,5,1,11,2,1,6,601,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6127",6127,2015,10,5,1,17,3,2,12,1202,2,99,9,999,9,16,12,18,9,5,99,99,9999,6,5
"6128",6128,2015,10,6,2,12,3,2,1,101,1,2,9,999,9,16,12,18,9,1,99,99,9999,6,5
"6129",6129,2015,10,6,2,11,2,1,1,101,1,2,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6130",6130,2015,10,6,2,21,4,3,1,101,1,5,1,22,1,3,3,5,1,4,2,1,9999,6,5
"6131",6131,2015,10,6,2,16,3,2,1,101,1,11,1,27,1,4,4,6,1,3,13,3,2007,4,5
"6132",6132,2015,10,6,2,16,3,2,14,1401,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6133",6133,2015,10,6,2,21,4,3,4,405,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6134",6134,2015,10,7,3,2,1,1,1,114,2,99,9,999,9,16,12,18,9,6,99,99,9999,6,5
"6135",6135,2015,10,7,3,13,3,2,1,115,1,5,1,51,1,9,9,11,9,6,99,99,9999,6,5
"6136",6136,2015,10,7,3,22,4,3,6,601,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
"6137",6137,2015,10,7,3,9,2,1,9,904,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
"6138",6138,2015,10,7,3,15,3,2,16,1601,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
"6139",6139,2015,10,8,4,14,3,2,1,101,1,1,1,37,1,6,6,8,9,5,32,2,2001,4,5
"6140",6140,2015,10,8,4,14,3,2,1,103,1,99,2,42,1,7,7,9,9,1,44,2,1999,3,5
"6141",6141,2015,10,8,4,5,1,1,1,117,1,7,2,32,1,5,5,7,9,1,99,6,9999,6,5
"6142",6142,2015,10,8,4,9,2,1,1,115,1,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
"6143",6143,2015,10,8,4,7,2,1,1,115,1,6,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6144",6144,2015,10,8,4,18,4,3,1,108,1,2,9,999,9,16,12,18,9,1,99,99,9999,6,5
"6145",6145,2015,10,8,4,10,2,1,16,1601,2,99,1,45,1,8,8,10,1,12,30,4,9999,6,5
"6146",6146,2015,10,8,4,20,4,3,2,207,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6147",6147,2015,10,8,4,8,2,1,18,1803,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
"6148",6148,2015,10,9,5,5,1,1,20,2001,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
"6149",6149,2015,10,9,5,8,2,1,20,2001,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
"6150",6150,2015,10,9,5,6,2,1,6,602,2,99,1,40,1,7,7,9,1,12,13,6,1997,3,5
"6151",6151,2015,10,9,5,23,4,3,12,1207,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
"6152",6152,2015,10,9,5,16,3,2,13,1312,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
"6153",6153,2015,10,9,5,16,3,2,2,203,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
"6154",6154,2015,10,9,5,14,3,2,17,1701,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
"6155",6155,2015,10,9,5,9,2,1,4,404,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
"6156",6156,2015,10,10,6,19,4,3,1,103,1,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
"6157",6157,2015,10,10,6,23,4,3,1,113,2,99,1,19,1,2,2,4,2,1,32,4,9999,6,5
"6158",6158,2015,10,10,6,0,1,1,1,101,1,7,1,28,1,4,4,6,1,4,2,99,2014,5,5
"6159",6159,2015,10,10,6,0,1,1,1,115,1,12,1,34,1,5,5,7,1,1,21,4,1997,3,5
"6160",6160,2015,10,10,6,3,1,1,20,2001,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6161",6161,2015,10,10,6,19,4,3,19,1901,2,99,9,999,9,16,12,18,9,2,99,99,9999,6,5
"6162",6162,2015,10,10,6,15,3,2,5,510,2,99,1,36,1,6,6,8,2,4,41,7,2006,4,5
"6163",6163,2015,10,10,6,12,3,2,5,501,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6164",6164,2015,10,10,6,21,4,3,6,602,2,99,1,21,1,3,3,5,9,2,37,2,2007,4,5
"6165",6165,2015,10,10,6,19,4,3,11,1102,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,5
"6166",6166,2015,10,10,6,18,4,3,13,1312,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
"6167",6167,2015,10,10,6,6,2,1,13,1301,1,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
"6168",6168,2015,10,10,6,1,1,1,8,801,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6169",6169,2015,10,10,6,6,2,1,17,1701,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6170",6170,2015,10,10,6,18,4,3,7,701,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
"6171",6171,2015,10,10,6,8,2,1,4,401,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
"6172",6172,2015,10,11,7,10,2,1,1,101,1,1,1,33,1,5,5,7,1,4,2,5,9999,6,5
"6173",6173,2015,10,11,7,21,4,3,1,101,1,8,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6174",6174,2015,10,11,7,10,2,1,1,101,1,18,1,25,1,4,4,6,1,2,32,10,2002,4,5
"6175",6175,2015,10,11,7,20,4,3,1,106,1,5,1,13,2,1,1,3,1,4,24,1,9999,6,5
"6176",6176,2015,10,11,7,6,2,1,1,101,1,11,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6177",6177,2015,10,11,7,18,4,3,20,2001,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6178",6178,2015,10,11,7,20,4,3,5,502,2,99,1,23,1,3,3,5,2,1,21,3,9999,6,5
"6179",6179,2015,10,11,7,16,3,2,6,602,2,99,1,22,1,3,3,5,1,4,24,2,2007,4,5
"6180",6180,2015,10,11,7,4,1,1,6,602,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6181",6181,2015,10,11,7,11,2,1,6,602,2,99,2,22,1,3,3,5,1,3,44,2,2014,5,5
"6182",6182,2015,10,11,7,7,2,1,17,1712,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6183",6183,2015,10,11,7,15,3,2,17,1712,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6184",6184,2015,10,11,7,23,4,3,17,1712,2,99,1,55,1,10,10,12,9,4,99,5,9999,6,5
"6185",6185,2015,10,11,7,3,1,1,17,1712,2,99,9,999,9,16,12,18,9,1,99,6,9999,6,5
"6186",6186,2015,10,11,7,10,2,1,14,1401,2,99,1,29,1,4,4,6,1,3,44,10,1982,2,5
"6187",6187,2015,10,12,1,15,3,2,1,102,1,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6188",6188,2015,10,12,1,17,3,2,1,103,2,99,1,31,1,5,5,7,1,12,22,1,1998,3,5
"6189",6189,2015,10,12,1,11,2,1,1,108,1,5,1,54,1,9,9,11,1,12,3,7,1982,2,5
"6190",6190,2015,10,12,1,18,4,3,19,1902,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
"6191",6191,2015,10,12,1,13,3,2,11,1102,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6192",6192,2015,10,12,1,22,4,3,9,912,2,99,1,27,1,4,4,6,2,3,44,4,9999,6,5
"6193",6193,2015,10,12,1,20,4,3,16,1609,2,99,1,37,1,6,6,8,2,4,99,6,9999,6,5
"6194",6194,2015,10,12,1,6,2,1,2,201,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6195",6195,2015,10,12,1,8,2,1,17,1701,2,99,9,999,9,16,12,18,9,9,99,6,9999,6,5
"6196",6196,2015,10,13,2,20,4,3,1,101,1,16,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6197",6197,2015,10,13,2,16,3,2,1,101,1,7,1,23,1,3,3,5,1,4,2,1,2015,5,5
"6198",6198,2015,10,13,2,18,4,3,1,101,1,7,1,29,1,4,4,6,1,4,2,16,9999,6,5
"6199",6199,2015,10,13,2,13,3,2,19,1904,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6200",6200,2015,10,13,2,7,2,1,9,901,1,8,1,20,1,3,3,5,1,5,5,2,1986,2,5
"6201",6201,2015,10,13,2,9,2,1,13,1312,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6202",6202,2015,10,13,2,18,4,3,18,1801,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6203",6203,2015,10,13,2,21,4,3,14,1402,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6204",6204,2015,10,14,3,19,4,3,1,101,1,1,1,31,1,5,5,7,1,12,33,1,1987,2,5
"6205",6205,2015,10,14,3,12,3,2,1,102,2,99,1,23,1,3,3,5,1,4,40,99,9999,6,5
"6206",6206,2015,10,14,3,10,2,1,18,1801,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,5
"6207",6207,2015,10,15,4,4,1,1,1,101,1,1,1,32,1,5,5,7,2,4,41,5,2000,4,5
"6208",6208,2015,10,15,4,19,4,3,1,101,1,18,9,999,9,16,12,18,9,1,99,2,9999,6,5
"6209",6209,2015,10,15,4,10,2,1,1,107,2,99,1,18,1,2,2,4,1,4,20,1,9999,6,5
"6210",6210,2015,10,15,4,11,2,1,1,101,1,7,1,33,1,5,5,7,1,1,21,4,2000,4,5
"6211",6211,2015,10,15,4,8,2,1,20,2001,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6212",6212,2015,10,15,4,14,3,2,18,1801,2,99,1,31,1,5,5,7,1,1,21,4,2002,4,5
"6213",6213,2015,10,16,5,2,1,1,1,101,1,1,1,25,1,4,4,6,9,1,20,2,2008,4,5
"6214",6214,2015,10,16,5,5,1,1,1,101,1,9,9,999,9,16,12,18,9,1,99,2,9999,6,5
"6215",6215,2015,10,16,5,0,1,1,1,101,1,12,9,999,9,16,12,18,9,6,99,99,9999,6,5
"6216",6216,2015,10,16,5,10,2,1,1,115,1,4,1,47,1,8,8,10,9,5,33,2,1980,2,5
"6217",6217,2015,10,16,5,20,4,3,15,1501,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6218",6218,2015,10,16,5,17,3,2,15,1507,2,99,9,999,9,16,12,18,9,3,99,3,9999,6,5
"6219",6219,2015,10,16,5,12,3,2,7,711,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6220",6220,2015,10,16,5,20,4,3,4,409,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6221",6221,2015,10,17,6,18,4,3,1,101,1,18,1,44,1,7,7,9,9,6,15,3,2004,4,5
"6222",6222,2015,10,17,6,22,4,3,5,509,2,99,1,999,9,16,12,18,9,4,42,5,9999,6,5
"6223",6223,2015,10,17,6,20,4,3,11,1101,2,99,1,999,9,16,12,18,9,10,99,2,9999,6,5
"6224",6224,2015,10,18,7,10,2,1,1,105,2,99,2,19,1,2,2,4,9,4,99,99,9999,6,5
"6225",6225,2015,10,18,7,21,4,3,19,1901,1,99,9,999,9,16,12,18,9,3,99,99,9999,6,5
"6226",6226,2015,10,18,7,18,4,3,13,1301,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
"6227",6227,2015,10,18,7,10,2,1,14,1421,2,99,1,24,1,3,3,5,2,3,42,2,2012,5,5
"6228",6228,2015,10,18,7,13,3,2,4,416,2,99,9,999,9,16,12,18,9,4,21,3,9999,6,5
"6229",6229,2015,10,19,1,23,4,3,1,101,1,11,1,33,1,5,5,7,9,5,99,99,9999,6,5
"6230",6230,2015,10,19,1,18,4,3,19,1901,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6231",6231,2015,10,19,1,19,4,3,6,602,2,99,9,999,9,16,12,18,9,1,99,10,9999,6,5
"6232",6232,2015,10,19,1,19,4,3,8,802,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6233",6233,2015,10,20,2,22,4,3,1,101,1,7,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6234",6234,2015,10,20,2,6,2,1,22,2214,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6235",6235,2015,10,20,2,18,4,3,19,1901,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6236",6236,2015,10,20,2,13,3,2,19,1903,2,99,9,999,9,16,12,18,9,6,99,99,9999,6,5
"6237",6237,2015,10,20,2,22,4,3,19,1901,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6238",6238,2015,10,20,2,12,3,2,13,1301,1,1,1,46,1,8,8,10,2,1,44,4,9999,6,5
"6239",6239,2015,10,21,3,3,1,1,1,101,1,19,1,20,1,3,3,5,1,4,40,5,2013,5,5
"6240",6240,2015,10,21,3,20,4,3,9,901,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,5
"6241",6241,2015,10,21,3,18,4,3,9,901,1,2,9,999,9,16,12,18,9,2,42,5,9999,6,5
"6242",6242,2015,10,22,4,21,4,3,1,103,1,3,1,29,1,4,4,6,1,1,44,2,1987,2,5
"6243",6243,2015,10,22,4,10,2,1,1,115,1,2,1,999,9,16,12,18,1,12,99,99,9999,6,5
"6244",6244,2015,10,22,4,19,4,3,21,2106,2,99,1,58,1,10,10,12,2,2,44,6,9999,6,5
"6245",6245,2015,10,23,5,6,2,1,1,115,1,4,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6246",6246,2015,10,23,5,17,3,2,1,114,2,99,1,999,9,16,12,18,9,99,99,99,9999,6,5
"6247",6247,2015,10,23,5,13,3,2,1,108,2,2,1,24,1,3,3,5,1,5,19,2,1989,2,5
"6248",6248,2015,10,23,5,5,1,1,10,1002,2,99,1,24,1,3,3,5,1,4,36,1,9999,6,5
"6249",6249,2015,10,24,6,18,4,3,1,101,1,7,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6250",6250,2015,10,24,6,0,1,1,1,111,1,1,1,32,1,5,5,7,1,5,19,2,2006,4,5
"6251",6251,2015,10,24,6,8,2,1,22,2201,2,99,1,35,1,6,6,8,1,12,99,6,9999,6,5
"6252",6252,2015,10,24,6,6,2,1,20,2001,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6253",6253,2015,10,24,6,14,3,2,20,2007,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"6254",6254,2015,10,24,6,13,3,2,19,1903,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
