"","núm_corre","año_ocu","mes_ocu","día_ocu","día_sem_ocu","hora_ocu","g_hora","g_hora_5","depto_ocu","mupio_ocu","área_geo_ocu","zona_ocu","sexo_per","edad_per","mayor_menor","g_edad_80ymás","g_edad_60ymás","edad_quinquenales","estado_con","tipo_veh","marca_veh","color_veh","modelo_veh","g_modelo_veh","tipo_eve"
"4118",4118,2015,12,20,7,1,1,1,12,1217,2,99,1,42,1,7,7,9,2,4,2,2,9999,6,2
"4119",4119,2015,12,20,7,5,1,1,12,1203,1,99,1,21,1,3,3,5,9,4,99,99,2012,5,1
"4120",4120,2015,12,20,7,19,4,3,12,1223,1,99,9,999,9,16,12,18,9,14,99,99,9999,6,3
"4121",4121,2015,12,20,7,22,4,3,12,1219,2,99,1,24,1,3,3,5,2,4,14,5,9999,6,3
"4122",4122,2015,12,20,7,1,1,1,13,1301,1,3,1,29,1,4,4,6,9,4,99,99,9999,6,3
"4123",4123,2015,12,20,7,5,1,1,15,1501,2,99,9,999,9,16,12,18,9,2,44,6,9999,6,2
"4124",4124,2015,12,20,7,0,1,1,18,1804,2,99,2,18,1,2,2,4,9,1,37,4,1995,3,1
"4125",4125,2015,12,20,7,20,4,3,14,1417,2,99,1,32,1,5,5,7,9,5,99,7,9999,6,4
"4126",4126,2015,12,20,7,20,4,3,7,710,2,99,1,55,1,10,10,12,9,2,32,11,9999,6,1
"4127",4127,2015,12,20,7,22,4,3,4,401,1,2,1,28,1,4,4,6,9,14,2,1,9999,6,2
"4128",4128,2015,12,21,1,3,1,1,1,101,1,6,1,22,1,3,3,5,9,4,99,99,9999,6,1
"4129",4129,2015,12,21,1,7,2,1,1,101,1,5,9,999,9,16,12,18,9,2,21,2,9999,6,1
"4130",4130,2015,12,21,1,13,3,2,1,101,1,14,1,999,9,16,12,18,9,4,2,3,2015,5,1
"4131",4131,2015,12,21,1,5,1,1,1,108,1,99,9,999,9,16,12,18,9,1,99,99,9999,6,1
"4132",4132,2015,12,21,1,12,3,2,9,924,2,99,1,43,1,7,7,9,2,2,10,5,9999,6,1
"4133",4133,2015,12,21,1,18,4,3,9,901,1,1,1,23,1,3,3,5,1,2,44,6,9999,6,1
"4134",4134,2015,12,21,1,23,4,3,12,1215,2,99,1,21,1,3,3,5,1,4,42,99,9999,6,1
"4135",4135,2015,12,21,1,19,4,3,12,1201,2,99,9,999,9,16,12,18,9,14,99,99,9999,6,3
"4136",4136,2015,12,21,1,9,2,1,2,201,2,99,1,999,9,16,12,18,9,1,99,3,1999,3,1
"4137",4137,2015,12,21,1,1,1,1,18,1801,1,99,1,999,9,16,12,18,9,1,99,99,9999,6,1
"4138",4138,2015,12,21,1,16,3,2,17,1701,2,99,1,23,1,3,3,5,9,4,42,5,9999,6,1
"4139",4139,2015,12,21,1,23,4,3,4,401,1,99,1,40,1,7,7,9,9,2,23,1,9999,6,1
"4140",4140,2015,12,22,2,18,4,3,1,101,1,12,2,19,1,2,2,4,9,1,20,1,2015,5,2
"4141",4141,2015,12,22,2,22,4,3,1,101,1,12,1,38,1,6,6,8,9,6,15,8,9999,6,1
"4142",4142,2015,12,22,2,10,2,1,1,117,1,7,1,18,1,2,2,4,9,4,2,1,2011,5,1
"4143",4143,2015,12,22,2,19,4,3,1,115,1,6,1,45,1,8,8,10,9,3,44,1,2014,5,1
"4144",4144,2015,12,22,2,16,3,2,1,108,1,8,1,45,1,8,8,10,2,3,44,11,9999,6,2
"4145",4145,2015,12,22,2,14,3,2,5,511,2,99,1,32,1,5,5,7,9,4,45,4,9999,6,1
"4146",4146,2015,12,22,2,0,1,1,10,1001,1,2,1,20,1,3,3,5,2,3,44,9,9999,6,2
"4147",4147,2015,12,22,2,19,4,3,4,415,2,99,1,999,9,16,12,18,9,3,13,2,9999,6,1
"4148",4148,2015,12,23,3,22,4,3,1,115,2,99,1,21,1,3,3,5,1,2,44,2,2013,5,1
"4149",4149,2015,12,23,3,6,2,1,12,1215,2,99,1,999,9,16,12,18,9,9,44,1,2005,4,1
"4150",4150,2015,12,23,3,7,2,1,4,410,2,99,2,17,2,2,2,4,9,3,99,2,9999,6,1
"4151",4151,2015,12,23,3,17,3,2,1,101,1,1,1,25,1,4,4,6,9,4,5,2,9999,6,1
"4152",4152,2015,12,23,3,18,4,3,1,101,1,1,1,30,1,5,5,7,9,4,21,2,9999,6,1
"4153",4153,2015,12,23,3,18,4,3,8,802,2,99,1,22,1,3,3,5,9,1,5,4,9999,6,2
"4154",4154,2015,12,23,3,21,4,3,19,1904,2,99,9,999,9,16,12,18,9,2,37,4,9999,6,1
"4155",4155,2015,12,24,4,1,1,1,19,1904,2,99,1,32,1,5,5,7,9,9,34,11,2009,4,1
"4156",4156,2015,12,24,4,1,1,1,10,1002,2,99,9,999,9,16,12,18,9,6,15,2,9999,6,1
"4157",4157,2015,12,24,4,7,2,1,1,110,2,99,9,999,9,16,12,18,9,5,99,99,9999,6,1
"4158",4158,2015,12,24,4,23,4,3,1,101,1,9,1,38,1,6,6,8,1,3,32,7,2014,5,1
"4159",4159,2015,12,24,4,6,2,1,1,101,1,10,1,39,1,6,6,8,2,1,47,3,9999,6,2
"4160",4160,2015,12,24,4,13,3,2,1,101,1,10,2,26,1,4,4,6,1,1,44,2,2008,4,1
"4161",4161,2015,12,24,4,14,3,2,1,101,1,7,1,27,1,4,4,6,1,1,99,99,9999,6,1
"4162",4162,2015,12,24,4,9,2,1,1,101,1,1,1,28,1,4,4,6,1,1,99,5,9999,6,1
"4163",4163,2015,12,24,4,2,1,1,1,101,1,1,9,999,9,16,12,18,9,99,99,99,9999,6,1
"4164",4164,2015,12,24,4,17,3,2,1,108,1,19,1,35,1,6,6,8,1,2,23,2,1987,2,1
"4165",4165,2015,12,24,4,20,4,3,20,2001,1,99,1,36,1,6,6,8,9,1,32,11,9999,6,1
"4166",4166,2015,12,24,4,1,1,1,19,1901,2,99,1,39,1,6,6,8,1,5,22,2,1992,3,1
"4167",4167,2015,12,24,4,16,3,2,5,501,2,99,1,41,1,7,7,9,1,9,44,1,9999,6,2
"4168",4168,2015,12,24,4,3,1,1,5,511,2,99,1,24,1,3,3,5,2,4,2,3,2012,5,3
"4169",4169,2015,12,24,4,17,3,2,6,606,2,99,1,19,1,2,2,4,9,14,2,1,2014,5,1
"4170",4170,2015,12,24,4,1,1,1,10,1001,2,99,9,999,9,16,12,18,9,6,99,2,9999,6,1
"4171",4171,2015,12,24,4,2,1,1,9,901,2,99,2,999,9,16,12,18,9,4,42,5,9999,6,2
"4172",4172,2015,12,24,4,20,4,3,8,802,2,99,1,999,9,16,12,18,9,12,33,14,9999,6,1
"4173",4173,2015,12,24,4,16,3,2,8,803,2,99,2,29,1,4,4,6,9,3,44,9,9999,6,2
"4174",4174,2015,12,24,4,4,1,1,17,1709,2,99,1,30,1,5,5,7,9,6,15,3,9999,6,2
"4175",4175,2015,12,24,4,17,3,2,14,1413,2,99,9,999,9,16,12,18,9,9,44,4,9999,6,1
"4176",4176,2015,12,24,4,16,3,2,18,1801,2,99,1,23,1,3,3,5,2,4,2,5,2008,4,1
"4177",4177,2015,12,24,4,5,1,1,1,101,1,12,9,999,9,16,12,18,9,2,30,6,9999,6,1
"4178",4178,2015,12,24,4,12,3,2,1,101,1,5,1,18,1,2,2,4,9,4,42,1,9999,6,1
"4179",4179,2015,12,24,4,20,4,3,1,101,1,5,1,53,1,9,9,11,2,1,32,4,2005,4,2
"4180",4180,2015,12,24,4,21,4,3,1,108,1,19,1,29,1,4,4,6,2,3,37,4,1988,2,2
"4181",4181,2015,12,24,4,22,4,3,1,108,1,19,1,20,1,3,3,5,9,4,14,3,2006,4,1
"4182",4182,2015,12,24,4,20,4,3,17,1701,2,99,1,25,1,4,4,6,9,3,37,3,9999,6,4
"4183",4183,2015,12,24,4,8,2,1,2,207,2,99,9,999,9,16,12,18,9,3,99,5,9999,6,2
"4184",4184,2015,12,25,5,8,2,1,1,110,2,99,1,24,1,3,3,5,2,3,23,3,9999,6,2
"4185",4185,2015,12,25,5,10,2,1,1,101,1,3,1,34,1,5,5,7,9,10,99,2,2004,4,2
"4186",4186,2015,12,25,5,5,1,1,1,101,1,16,9,999,9,16,12,18,9,3,44,5,9999,6,1
"4187",4187,2015,12,25,5,6,2,1,17,1712,2,99,1,33,1,5,5,7,9,4,21,99,9999,6,3
"4188",4188,2015,12,25,5,2,1,1,20,2006,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,1
"4189",4189,2015,12,25,5,4,1,1,17,1714,2,99,1,23,1,3,3,5,2,4,99,99,9999,6,2
"4190",4190,2015,12,25,5,9,2,1,1,101,1,25,1,22,1,3,3,5,9,4,99,99,9999,6,4
"4191",4191,2015,12,25,5,12,3,2,1,108,1,6,1,22,1,3,3,5,2,1,32,6,1998,3,2
"4192",4192,2015,12,25,5,14,3,2,5,509,2,99,1,26,1,4,4,6,9,4,14,5,9999,6,1
"4193",4193,2015,12,25,5,14,3,2,5,501,1,3,1,32,1,5,5,7,9,4,99,99,9999,6,1
"4194",4194,2015,12,25,5,19,4,3,1,115,1,1,1,21,1,3,3,5,9,1,44,10,1993,3,1
"4195",4195,2015,12,25,5,18,4,3,3,304,2,99,1,57,1,10,10,12,9,3,44,1,9999,6,1
"4196",4196,2015,12,25,5,23,4,3,11,1101,1,6,1,31,1,5,5,7,9,1,99,4,9999,6,1
"4197",4197,2015,12,25,5,22,4,3,1,101,1,15,1,36,1,6,6,8,9,4,42,5,9999,6,1
"4198",4198,2015,12,25,5,22,4,3,1,116,2,99,1,27,1,4,4,6,9,4,24,1,9999,6,1
"4199",4199,2015,12,25,5,20,4,3,3,303,2,99,1,47,1,8,8,10,9,4,40,5,9999,6,1
"4200",4200,2015,12,26,6,15,3,2,5,501,1,1,1,42,1,7,7,9,9,2,34,2,9999,6,2
"4201",4201,2015,12,26,6,10,2,1,12,1210,1,1,1,18,1,2,2,4,9,4,2,1,9999,6,1
"4202",4202,2015,12,26,6,22,4,3,14,1421,2,99,1,25,1,4,4,6,9,1,44,2,1991,3,1
"4203",4203,2015,12,26,6,18,4,3,4,403,2,99,1,35,1,6,6,8,9,3,26,6,9999,6,1
"4204",4204,2015,12,26,6,20,4,3,3,314,2,99,1,21,1,3,3,5,9,4,24,5,9999,6,3
"4205",4205,2015,12,26,6,21,4,3,21,2101,1,2,9,999,9,16,12,18,9,4,24,99,9999,6,1
"4206",4206,2015,12,26,6,16,3,2,22,2207,2,99,1,60,1,11,11,13,9,4,99,1,9999,6,2
"4207",4207,2015,12,26,6,19,4,3,22,2214,2,99,1,22,1,3,3,5,9,2,42,6,1988,2,1
"4208",4208,2015,12,26,6,17,3,2,1,101,2,99,1,51,1,9,9,11,9,6,22,14,9999,6,1
"4209",4209,2015,12,26,6,22,4,3,12,1201,1,2,1,30,1,5,5,7,9,1,32,4,2003,4,1
"4210",4210,2015,12,26,6,14,3,2,12,1227,2,99,1,42,1,7,7,9,9,2,13,6,9999,6,4
"4211",4211,2015,12,26,6,19,4,3,6,605,2,99,1,26,1,4,4,6,1,3,44,4,1985,2,1
"4212",4212,2015,12,26,6,21,4,3,11,1101,1,4,1,34,1,5,5,7,9,2,44,11,1998,3,1
"4213",4213,2015,12,26,6,6,2,1,16,1601,2,99,1,26,1,4,4,6,9,4,21,4,2007,4,1
"4214",4214,2015,12,26,6,21,4,3,5,502,2,99,1,36,1,6,6,8,9,4,2,7,9999,6,3
"4215",4215,2015,12,26,6,21,4,3,5,503,2,99,1,28,1,4,4,6,9,4,99,99,9999,6,3
"4216",4216,2015,12,26,6,21,4,3,1,110,2,99,1,39,1,6,6,8,9,1,46,1,2000,4,1
"4217",4217,2015,12,27,7,7,2,1,1,101,1,12,2,25,1,4,4,6,9,4,99,99,9999,6,1
"4218",4218,2015,12,27,7,0,1,1,1,101,1,12,1,24,1,3,3,5,9,4,24,1,9999,6,1
"4219",4219,2015,12,27,7,2,1,1,1,101,1,11,1,26,1,4,4,6,9,1,44,2,9999,6,1
"4220",4220,2015,12,27,7,0,1,1,17,1712,2,99,1,51,1,9,9,11,9,4,55,99,9999,6,1
"4221",4221,2015,12,27,7,13,3,2,1,101,1,10,1,23,1,3,3,5,9,4,24,5,9999,6,1
"4222",4222,2015,12,27,7,8,2,1,4,401,2,99,1,53,1,9,9,11,9,4,21,1,9999,6,1
"4223",4223,2015,12,27,7,13,3,2,5,502,2,99,9,999,9,16,12,18,9,5,15,9,9999,6,3
"4224",4224,2015,12,27,7,11,2,1,9,917,2,99,1,18,1,2,2,4,9,4,99,99,9999,6,3
"4225",4225,2015,12,27,7,2,1,1,3,307,2,99,1,25,1,4,4,6,9,9,37,2,9999,6,1
"4226",4226,2015,12,27,7,9,2,1,10,1012,2,1,2,25,1,4,4,6,9,4,42,2,9999,6,1
"4227",4227,2015,12,28,1,2,1,1,1,101,1,2,1,28,1,4,4,6,2,1,34,7,2004,4,2
"4228",4228,2015,12,28,1,0,1,1,1,102,2,99,1,45,1,8,8,10,9,1,44,4,1990,3,1
"4229",4229,2015,12,28,1,16,3,2,21,2101,2,99,1,33,1,5,5,7,1,9,44,2,9999,6,1
"4230",4230,2015,12,28,1,0,1,1,20,2007,2,99,2,15,2,2,2,4,9,4,99,99,9999,6,3
"4231",4231,2015,12,28,1,17,3,2,19,1901,2,99,2,33,1,5,5,7,2,2,13,11,2007,4,2
"4232",4232,2015,12,28,1,5,1,1,5,502,2,99,1,40,1,7,7,9,9,4,49,3,1990,3,3
"4233",4233,2015,12,28,1,18,4,3,5,511,2,99,1,28,1,4,4,6,1,3,44,2,9999,6,2
"4234",4234,2015,12,28,1,19,4,3,9,920,2,99,1,41,1,7,7,9,1,3,44,6,1994,3,1
"4235",4235,2015,12,28,1,16,3,2,9,920,2,99,1,39,1,6,6,8,2,4,99,1,9999,6,1
"4236",4236,2015,12,28,1,18,4,3,9,901,1,3,1,27,1,4,4,6,1,4,24,1,9999,6,1
"4237",4237,2015,12,28,1,11,2,1,13,1301,1,11,1,29,1,4,4,6,1,3,99,3,9999,6,3
"4238",4238,2015,12,28,1,18,4,3,18,1804,2,99,1,30,1,5,5,7,1,3,44,2,2014,5,1
"4239",4239,2015,12,28,1,13,3,2,18,1801,2,99,2,32,1,5,5,7,9,4,99,99,9999,6,1
"4240",4240,2015,12,29,2,2,1,1,1,101,1,18,1,30,1,5,5,7,1,4,99,99,9999,6,1
"4241",4241,2015,12,29,2,17,3,2,1,101,1,14,1,47,1,8,8,10,1,3,32,1,2014,5,1
"4242",4242,2015,12,29,2,5,1,1,1,101,1,7,1,29,1,4,4,6,1,4,20,1,9999,6,1
"4243",4243,2015,12,29,2,17,3,2,1,115,2,99,1,21,1,3,3,5,9,4,99,99,9999,6,1
"4244",4244,2015,12,29,2,15,3,2,22,2217,1,99,2,40,1,7,7,9,1,2,99,99,9999,6,1
"4245",4245,2015,12,29,2,23,4,3,19,1905,1,99,1,32,1,5,5,7,1,4,42,1,9999,6,1
"4246",4246,2015,12,29,2,18,4,3,5,501,1,99,1,52,1,9,9,11,1,3,44,2,9999,6,1
"4247",4247,2015,12,29,2,17,3,2,5,507,1,99,1,23,1,3,3,5,1,4,42,5,9999,6,1
"4248",4248,2015,12,29,2,16,3,2,10,1010,1,99,1,12,2,1,1,3,1,18,99,99,9999,6,1
"4249",4249,2015,12,29,2,21,4,3,10,1014,1,99,1,15,2,2,2,4,1,4,99,99,9999,6,1
"4250",4250,2015,12,29,2,14,3,2,16,1601,2,99,1,69,1,12,11,14,1,2,23,5,9999,6,4
"4251",4251,2015,12,29,2,22,4,3,15,1507,1,99,1,24,1,3,3,5,1,4,42,5,9999,6,2
"4252",4252,2015,12,29,2,16,3,2,7,718,2,99,1,34,1,5,5,7,9,3,44,2,9999,6,2
"4253",4253,2015,12,29,2,12,3,2,4,401,2,99,9,999,9,16,12,18,9,3,44,5,9999,6,1
"4254",4254,2015,12,30,3,23,4,3,1,101,1,10,1,29,1,4,4,6,9,4,42,99,9999,6,2
"4255",4255,2015,12,30,3,2,1,1,1,101,1,12,1,28,1,4,4,6,1,1,37,4,9999,6,3
"4256",4256,2015,12,30,3,1,1,1,1,101,1,12,1,35,1,6,6,8,9,4,99,3,9999,6,3
"4257",4257,2015,12,30,3,21,4,3,1,115,1,12,1,26,1,4,4,6,1,1,34,2,9999,6,2
"4258",4258,2015,12,30,3,3,1,1,20,2001,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,1
"4259",4259,2015,12,30,3,15,3,2,10,1012,2,99,1,16,2,2,2,4,1,4,2,1,2013,5,1
"4260",4260,2015,12,30,3,10,2,1,12,1223,2,99,9,999,9,16,12,18,9,3,44,11,9999,6,3
"4261",4261,2015,12,30,3,19,4,3,12,1215,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,1
"4262",4262,2015,12,30,3,15,3,2,13,1317,2,99,1,38,1,6,6,8,9,3,44,3,9999,6,4
"4263",4263,2015,12,30,3,1,1,1,8,801,2,99,1,40,1,7,7,9,9,2,23,99,9999,6,4
"4264",4264,2015,12,30,3,12,3,2,14,1406,2,99,1,40,1,7,7,9,9,3,37,2,9999,6,3
"4265",4265,2015,12,30,3,17,3,2,4,416,2,99,1,999,9,16,12,18,1,4,24,6,2015,5,1
"4266",4266,2015,12,30,3,18,4,3,4,401,2,99,9,999,9,16,12,18,9,9,44,1,2005,4,2
"4267",4267,2015,12,30,3,20,4,3,3,304,2,99,1,28,1,4,4,6,1,3,37,4,2012,5,1
"4268",4268,2015,12,31,4,17,3,2,1,101,1,3,1,28,1,4,4,6,9,4,99,99,9999,6,1
"4269",4269,2015,12,31,4,5,1,1,1,101,2,18,1,27,1,4,4,6,1,6,99,9,9999,6,1
"4270",4270,2015,12,31,4,22,4,3,1,101,2,12,1,27,1,4,4,6,1,4,40,5,9999,6,1
"4271",4271,2015,12,31,4,6,2,1,1,116,2,99,1,35,1,6,6,8,9,4,99,99,9999,6,1
"4272",4272,2015,12,31,4,14,3,2,1,115,1,1,1,999,9,16,12,18,1,4,24,1,9999,6,1
"4273",4273,2015,12,31,4,14,3,2,19,1904,2,99,1,17,2,2,2,4,1,4,49,1,9999,6,2
"4274",4274,2015,12,31,4,21,4,3,19,1905,2,99,1,30,1,5,5,7,1,4,99,99,9999,6,1
"4275",4275,2015,12,31,4,16,3,2,5,501,2,99,1,25,1,4,4,6,9,4,99,99,9999,6,1
"4276",4276,2015,12,31,4,17,3,2,5,502,2,99,2,32,1,5,5,7,1,4,41,1,9999,6,1
"4277",4277,2015,12,31,4,16,3,2,11,1105,2,1,9,999,9,16,12,18,1,3,13,9,9999,6,1
"4278",4278,2015,12,31,4,4,1,1,9,901,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,1
"4279",4279,2015,12,31,4,16,3,2,9,920,2,99,1,999,9,16,12,18,1,4,40,5,9999,6,1
"4280",4280,2015,12,31,4,19,4,3,16,1601,2,99,1,29,1,4,4,6,9,5,99,99,9999,6,1
"4281",4281,2015,12,31,4,19,4,3,16,1616,2,99,1,28,1,4,4,6,1,9,37,3,9999,6,1
"4282",4282,2015,12,31,4,7,2,1,18,1804,2,99,1,39,1,6,6,8,9,4,5,4,9999,6,2
"4283",4283,2015,12,31,4,23,4,3,18,1802,2,99,1,21,1,3,3,5,2,4,42,1,9999,6,2
"4284",4284,2015,12,31,4,18,4,3,7,704,2,99,9,999,9,16,12,18,9,1,32,3,9999,6,1
"4285",4285,2015,12,31,4,15,3,2,4,401,2,99,1,31,1,5,5,7,2,4,99,99,9999,6,1
"4286",4286,2015,12,31,4,20,4,3,3,312,2,99,1,28,1,4,4,6,1,1,44,9,1989,2,1
"4287",4287,2015,12,31,4,22,4,3,3,308,2,99,1,999,9,16,12,18,1,1,44,5,2002,4,1
"4288",4288,2015,1,1,4,0,1,1,1,103,1,1,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4289",4289,2015,1,1,4,12,3,2,1,108,1,6,1,24,1,3,3,5,1,4,14,1,2013,5,5
"4290",4290,2015,1,1,4,23,4,3,1,110,2,99,1,28,1,4,4,6,1,4,2,2,9999,6,5
"4291",4291,2015,1,1,4,23,4,3,1,101,1,19,1,21,1,3,3,5,1,4,14,3,9999,6,5
"4292",4292,2015,1,1,4,23,4,3,19,1901,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4293",4293,2015,1,1,4,3,1,1,10,1001,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4294",4294,2015,1,1,4,4,1,1,10,1010,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4295",4295,2015,1,2,5,19,4,3,1,115,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4296",4296,2015,1,2,5,8,2,1,1,110,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4297",4297,2015,1,2,5,1,1,1,11,1101,2,99,1,31,1,5,5,7,1,13,99,99,9999,6,5
"4298",4298,2015,1,2,5,15,3,2,12,1217,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4299",4299,2015,1,2,5,11,2,1,16,1601,2,99,1,24,1,3,3,5,1,9,44,6,9999,6,5
"4300",4300,2015,1,3,6,21,4,3,1,101,1,4,9,999,9,16,12,18,9,1,99,99,9999,6,5
"4301",4301,2015,1,3,6,11,2,1,1,101,1,10,1,37,1,6,6,8,1,5,34,2,2007,4,5
"4302",4302,2015,1,3,6,11,2,1,1,101,1,21,1,24,1,3,3,5,9,99,99,99,9999,6,5
"4303",4303,2015,1,3,6,17,3,2,1,114,2,99,1,32,1,5,5,7,9,1,20,4,1997,3,5
"4304",4304,2015,1,3,6,19,4,3,20,2005,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4305",4305,2015,1,3,6,8,2,1,9,901,1,3,1,30,1,5,5,7,9,11,12,2,9999,6,5
"4306",4306,2015,1,3,6,20,4,3,2,204,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4307",4307,2015,1,3,6,18,4,3,7,706,2,99,9,999,9,16,12,18,9,3,99,10,9999,6,5
"4308",4308,2015,1,4,7,21,4,3,1,108,1,1,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4309",4309,2015,1,4,7,18,4,3,1,108,1,6,9,999,9,16,12,18,9,1,99,99,9999,6,5
"4310",4310,2015,1,4,7,21,4,3,20,2007,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4311",4311,2015,1,4,7,23,4,3,6,601,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4312",4312,2015,1,4,7,11,2,1,16,1606,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
"4313",4313,2015,1,4,7,21,4,3,15,1502,2,99,1,20,1,3,3,5,2,4,42,5,9999,6,5
"4314",4314,2015,1,4,7,11,2,1,2,207,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4315",4315,2015,1,4,7,19,4,3,18,1801,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4316",4316,2015,1,4,7,19,4,3,17,1712,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
"4317",4317,2015,1,4,7,17,3,2,4,405,2,99,1,21,1,3,3,5,2,4,2,3,2010,5,5
"4318",4318,2015,1,5,1,18,4,3,22,2214,2,99,1,63,1,11,11,13,9,3,37,8,9999,6,5
"4319",4319,2015,1,5,1,21,4,3,19,1901,2,99,1,33,1,5,5,7,9,2,34,2,2000,4,5
"4320",4320,2015,1,5,1,20,4,3,11,1105,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4321",4321,2015,1,5,1,6,2,1,9,901,2,99,9,999,9,16,12,18,9,1,99,3,9999,6,5
"4322",4322,2015,1,5,1,18,4,3,4,412,2,99,9,999,9,16,12,18,9,4,99,16,9999,6,5
"4323",4323,2015,1,6,2,9,2,1,21,2101,2,99,1,56,1,10,10,12,1,3,44,2,1983,2,5
"4324",4324,2015,1,6,2,22,4,3,9,923,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4325",4325,2015,1,6,2,22,4,3,13,1320,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4326",4326,2015,1,6,2,8,2,1,3,314,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4327",4327,2015,1,7,3,10,2,1,1,101,1,1,1,35,1,6,6,8,9,6,13,2,1985,2,5
"4328",4328,2015,1,7,3,17,3,2,1,101,1,1,1,30,1,5,5,7,1,11,44,2,2006,4,5
"4329",4329,2015,1,7,3,8,2,1,1,115,1,5,1,27,1,4,4,6,9,4,37,3,2004,4,5
"4330",4330,2015,1,7,3,16,3,2,21,2107,2,99,1,22,1,3,3,5,9,5,13,1,1995,3,5
"4331",4331,2015,1,7,3,2,1,1,5,501,1,1,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4332",4332,2015,1,7,3,15,3,2,5,501,1,4,1,64,1,11,11,13,1,7,22,7,9999,6,5
"4333",4333,2015,1,7,3,0,1,1,10,1001,2,99,9,999,9,16,12,18,9,6,99,99,9999,6,5
"4334",4334,2015,1,7,3,20,4,3,13,1302,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4335",4335,2015,1,7,3,9,2,1,16,1601,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
"4336",4336,2015,1,8,4,13,3,2,1,101,1,18,1,26,1,4,4,6,9,9,34,3,2003,4,5
"4337",4337,2015,1,8,4,13,3,2,22,2215,2,99,1,34,1,5,5,7,9,9,99,99,9999,6,5
"4338",4338,2015,1,8,4,19,4,3,5,505,2,99,1,44,1,7,7,9,1,1,32,2,1995,3,5
"4339",4339,2015,1,8,4,15,3,2,6,601,2,99,1,34,1,5,5,7,1,5,19,2,9999,6,5
"4340",4340,2015,1,8,4,22,4,3,10,1010,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,5
"4341",4341,2015,1,8,4,21,4,3,9,901,1,7,9,999,9,16,12,18,9,1,99,99,9999,6,5
"4342",4342,2015,1,8,4,13,3,2,4,403,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
"4343",4343,2015,1,9,5,13,3,2,1,115,1,12,2,17,2,2,2,4,1,3,13,6,9999,6,5
"4344",4344,2015,1,9,5,6,2,1,1,108,1,4,1,33,1,5,5,7,1,5,19,2,1986,2,5
"4345",4345,2015,1,9,5,16,3,2,5,501,2,99,1,43,1,7,7,9,1,4,49,1,9999,6,5
"4346",4346,2015,1,9,5,22,4,3,5,501,2,99,9,999,9,16,12,18,9,7,99,99,9999,6,5
"4347",4347,2015,1,9,5,15,3,2,6,602,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4348",4348,2015,1,9,5,15,3,2,6,602,2,99,9,999,9,16,12,18,9,5,99,99,9999,6,5
"4349",4349,2015,1,9,5,7,2,1,13,1308,2,99,9,999,9,16,12,18,9,9,99,2,9999,6,5
"4350",4350,2015,1,9,5,4,1,1,7,701,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4351",4351,2015,1,10,6,14,3,2,1,108,1,6,1,20,1,3,3,5,9,4,21,5,2012,5,5
"4352",4352,2015,1,10,6,8,2,1,22,2215,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4353",4353,2015,1,10,6,23,4,3,22,2201,1,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4354",4354,2015,1,10,6,18,4,3,5,506,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4355",4355,2015,1,10,6,23,4,3,16,1609,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
"4356",4356,2015,1,11,7,14,3,2,1,113,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,5
"4357",4357,2015,1,11,7,20,4,3,1,114,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,5
