"num_vehí","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_pil","edad_m1","condic_pil","tipo_vehi","color_vehi","modelo_vehi","causa_acc"
4197,18,"Octubre","Jueves",21,"Guatemala","Guatemala","Urbano","15","Hombre","24","20-24","Mayor","Normal","Automovil","Azúl","2007","Colisión"
4198,18,"Octubre","Jueves",21,"Guatemala","Guatemala","Rural","15","Hombre","35","35-39","Mayor","Normal","Bus urbano","Rojo","1993","Colisión"
4199,18,"Octubre","Jueves",22,"Guatemala","Guatemala","Rural","14","Hombre","21","20-24","Mayor","Normal","Automovil","Ignorado","Ignorado","Colisión"
4200,18,"Octubre","Jueves",23,"El Progreso","Sanarate","Rural","Ignorado","Hombre","23","20-24","Mayor","Normal","Camión","Azúl","2012","Colisión"
4201,18,"Octubre","Jueves",23,"El Progreso","Sanarate","Rural","Ignorado","Hombre","41","40-44","Mayor","Normal","Cabezal","Blanco","1997","Colisión"
4202,19,"Octubre","Viernes",12,"Guatemala","Guatemala","Urbano","1","Hombre","30","30-34","Mayor","Normal","Automovil","Gris","2008","Colisión"
4203,19,"Octubre","Viernes",12,"Guatemala","Guatemala","Urbano","1","Hombre","34","30-34","Mayor","Normal","Automovil","Blanco","2011","Colisión"
4204,19,"Octubre","Viernes",11,"Guatemala","Fraijanes","Rural","Ignorado","Hombre","41","40-44","Mayor","Normal","Automovil","Rojo","2008","Colisión"
4205,19,"Octubre","Viernes",11,"Guatemala","Fraijanes","Rural","Ignorado","Hombre","28","25-29","Mayor","Normal","Automovil","Verde","Ignorado","Colisión"
4206,19,"Octubre","Viernes",13,"Guatemala","Guatemala","Urbano","13","Hombre","18","15-19","Mayor","Ignorado","Motocicleta","Negro","Ignorado","Choque"
4207,19,"Octubre","Viernes",6,"Guatemala","Villa Canales","Rural","Ignorado","Hombre","24","20-24","Mayor","Normal","Motocicleta","Negro","2001","Colisión"
4208,19,"Octubre","Viernes",6,"Guatemala","Villa Canales","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Negro","Ignorado","Colisión"
4209,19,"Octubre","Viernes",4,"Guatemala","Mixco","Urbano","8","Hombre","24","20-24","Mayor","Ignorado","Automovil","Corinto","Ignorado","Vuelco"
4210,19,"Octubre","Viernes",14,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","22","20-24","Mayor","Normal","Pick up","Negro","Ignorado","Caida"
4211,19,"Octubre","Viernes",19,"Escuintla","Escuintla","Urbano","5","Hombre","36","35-39","Mayor","Ebrio","Automovil","Verde","Ignorado","Colisión"
4212,19,"Octubre","Viernes",19,"Escuintla","Escuintla","Urbano","5","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Negro","Ignorado","Colisión"
4213,19,"Octubre","Viernes",19,"Escuintla","Escuintla","Urbano","5","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camioneta","Beige","1997","Colisión"
4214,19,"Octubre","Viernes",2,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","49","45-49","Mayor","Normal","Motocicleta","Azúl","Ignorado","Choque"
4215,19,"Octubre","Viernes",14,"Quiché","Santa Cruz del Quiché","Rural","Ignorado","Hombre","38","35-39","Mayor","Normal","Mototaxi","Rojo","2011","Vuelco"
4216,19,"Octubre","Viernes",15,"Quiché","Santa Cruz del Quiché","Rural","Ignorado","Hombre","48","45-49","Mayor","Normal","Pick up","Gris","Ignorado","Caida"
4217,19,"Octubre","Viernes",0,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","29","25-29","Mayor","Normal","Automovil","Rosado","1994","Colisión"
4218,19,"Octubre","Viernes",0,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","30","30-34","Mayor","Normal","Pick up","Negro","Ignorado","Colisión"
4219,20,"Octubre","Sábado",0,"Guatemala","Guatemala","Urbano","4","Hombre","42","40-44","Mayor","Ignorado","Camioneta","Beige","Ignorado","Colisión"
4220,20,"Octubre","Sábado",0,"Guatemala","Guatemala","Urbano","4","Hombre","22","20-24","Mayor","Ebrio","Automovil","Rojo","Ignorado","Colisión"
4221,20,"Octubre","Sábado",4,"Guatemala","Guatemala","Urbano","6","Mujer","29","25-29","Mayor","Normal","Motocicleta","Azúl","Ignorado","Colisión"
4222,20,"Octubre","Sábado",0,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","68","55 y más","Mayor","Normal","Motocicleta","Negro","2006","Colisión"
4223,20,"Octubre","Sábado",0,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camioneta","Beige","Ignorado","Colisión"
4224,20,"Octubre","Sábado",1,"Guatemala","Villa Canales","Rural","Ignorado","Hombre","22","20-24","Mayor","Normal","Automovil","Verde","Ignorado","Colisión"
4225,20,"Octubre","Sábado",2,"Guatemala","Petapa","Urbano","7","Hombre","33","30-34","Mayor","Ebrio","Automovil","Gris","Ignorado","Colisión"
4226,20,"Octubre","Sábado",2,"Guatemala","Petapa","Urbano","7","Hombre","58","55 y más","Mayor","Normal","Automovil","Azúl","1998","Colisión"
4227,20,"Octubre","Sábado",13,"Guatemala","Mixco","Urbano","7","Hombre","39","35-39","Mayor","Ignorado","Pick up","Rojo","2007","Colisión"
4228,20,"Octubre","Sábado",13,"Guatemala","Mixco","Urbano","7","Hombre","29","25-29","Mayor","Ignorado","Motocicleta","Azúl","2012","Colisión"
4229,20,"Octubre","Sábado",2,"Escuintla","Tiquizate","Rural","Ignorado","Hombre","19","15-19","Mayor","Normal","Motocicleta","Rojo","Ignorado","Choque"
4230,20,"Octubre","Sábado",18,"Santa Rosa","Barberena","Rural","Ignorado","Hombre","32","30-34","Mayor","Ebrio","Pick up","Cafe","1984","Colisión"
4231,20,"Octubre","Sábado",18,"Santa Rosa","Barberena","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","2012","Colisión"
4232,20,"Octubre","Sábado",19,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","25","25-29","Mayor","Ignorado","Microbus","Blanco","2003","Colisión"
4233,20,"Octubre","Sábado",19,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","28","25-29","Mayor","Ignorado","Camioneta","Azúl","1992","Colisión"
4234,20,"Octubre","Sábado",2,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","51","50-54","Mayor","Ignorado","Motocicleta","Rojo","Ignorado","Colisión"
4235,21,"Octubre","Domingo",1,"Guatemala","Guatemala","Urbano","8","Hombre","20","20-24","Mayor","Ignorado","Automovil","Azúl","Ignorado","Choque"
4236,21,"Octubre","Domingo",3,"Guatemala","Guatemala","Urbano","7","Hombre","40","40-44","Mayor","Ebrio","Automovil","Gris","Ignorado","Choque"
4237,21,"Octubre","Domingo",13,"Guatemala","Mixco","Urbano","4","Hombre","26","25-29","Mayor","Ignorado","Automovil","Celeste","Ignorado","Colisión"
4238,21,"Octubre","Domingo",13,"Guatemala","Mixco","Urbano","4","Hombre","20","20-24","Mayor","Ignorado","Motocicleta","Negro","2005","Colisión"
4239,21,"Octubre","Domingo",22,"Chiquimula","Chiquimula","Urbano","1","Hombre","38","35-39","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
4240,21,"Octubre","Domingo",22,"Chiquimula","Chiquimula","Urbano","1","Hombre","24","20-24","Mayor","Ebrio","Motocicleta","Blanco","2007","Colisión"
4241,21,"Octubre","Domingo",15,"Zacapa","Zacapa","Rural","Ignorado","Hombre","63","55 y más","Mayor","Ignorado","Bus extraurbano","Gris","2008","Colisión"
4242,21,"Octubre","Domingo",15,"Zacapa","Zacapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","1999","Colisión"
4243,21,"Octubre","Domingo",1,"Escuintla","Escuintla","Rural","Ignorado","Hombre","36","35-39","Mayor","Ignorado","Pick up","Azúl","Ignorado","Choque"
4244,21,"Octubre","Domingo",22,"Santa Rosa","Guazacapán","Rural","Ignorado","Hombre","37","35-39","Mayor","Ignorado","Pick up","Verde","Ignorado","Colisión"
4245,21,"Octubre","Domingo",22,"Santa Rosa","Guazacapán","Rural","Ignorado","Hombre","40","40-44","Mayor","Ignorado","Camión","Blanco","Ignorado","Colisión"
4246,21,"Octubre","Domingo",23,"Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","41","40-44","Mayor","Ignorado","Pick up","Corinto","1994","Colisión"
4247,21,"Octubre","Domingo",23,"Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","27","25-29","Mayor","Ignorado","Automovil","Celeste","1991","Colisión"
4248,21,"Octubre","Domingo",16,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","41","40-44","Mayor","Ignorado","Microbus","Azúl","Ignorado","Colisión"
4249,21,"Octubre","Domingo",16,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","61","55 y más","Mayor","Ignorado","Bus extraurbano","Azúl","Ignorado","Colisión"
4250,21,"Octubre","Domingo",14,"Petén","Flores","Rural","Ignorado","Hombre","60","55 y más","Mayor","Ignorado","Automovil","Blanco","Ignorado","Choque"
4251,22,"Octubre","Lunes",23,"Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Hombre","39","35-39","Mayor","Normal","Pick up","Blanco","1996","Colisión"
4252,22,"Octubre","Lunes",23,"Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Hombre","29","25-29","Mayor","Normal","Motocicleta","Gris","2008","Colisión"
4253,22,"Octubre","Lunes",18,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","29","25-29","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
4254,22,"Octubre","Lunes",18,"Chiquimula","Chiquimula","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Amarillo","Ignorado","Colisión"
4255,22,"Octubre","Lunes",10,"Escuintla","Masagua","Rural","Ignorado","Hombre","61","55 y más","Mayor","Normal","Automovil","Ignorado","Ignorado","Choque"
4256,22,"Octubre","Lunes",23,"Quetzaltenango","Quetzaltenango","Urbano","3","Hombre","19","15-19","Mayor","Normal","Automovil","Gris","Ignorado","Choque"
4257,23,"Octubre","Martes",8,"Guatemala","Guatemala","Urbano","1","Hombre","43","40-44","Mayor","Normal","Camioneta","Beige","Ignorado","Colisión"
4258,23,"Octubre","Martes",8,"Guatemala","Guatemala","Urbano","1","Hombre","24","20-24","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
4259,23,"Octubre","Martes",11,"Guatemala","Guatemala","Urbano","1","Hombre","29","25-29","Mayor","Normal","Bus urbano","Rojo","Ignorado","Colisión"
4260,23,"Octubre","Martes",11,"Guatemala","Guatemala","Urbano","1","Hombre","20","20-24","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
4261,23,"Octubre","Martes",5,"Guatemala","Villa Nueva","Rural","Ignorado","Hombre","24","20-24","Mayor","Ignorado","Bus extraurbano","Rojo","Ignorado","Choque"
4262,23,"Octubre","Martes",7,"Guatemala","San Juan Sacatepéquez","Urbano","3","Hombre","30","30-34","Mayor","Normal","Bus extraurbano","Amarillo","1995","Colisión"
4263,23,"Octubre","Martes",7,"Guatemala","San Juan Sacatepéquez","Urbano","3","Hombre","36","35-39","Mayor","Normal","Motocicleta","Rojo","2005","Colisión"
4264,23,"Octubre","Martes",7,"Quetzaltenango","Quetzaltenango","Urbano","1","Hombre","19","15-19","Mayor","Ignorado","Automovil","Verde","Ignorado","Colisión"
4265,23,"Octubre","Martes",7,"Quetzaltenango","Quetzaltenango","Urbano","1","Hombre","23","20-24","Mayor","Ignorado","Bus extraurbano","Verde","1987","Colisión"
4266,23,"Octubre","Martes",19,"Quetzaltenango","Quetzaltenango","Urbano","5","Hombre","21","20-24","Mayor","Ignorado","Pick up","Beige","Ignorado","Colisión"
4267,23,"Octubre","Martes",19,"Quetzaltenango","Quetzaltenango","Urbano","5","Hombre","32","30-34","Mayor","Ignorado","Microbus","Anaranjado","Ignorado","Colisión"
4268,24,"Octubre","Miercoles",11,"Guatemala","San José Pinula","Urbano","5","Mujer","39","35-39","Mayor","Ignorado","Automovil","Gris","2001","Colisión"
4269,24,"Octubre","Miercoles",11,"Guatemala","San José Pinula","Urbano","5","Hombre","22","20-24","Mayor","Ignorado","Camioneta","Beige","2006","Colisión"
4270,24,"Octubre","Miercoles",13,"Guatemala","Guatemala","Urbano","12","Hombre","21","20-24","Mayor","Ignorado","Automovil","Gris","2002","Colisión"
4271,24,"Octubre","Miercoles",13,"Guatemala","Guatemala","Urbano","13","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Automovil","Gris","1989","Colisión"
4272,24,"Octubre","Miercoles",23,"Guatemala","Guatemala","Urbano","12","Hombre","31","30-34","Mayor","Ebrio","Automovil","Beige","1992","Colisión"
4273,24,"Octubre","Miercoles",23,"Guatemala","Guatemala","Urbano","12","Mujer","60","55 y más","Mayor","Ebrio","Automovil","Beige","2002","Colisión"
4274,24,"Octubre","Miercoles",7,"Guatemala","Guatemala","Urbano","11","Hombre","39","35-39","Mayor","Ignorado","Automovil","Gris","2002","Colisión"
4275,24,"Octubre","Miercoles",7,"Guatemala","Guatemala","Urbano","11","Hombre","25","25-29","Mayor","Ignorado","Panel","Blanco","2012","Colisión"
4276,24,"Octubre","Miercoles",18,"Quetzaltenango","Coatepeque","Rural","Ignorado","Hombre","23","20-24","Mayor","Ignorado","Motocicleta","Ignorado","Ignorado","Colisión"
4277,25,"Octubre","Jueves",21,"Guatemala","Guatemala","Urbano","1","Hombre","43","40-44","Mayor","Ignorado","Camioneta","Gris","Ignorado","Colisión"
4278,25,"Octubre","Jueves",21,"Guatemala","Guatemala","Urbano","1","Hombre","22","20-24","Mayor","Ignorado","Camioneta","Rojo","2011","Colisión"
4279,25,"Octubre","Jueves",7,"Guatemala","Guatemala","Urbano","13","Hombre","26","25-29","Mayor","Normal","Pick up","Beige","2001","Choque"
4280,25,"Octubre","Jueves",2,"Guatemala","Mixco","Urbano","11","Hombre","17","15-19","Menor","Ignorado","Motocicleta","Rojo","Ignorado","Choque"
4281,25,"Octubre","Jueves",15,"Jalapa","Jalapa","Rural","Ignorado","Hombre","19","15-19","Mayor","Ignorado","Motocicleta","Ignorado","Ignorado","Colisión"
4282,25,"Octubre","Jueves",15,"Jalapa","Jalapa","Rural","Ignorado","Hombre","35","35-39","Mayor","Ignorado","Motocicleta","Ignorado","Ignorado","Colisión"
4283,25,"Octubre","Jueves",12,"Escuintla","Escuintla","Urbano","1","Hombre","22","20-24","Mayor","Normal","Automovil","Ignorado","Ignorado","Colisión"
4284,25,"Octubre","Jueves",12,"Escuintla","Escuintla","Urbano","1","Mujer","24","20-24","Mayor","Normal","Motocicleta","Ignorado","Ignorado","Colisión"
4285,25,"Octubre","Jueves",22,"Suchitepéquez","San Antonio Suchitepéquez","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Negro","Ignorado","Caida"
4286,25,"Octubre","Jueves",13,"Quetzaltenango","Génova","Rural","Ignorado","Hombre","48","45-49","Mayor","Ignorado","Panel","Blanco","Ignorado","Colisión"
4287,25,"Octubre","Jueves",13,"Quetzaltenango","Génova","Rural","Ignorado","Hombre","30","30-34","Mayor","Ignorado","Motocicleta","Azúl","Ignorado","Colisión"
4288,25,"Octubre","Jueves",7,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","45","45-49","Mayor","Normal","Automovil","Rojo","1989","Colisión"
4289,25,"Octubre","Jueves",7,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","34","30-34","Mayor","Normal","Motocicleta","Negro","2007","Colisión"
4290,25,"Octubre","Jueves",6,"Petén","Poptún","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Ignorado","Ignorado","Colisión"
4291,25,"Octubre","Jueves",6,"Petén","Poptún","Rural","Ignorado","Hombre","30","30-34","Mayor","Normal","Motocicleta","Ignorado","Ignorado","Colisión"
4292,26,"Octubre","Viernes",20,"Guatemala","Guatemala","Urbano","10","Mujer","33","30-34","Mayor","Normal","Camioneta","Gris","Ignorado","Colisión"
4293,26,"Octubre","Viernes",20,"Guatemala","Guatemala","Urbano","10","Hombre","23","20-24","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
4294,26,"Octubre","Viernes",11,"Guatemala","Guatemala","Urbano","11","Mujer","47","45-49","Mayor","Normal","Automovil","Beige","2005","Colisión"
4295,26,"Octubre","Viernes",11,"Guatemala","Guatemala","Urbano","11","Hombre","50","50-54","Mayor","Normal","Camión","Blanco","2011","Colisión"
4296,26,"Octubre","Viernes",11,"Guatemala","Guatemala","Urbano","7","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Ignorado","Ignorado","Colisión"
4297,26,"Octubre","Viernes",11,"Guatemala","Guatemala","Urbano","7","Hombre","78","55 y más","Mayor","Ignorado","Pick up","Negro","Ignorado","Colisión"
4298,26,"Octubre","Viernes",23,"Guatemala","Guatemala","Urbano","7","Hombre","25","25-29","Mayor","Ebrio","Camioneta","Corinto","2007","Colisión"
4299,26,"Octubre","Viernes",23,"Guatemala","Guatemala","Urbano","7","Hombre","35","35-39","Mayor","Normal","Jeep","Anaranjado","1986","Colisión"
4300,26,"Octubre","Viernes",23,"Guatemala","Guatemala","Urbano","7","Hombre","40","40-44","Mayor","Normal","Automovil","Ignorado","Ignorado","Colisión"
4301,26,"Octubre","Viernes",17,"Santa Rosa","Santa Rosa de Lima","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Corinto","Ignorado","Colisión"
4302,26,"Octubre","Viernes",17,"Santa Rosa","Santa Rosa de Lima","Urbano","Ignorado","Hombre","30","30-34","Mayor","Ignorado","Motocicleta","Rojo","Ignorado","Colisión"
4303,26,"Octubre","Viernes",13,"Suchitepéquez","San Antonio Suchitepéquez","Urbano","Ignorado","Hombre","23","20-24","Mayor","Normal","Mototaxi","Negro","2011","Colisión"
4304,26,"Octubre","Viernes",13,"Suchitepéquez","San Antonio Suchitepéquez","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Negro","Ignorado","Colisión"
4305,26,"Octubre","Viernes",15,"San Marcos","Sipacapa","Rural","Ignorado","Hombre","34","30-34","Mayor","Ignorado","Motocicleta","Rojo","Ignorado","Choque"
4306,26,"Octubre","Viernes",15,"Huehuetenango","Colotenango","Rural","Ignorado","Hombre","27","25-29","Mayor","Ignorado","Pick up","Azúl","Ignorado","Caida"
4307,26,"Octubre","Viernes",10,"Totonicapán","Totonicapán","Urbano","4","Mujer","21","20-24","Mayor","Ignorado","Pick up","Azúl","Ignorado","Vuelco"
4308,26,"Octubre","Viernes",16,"Izabal","Puerto Barrios","Urbano","1","Mujer","36","35-39","Mayor","Normal","Automovil","Negro","2008","Colisión"
4309,26,"Octubre","Viernes",16,"Izabal","Puerto Barrios","Urbano","1","Hombre","43","40-44","Mayor","Normal","Motocicleta","Rojo","2009","Colisión"
4310,26,"Octubre","Viernes",1,"Izabal","Puerto Barrios","Urbano","1","Hombre","62","55 y más","Mayor","Normal","Automovil","Negro","Ignorado","Colisión"
4311,26,"Octubre","Viernes",1,"Izabal","Puerto Barrios","Urbano","1","Mujer","25","25-29","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
4312,26,"Octubre","Viernes",23,"Petén","Poptún","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Blanco","Ignorado","Colisión"
4313,26,"Octubre","Viernes",23,"Petén","Poptún","Rural","Ignorado","Hombre","24","20-24","Mayor","Ignorado","Motocicleta","Blanco","Ignorado","Colisión"
4314,26,"Octubre","Viernes",2,"Solola","Panajachel","Urbano","Ignorado","Hombre","32","30-34","Mayor","Ebrio","Automovil","Rojo","1993","Colisión"
4315,26,"Octubre","Viernes",2,"Solola","Panajachel","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","1997","Colisión"
4316,26,"Octubre","Viernes",18,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","56","55 y más","Mayor","Ignorado","Automovil","Negro","1996","Colisión"
4317,26,"Octubre","Viernes",18,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","35","35-39","Mayor","Ignorado","Automovil","Gris","Ignorado","Colisión"
4318,27,"Octubre","Sábado",22,"Guatemala","Guatemala","Urbano","4","Hombre","58","55 y más","Mayor","Ebrio","Pick up","Corinto","1997","Choque"
4319,27,"Octubre","Sábado",23,"Guatemala","Guatemala","Rural","Ignorado","Mujer","50","50-54","Mayor","Normal","Automovil","Blanco","2009","Colisión"
4320,27,"Octubre","Sábado",23,"Guatemala","Guatemala","Rural","Ignorado","Hombre","22","20-24","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
4321,27,"Octubre","Sábado",21,"Guatemala","Villa Nueva","Urbano","5","Hombre","38","35-39","Mayor","Ebrio","Pick up","Azúl","Ignorado","Colisión"
4322,27,"Octubre","Sábado",21,"Guatemala","Villa Nueva","Urbano","5","Hombre","21","20-24","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
4323,27,"Octubre","Sábado",7,"Guatemala","Villa Nueva","Urbano","4","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Colisión"
4324,27,"Octubre","Sábado",7,"Guatemala","Villa Nueva","Urbano","4","Hombre","24","20-24","Mayor","Ignorado","Ignorado","Ignorado","Ignorado","Colisión"
4325,27,"Octubre","Sábado",19,"Guatemala","Mixco","Rural","Ignorado","Hombre","40","40-44","Mayor","Normal","Automovil","Verde","Ignorado","Choque"
4326,27,"Octubre","Sábado",22,"Jutiapa","Asunción Mita","Rural","Ignorado","Hombre","52","50-54","Mayor","Normal","Bus extraurbano","Blanco","1982","Colisión"
4327,27,"Octubre","Sábado",22,"Jutiapa","Asunción Mita","Rural","Ignorado","Hombre","24","20-24","Mayor","Normal","Automovil","Negro","Ignorado","Colisión"
4328,27,"Octubre","Sábado",21,"Jalapa","Jalapa","Rural","Ignorado","Hombre","27","25-29","Mayor","Normal","Motocicleta","Ignorado","Ignorado","Choque"
4329,27,"Octubre","Sábado",22,"Escuintla","Escuintla","Rural","Ignorado","Hombre","40","40-44","Mayor","Normal","Pick up","Cafe","Ignorado","Colisión"
4330,27,"Octubre","Sábado",22,"Escuintla","Escuintla","Rural","Ignorado","Hombre","23","20-24","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
4331,27,"Octubre","Sábado",7,"Escuintla","Siquinalá","Rural","Ignorado","Hombre","34","30-34","Mayor","Normal","Pick up","Negro","Ignorado","Vuelco"
4332,27,"Octubre","Sábado",9,"Quetzaltenango","Quetzaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus urbano","Azúl","Ignorado","Colisión"
4333,27,"Octubre","Sábado",9,"Quetzaltenango","Quetzaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus urbano","Azúl","Ignorado","Colisión"
4334,27,"Octubre","Sábado",7,"Alta Verapaz","Cobán","Urbano","5","Hombre","34","30-34","Mayor","Normal","Camión","Blanco","1992","Colisión"
4335,27,"Octubre","Sábado",7,"Alta Verapaz","Cobán","Urbano","5","Hombre","24","20-24","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
4336,27,"Octubre","Sábado",13,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","35","35-39","Mayor","Normal","Automovil","Corinto","Ignorado","Caida"
4337,27,"Octubre","Sábado",19,"Baja Verapaz","Cubulco","Rural","Ignorado","Hombre","52","50-54","Mayor","Ignorado","Pick up","Azúl","Ignorado","Colisión"
4338,27,"Octubre","Sábado",19,"Baja Verapaz","Cubulco","Rural","Ignorado","Hombre","19","15-19","Mayor","Ignorado","Motocicleta","Azúl","Ignorado","Colisión"
4339,27,"Octubre","Sábado",10,"Solola","Panajachel","Urbano","Ignorado","Hombre","53","50-54","Mayor","Ignorado","Microbus","Gris","1989","Caida"
4340,27,"Octubre","Sábado",23,"Chimaltenango","Chimaltenango","Urbano","Ignorado","Hombre","18","15-19","Mayor","Normal","Automovil","Azúl","Ignorado","Vuelco"
4341,27,"Octubre","Sábado",0,"Alta Verapaz","Chisec","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Choque"
4342,28,"Octubre","Domingo",5,"Guatemala","Guatemala","Urbano","9","Mujer","32","30-34","Mayor","Normal","Automovil","Gris","Ignorado","Colisión"
4343,28,"Octubre","Domingo",5,"Guatemala","Guatemala","Urbano","9","Hombre","28","25-29","Mayor","Normal","Pick up","Gris","Ignorado","Colisión"
4344,28,"Octubre","Domingo",2,"Guatemala","Guatemala","Urbano","9","Hombre","25","25-29","Mayor","Normal","Motocicleta","Rojo","Ignorado","Choque"
4345,28,"Octubre","Domingo",11,"Guatemala","Guatemala","Urbano","9","Hombre","35","35-39","Mayor","Normal","Pick up","Azúl","Ignorado","Choque"
4346,28,"Octubre","Domingo",1,"Guatemala","Guatemala","Urbano","7","Hombre","26","25-29","Mayor","Normal","Automovil","Negro","Ignorado","Choque"
4347,28,"Octubre","Domingo",23,"Guatemala","Villa Nueva","Urbano","5","Hombre","55","55 y más","Mayor","Normal","Pick up","Rojo","Ignorado","Caida"
4348,28,"Octubre","Domingo",10,"El Progreso","Guastatoya","Rural","Ignorado","Hombre","17","15-19","Menor","Normal","Mototaxi","Rojo","Ignorado","Colisión"
4349,28,"Octubre","Domingo",10,"El Progreso","Guastatoya","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Microbus","Blanco","Ignorado","Colisión"
4350,28,"Octubre","Domingo",21,"Petén","Flores","Urbano","Ignorado","Hombre","26","25-29","Mayor","Normal","Automovil","Gris","2004","Colisión"
4351,28,"Octubre","Domingo",21,"Petén","Flores","Urbano","Ignorado","Hombre","23","20-24","Mayor","Ignorado","Motocicleta","Azúl","Ignorado","Colisión"
4352,28,"Octubre","Domingo",19,"Chimaltenango","Parramos","Rural","Ignorado","Hombre","23","20-24","Mayor","Normal","Motocicleta","Ignorado","Ignorado","Choque"
4353,29,"Octubre","Lunes",4,"Guatemala","Guatemala","Urbano","1","Hombre","33","30-34","Mayor","Normal","Pick up","Verde","2007","Colisión"
4354,29,"Octubre","Lunes",4,"Guatemala","Guatemala","Urbano","1","Hombre","24","20-24","Mayor","Normal","Motocicleta","Rojo","2012","Colisión"
4355,29,"Octubre","Lunes",12,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","35","35-39","Mayor","Normal","Pick up","Azúl","1989","Caida"
4356,29,"Octubre","Lunes",5,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","25","25-29","Mayor","Normal","Automovil","Azúl","Ignorado","Vuelco"
4357,29,"Octubre","Lunes",3,"Escuintla","Escuintla","Urbano","1","Hombre","20","20-24","Mayor","Ebrio","Motocicleta","Negro","2011","Colisión"
4358,29,"Octubre","Lunes",3,"Escuintla","Escuintla","Urbano","1","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","Ignorado","Colisión"
4359,29,"Octubre","Lunes",19,"Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","22","20-24","Mayor","Ebrio","Motocicleta","Rojo","Ignorado","Colisión"
4360,29,"Octubre","Lunes",19,"Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","22","20-24","Mayor","Normal","Pick up","Azúl","1996","Colisión"
