"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","g_hora","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_2","mayor_menor","tipo_veh","color_veh","modelo_veh","causa_acc","marca_veh","estado_pil"
1941,29,"Junio","Sabado",7,"06:00 a 11:59","Quetzaltenango","Quetzaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Microbus","Celeste","IGNORADO","Vuelco","International","Ignorado"
1942,29,"Junio","Sabado",7,"06:00 a 11:59","San Marcos","San Marcos","Urbano","2","Hombre","24","20-24","Mayor","Taxi","Verde","IGNORADO","Colisión","Toyota","Ignorado"
1943,29,"Junio","Sabado",12,"12:00 a 17:59","Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","26","25-29","Mayor","Camión","Blanco","2011","Colisión","Ignorado","Ignorado"
1944,29,"Junio","Sabado",4,"00:00 a 05:59","Alta Verapaz","Cobán","Rural","Ignorado","Mujer","22","20-24","Mayor","Pick up","Ignorado","IGNORADO","Choque","Ignorado","Ignorado"
1945,29,"Junio","Sabado",3,"00:00 a 05:59","Baja Verapaz","Salamá","Rural","Ignorado","Hombre","20","20-24","Mayor","Cabezal","Verde","1979","Colisión","Kenworth","Ignorado"
1946,29,"Junio","Sabado",21,"18:00 a 23:59","Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","62","60 y mas","Mayor","Camioneta","Ignorado","1995","Colisión","Ignorado","Ignorado"
1947,30,"Junio","Domingo",3,"00:00 a 05:59","Guatemala","Guatemala","Urbano","1","Hombre","Ignorado","Ignorado","Mayor","Automovil","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
1948,30,"Junio","Domingo",1,"00:00 a 05:59","Guatemala","Guatemala","Urbano","6","Hombre","Ignorado","Ignorado","Mayor","Automovil","Ignorado","IGNORADO","Colisión","Honda","Ignorado"
1949,30,"Junio","Domingo",14,"12:00 a 17:59","Guatemala","Guatemala","Urbano","6","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
1950,30,"Junio","Domingo",21,"18:00 a 23:59","Guatemala","Guatemala","Urbano","12","Hombre","24","20-24","Mayor","Motocicleta","Negro","IGNORADO","Vuelco","Ignorado","Ignorado"
1951,30,"Junio","Domingo",17,"12:00 a 17:59","Guatemala","Guatemala","Urbano","12","Hombre","32","30-34","Mayor","Automovil","Gris","1994","Colisión","Kia","Ignorado"
1952,30,"Junio","Domingo",1,"00:00 a 05:59","Guatemala","Guatemala","Urbano","11","Hombre","17","15-19","Menor","Camioneta","Negro","2001","Colisión","Hyundai","Ignorado"
1953,30,"Junio","Domingo",17,"12:00 a 17:59","Guatemala","Villa Nueva","Rural","Ignorado","Hombre","35","35-39","Mayor","Automovil","Gris","2008","Colisión","Bmw","Ignorado"
1954,30,"Junio","Domingo",1,"00:00 a 05:59","Zacapa","Zacapa","Rural","Ignorado","Hombre","19","15-19","Mayor","Motocicleta","Negro","IGNORADO","Colisión","Suzuki","Ignorado"
1955,30,"Junio","Domingo",7,"06:00 a 11:59","Zacapa","Zacapa","Rural","Ignorado","Hombre","38","35-39","Mayor","Automovil","Gris","1994","Colisión","Nissan_duplicated_37","Ignorado"
1956,30,"Junio","Domingo",22,"18:00 a 23:59","Escuintla","Escuintla","Rural","Ignorado","Hombre","Ignorado","Ignorado","Ignorado","Motocicleta","Negro","IGNORADO","Choque","Freedom","Ignorado"
1957,30,"Junio","Domingo",22,"18:00 a 23:59","Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","20","20-24","Mayor","Motocicleta","Ignorado","IGNORADO","Vuelco","Honda","Ebrio"
1958,30,"Junio","Domingo",6,"06:00 a 11:59","Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","25","25-29","Mayor","Pick up","Ignorado","IGNORADO","Caida","Ignorado","Ignorado"
1959,30,"Junio","Domingo",11,"06:00 a 11:59","Baja Verapaz","Salamá","Rural","Ignorado","Hombre","28","25-29","Mayor","Motocicleta","Negro","IGNORADO","Vuelco","Italika","Ignorado"
1960,30,"Junio","Domingo",17,"12:00 a 17:59","Izabal","Puerto Barrios","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Azul","IGNORADO","Colisión","Toyota","Ignorado"
1961,30,"Junio","Domingo",17,"12:00 a 17:59","Solola","Panajachel","Rural","Ignorado","Hombre","39","35-39","Mayor","Camioneta","Negro","2000","Choque","Chevrolet","Ignorado"
1962,30,"Junio","Domingo",19,"18:00 a 23:59","Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","34","30-34","Mayor","Pick up","Rojo","2002","Colisión","Mazda","Ignorado"
1963,1,"Julio","Lunes",7,"06:00 a 11:59","Guatemala","Guatemala","Urbano","1","Hombre","37","35-39","Mayor","Motocicleta","Ignorado","1978","Choque","Sniper","Normal"
1964,1,"Julio","Lunes",13,"12:00 a 17:59","Guatemala","Guatemala","Urbano","3","Hombre","49","45-49","Mayor","Automovil","Rojo","IGNORADO","Colisión","Geo","Normal"
1965,1,"Julio","Lunes",16,"12:00 a 17:59","Guatemala","Guatemala","Urbano","1","Hombre","35","35-39","Mayor","Automovil","Rojo","1998","Colisión","Volkwagen","Ebrio"
1966,1,"Julio","Lunes",4,"00:00 a 05:59","Guatemala","Guatemala","Urbano","21","Hombre","28","25-29","Mayor","Motocicleta","Negro","2012","Choque","Tvs","Normal"
1967,1,"Julio","Lunes",1,"00:00 a 05:59","Guatemala","Guatemala","Urbano","7","Hombre","47","45-49","Mayor","Pick up","Gris","2007","Choque","Mitsubishi","Normal"
1968,1,"Julio","Lunes",7,"06:00 a 11:59","Guatemala","Guatemala","Urbano","7","Hombre","22","20-24","Mayor","Automovil","Corinto","1999","Colisión","Mitsubishi","Ebrio"
1969,1,"Julio","Lunes",11,"06:00 a 11:59","Guatemala","Guatemala","Urbano","11","Hombre","56","55-59","Mayor","Motocicleta","Rojo","IGNORADO","Colisión","Honda","Normal"
1970,1,"Julio","Lunes",10,"06:00 a 11:59","Guatemala","Guatemala","Urbano","21","Hombre","Ignorado","Ignorado","Mayor","Automovil","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
1971,1,"Julio","Lunes",3,"00:00 a 05:59","Guatemala","Villa Nueva","Rural","Ignorado","Hombre","24","20-24","Mayor","Pick up","Gris","2011","Choque","Mazda","Ebrio"
1972,1,"Julio","Lunes",21,"18:00 a 23:59","Guatemala","Petapa","Urbano","9","Hombre","25","25-29","Mayor","Motocicleta","Negro","IGNORADO","Colisión","Ignorado","Normal"
1973,1,"Julio","Lunes",6,"06:00 a 11:59","Jutiapa","Asunción Mita","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Camioneta","Negro","IGNORADO","Colisión","Nissan_duplicated_37","Normal"
1974,1,"Julio","Lunes",23,"18:00 a 23:59","Escuintla","Santa Lucía Cotzumalguapa","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Microbus","Azul","IGNORADO","Colisión","Toyota","Normal"
1975,1,"Julio","Lunes",4,"00:00 a 05:59","Santa Rosa","Santa Rosa de Lima","Rural","Ignorado","Hombre","24","20-24","Mayor","Automovil","Celeste","1990","Vuelco","Mitsubishi","Normal"
1976,1,"Julio","Lunes",11,"06:00 a 11:59","Santa Rosa","Oratorio","Rural","Ignorado","Hombre","62","60 y mas","Mayor","Pick up","Negro","1986","Vuelco","Toyota","Normal"
1977,1,"Julio","Lunes",21,"18:00 a 23:59","Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","33","30-34","Mayor","Automovil","Ignorado","IGNORADO","Colisión","Toyota","Ebrio"
1978,1,"Julio","Lunes",16,"12:00 a 17:59","Izabal","Puerto Barrios","Rural","Ignorado","Hombre","50","50-54","Mayor","Cabezal","Blanco","IGNORADO","Colisión","Freightliner","Normal"
1979,2,"Julio","Martes",15,"12:00 a 17:59","Guatemala","Guatemala","Urbano","3","Hombre","21","20-24","Mayor","Camión","Azul","1988","Colisión","Gmc","Normal"
1980,2,"Julio","Martes",5,"00:00 a 05:59","Guatemala","Guatemala","Urbano","12","Hombre","34","30-34","Mayor","Cabezal","Rojo","2002","Colisión","Freightliner","Normal"
1981,2,"Julio","Martes",21,"18:00 a 23:59","Guatemala","Guatemala","Urbano","11","Hombre","19","15-19","Mayor","Automovil","Azul","2006","Choque","Mitsubishi","Normal"
1982,2,"Julio","Martes",23,"18:00 a 23:59","Guatemala","Mixco","Urbano","4","Hombre","47","45-49","Mayor","Camioneta","Blanco","2000","Colisión","Mitsubishi","Ebrio"
1983,2,"Julio","Martes",0,"00:00 a 05:59","Guatemala","Mixco","Urbano","8","Hombre","20","20-24","Mayor","Pick up","Ignorado","IGNORADO","Vuelco","Ignorado","Normal"
1984,2,"Julio","Martes",8,"06:00 a 11:59","Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","31","30-34","Mayor","Motocicleta","Gris","IGNORADO","Choque","Ignorado","Normal"
1985,2,"Julio","Martes",19,"18:00 a 23:59","Totonicapán","Totonicapán","Rural","Ignorado","Hombre","22","20-24","Mayor","Automovil","Gris","2007","Vuelco","Mazda","Normal"
1986,2,"Julio","Martes",11,"06:00 a 11:59","Baja Verapaz","Purulhá","Rural","Ignorado","Hombre","35","35-39","Mayor","Motocicleta","Ignorado","IGNORADO","Choque","Ignorado","Normal"
1987,2,"Julio","Martes",20,"18:00 a 23:59","Izabal","Puerto Barrios","Rural","Ignorado","Hombre","42","40-44","Mayor","Motocicleta","Rojo","2012","Colisión","Suzuki","Normal"
1988,2,"Julio","Martes",2,"00:00 a 05:59","Quiché","Santa Cruz del Quiché","Rural","Ignorado","Hombre","23","20-24","Mayor","Pick up","Rojo","2006","Choque","Toyota","Normal"
1989,3,"Julio","Miercoles",20,"18:00 a 23:59","Jutiapa","San José Acatempa","Rural","Ignorado","Hombre","38","35-39","Mayor","Camión","Ignorado","IGNORADO","Colisión","Ignorado","Normal"
1990,3,"Julio","Miercoles",20,"18:00 a 23:59","Chiquimula","Jocotán","Rural","Ignorado","Hombre","25","25-29","Mayor","Motocicleta","Negro","IGNORADO","Colisión","Honda","Normal"
1991,3,"Julio","Miercoles",15,"12:00 a 17:59","Santa Rosa","Cuilapa","Rural","Ignorado","Hombre","22","20-24","Mayor","Camión","Blanco","2007","Colisión","Kia","Ebrio"
1992,3,"Julio","Miercoles",13,"12:00 a 17:59","San Marcos","San Lorenzo_duplicated_1229","Rural","Ignorado","Hombre","38","35-39","Mayor","Pick up","Blanco","IGNORADO","Vuelco","Toyota","Normal"
1993,3,"Julio","Miercoles",22,"18:00 a 23:59","Petén","Santa Ana","Rural","Ignorado","Hombre","23","20-24","Mayor","Pick up","Blanco","IGNORADO","Colisión","Toyota","Normal"
1994,4,"Julio","Jueves",4,"00:00 a 05:59","Guatemala","Guatemala","Urbano","10","Mujer","35","35-39","Mayor","Camioneta","Gris","IGNORADO","Colisión","Volvo","Ebrio"
1995,4,"Julio","Jueves",21,"18:00 a 23:59","Quetzaltenango","Quetzaltenango","Urbano","2","Hombre","50","50-54","Mayor","Automovil","Celeste","IGNORADO","Colisión","Ignorado","Ebrio"
1996,5,"Julio","Viernes",21,"18:00 a 23:59","Guatemala","Guatemala","Urbano","1","Hombre","27","25-29","Mayor","Motocicleta","Azul","IGNORADO","Colisión","Bajaj","Ignorado"
1997,5,"Julio","Viernes",23,"18:00 a 23:59","Guatemala","Guatemala","Rural","18","Hombre","28","25-29","Mayor","Motocicleta","Gris","IGNORADO","Vuelco","Ignorado","Ignorado"
1998,5,"Julio","Viernes",8,"06:00 a 11:59","Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
1999,5,"Julio","Viernes",23,"18:00 a 23:59","Guatemala","Villa Nueva","Rural","Ignorado","Hombre","27","25-29","Mayor","Motocicleta","Rojo","IGNORADO","Colisión","Honda","Ignorado"
2000,5,"Julio","Viernes",23,"18:00 a 23:59","Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Hombre","25","25-29","Mayor","Motocicleta","Negro","IGNORADO","Vuelco","Bajaj","Ignorado"
2001,5,"Julio","Viernes",19,"18:00 a 23:59","Guatemala","Mixco","Urbano","10","Hombre","35","35-39","Mayor","Motocicleta","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
2002,5,"Julio","Viernes",2,"00:00 a 05:59","Quetzaltenango","Quetzaltenango","Urbano","3","Hombre","41","40-44","Mayor","Pick up","Rojo","IGNORADO","Choque","Mazda","Ignorado"
2003,5,"Julio","Viernes",7,"06:00 a 11:59","Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","36","35-39","Mayor","Motocicleta","Verde","IGNORADO","Colisión","Sniper","Ignorado"
2004,5,"Julio","Viernes",10,"06:00 a 11:59","Quetzaltenango","Quetzaltenango","Urbano","3","Hombre","21","20-24","Mayor","Automovil","Corinto","1999","Colisión","Mazda","Ignorado"
2005,5,"Julio","Viernes",19,"18:00 a 23:59","Petén","Flores","Rural","Ignorado","Hombre","28","25-29","Mayor","Motocicleta","Rojo","2009","Colisión","Bajaj","Ignorado"
2006,5,"Julio","Viernes",22,"18:00 a 23:59","Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Automovil","Blanco","IGNORADO","Colisión","Mazda","Ignorado"
2007,6,"Julio","Sabado",0,"00:00 a 05:59","Guatemala","Guatemala","Urbano","3","Hombre","20","20-24","Mayor","Camioneta","Corinto","IGNORADO","Colisión","Chevrolet","Ignorado"
2008,6,"Julio","Sabado",22,"18:00 a 23:59","Guatemala","Guatemala","Urbano","1","Hombre","28","25-29","Mayor","Automovil","Rojo","2005","Colisión","Chevrolet","Ignorado"
2009,6,"Julio","Sabado",2,"00:00 a 05:59","Guatemala","Guatemala","Urbano","1","Hombre","25","25-29","Mayor","Automovil","Gris","2009","Colisión","Toyota","Ignorado"
2010,6,"Julio","Sabado",4,"00:00 a 05:59","Guatemala","Guatemala","Urbano","1","Hombre","25","25-29","Mayor","Automovil","Corinto","IGNORADO","Choque","Nissan_duplicated_37","Ignorado"
2011,6,"Julio","Sabado",3,"00:00 a 05:59","Guatemala","Guatemala","Urbano","11","Hombre","37","35-39","Mayor","Automovil","Blanco","IGNORADO","Colisión","Mitsubishi","Ebrio"
2012,6,"Julio","Sabado",22,"18:00 a 23:59","Guatemala","Guatemala","Urbano","12","Hombre","32","30-34","Mayor","Automovil","Gris","IGNORADO","Colisión","Ignorado","Ignorado"
2013,6,"Julio","Sabado",2,"00:00 a 05:59","Guatemala","Villa Nueva","Rural","Ignorado","Hombre","24","20-24","Mayor","Motocicleta","Amarillo","2010","Choque","Italika","Ignorado"
2014,6,"Julio","Sabado",17,"12:00 a 17:59","Guatemala","Villa Nueva","Rural","Ignorado","Hombre","30","30-34","Mayor","Automovil","Gris","1995","Colisión","Toyota","Ignorado"
2015,6,"Julio","Sabado",3,"00:00 a 05:59","Guatemala","Mixco","Urbano","6","Hombre","23","20-24","Mayor","Automovil","Gris","1999","Choque","Bmw","Ebrio"
2016,6,"Julio","Sabado",4,"00:00 a 05:59","Guatemala","Mixco","Urbano","3","Hombre","25","25-29","Mayor","Automovil","Beige","IGNORADO","Choque","Mazda","Ebrio"
2017,6,"Julio","Sabado",1,"00:00 a 05:59","Guatemala","Mixco","Urbano","4","Hombre","Ignorado","Ignorado","Mayor","Motocicleta","Negro","2006","Vuelco","Bajaj","Ignorado"
2018,6,"Julio","Sabado",11,"06:00 a 11:59","Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Hombre","58","55-59","Mayor","Automovil","Azul","IGNORADO","Colisión","Ignorado","Ignorado"
2019,6,"Julio","Sabado",20,"18:00 a 23:59","Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","31","30-34","Mayor","Camión","Ignorado","IGNORADO","Colisión","Hino","Ignorado"
2020,6,"Julio","Sabado",16,"12:00 a 17:59","Alta Verapaz","Cobán","Rural","Ignorado","Hombre","37","35-39","Mayor","Bus urbano","Blanco","2008","Colisión","Toyota","Ignorado"
2021,7,"Julio","Domingo",2,"00:00 a 05:59","Guatemala","Guatemala","Urbano","3","Hombre","36","35-39","Mayor","Automovil","Negro","2000","Colisión","Mazda","Ignorado"
2022,7,"Julio","Domingo",3,"00:00 a 05:59","Guatemala","Guatemala","Urbano","1","Hombre","36","35-39","Mayor","Automovil","Blanco","2013","Colisión","Hyundai","Ignorado"
2023,7,"Julio","Domingo",3,"00:00 a 05:59","Guatemala","Guatemala","Rural","18","Hombre","22","20-24","Mayor","Motocicleta","Ignorado","IGNORADO","Choque","Ignorado","Ignorado"
2024,7,"Julio","Domingo",0,"00:00 a 05:59","Guatemala","Guatemala","Urbano","7","Hombre","30","30-34","Mayor","Automovil","Verde","1994","Choque","Plymouth","Ignorado"
2025,7,"Julio","Domingo",23,"18:00 a 23:59","Guatemala","Guatemala","Urbano","7","Hombre","Ignorado","Ignorado","Mayor","Motocicleta","Negro","IGNORADO","Choque","Ignorado","Ebrio"
2026,7,"Julio","Domingo",17,"12:00 a 17:59","Jutiapa","Jutiapa","Rural","Ignorado","Hombre","30","30-34","Mayor","Motocicleta","Ignorado","IGNORADO","Colisión","Bajaj","Ignorado"
2027,7,"Julio","Domingo",13,"12:00 a 17:59","Zacapa","Zacapa","Rural","Ignorado","Hombre","23","20-24","Mayor","Motocicleta","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
2028,7,"Julio","Domingo",23,"18:00 a 23:59","Escuintla","Escuintla","Rural","Ignorado","Hombre","23","20-24","Mayor","Motocicleta","Negro","IGNORADO","Vuelco","Ignorado","Ignorado"
2029,7,"Julio","Domingo",20,"18:00 a 23:59","Escuintla","Escuintla","Rural","Ignorado","Hombre","29","25-29","Mayor","Ignorado","Blanco","2006","Colisión","Movesa","Ebrio"
2030,7,"Julio","Domingo",23,"18:00 a 23:59","Escuintla","Masagua","Rural","Ignorado","Hombre","63","60 y mas","Mayor","Automovil","Blanco","IGNORADO","Choque","Mitsubishi","Ignorado"
2031,7,"Julio","Domingo",23,"18:00 a 23:59","Quetzaltenango","Quetzaltenango","Urbano","1","Hombre","20","20-24","Mayor","Automovil","Blanco","IGNORADO","Choque","Volkwagen","Ignorado"
2032,7,"Julio","Domingo",7,"06:00 a 11:59","Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","29","25-29","Mayor","Pick up","Rojo","1984","Vuelco","Toyota","Ignorado"
2033,7,"Julio","Domingo",22,"18:00 a 23:59","Baja Verapaz","Salamá","Rural","Ignorado","Hombre","24","20-24","Mayor","Cabezal","Blanco","1986","Colisión","Ignorado","Ignorado"
2034,8,"Julio","Lunes",16,"12:00 a 17:59","Guatemala","Guatemala","Urbano","7","Hombre","39","35-39","Mayor","Microbus","Corinto","1988","Colisión","Mitsubishi","Ignorado"
2035,8,"Julio","Lunes",7,"06:00 a 11:59","Guatemala","Guatemala","Urbano","7","Hombre","27","25-29","Mayor","Microbus","Verde","IGNORADO","Choque","Hyundai","Ignorado"
2036,8,"Julio","Lunes",17,"12:00 a 17:59","Guatemala","Villa Nueva","Rural","Ignorado","Hombre","29","25-29","Mayor","Cabezal","Blanco","IGNORADO","Colisión","Freightliner","Ignorado"
2037,8,"Julio","Lunes",8,"06:00 a 11:59","Santa Rosa","Cuilapa","Rural","Ignorado","Hombre","30","30-34","Mayor","Pick up","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
2038,8,"Julio","Lunes",20,"18:00 a 23:59","Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","25","25-29","Mayor","Camioneta","Gris","2003","Colisión","Hyundai","Ignorado"
2039,8,"Julio","Lunes",9,"06:00 a 11:59","Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","42","40-44","Mayor","Bus urbano","Negro","1993","Colisión","International","Ignorado"
2040,8,"Julio","Lunes",19,"18:00 a 23:59","Alta Verapaz","Cobán","Rural","Ignorado","Hombre","25","25-29","Mayor","Pick up","Beige","IGNORADO","Caida","Toyota","Ignorado"
2041,8,"Julio","Lunes",1,"00:00 a 05:59","Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","23","20-24","Mayor","Automovil","Morado","1993","Colisión","Honda","Ignorado"
2042,9,"Julio","Martes",13,"12:00 a 17:59","Jutiapa","Jutiapa","Rural","Ignorado","Hombre","30","30-34","Mayor","Motocicleta","Rojo","2011","Choque","Italika","Ignorado"
2043,9,"Julio","Martes",3,"00:00 a 05:59","Chiquimula","Chiquimula","Urbano","Ignorado","Hombre","47","45-49","Mayor","Motocicleta","Azul","2010","Choque","Ignorado","Ebrio"
2044,9,"Julio","Martes",23,"18:00 a 23:59","Escuintla","Masagua","Rural","Ignorado","Hombre","34","30-34","Mayor","Automovil","Blanco","IGNORADO","Caida","Toyota","Ebrio"
2045,9,"Julio","Martes",20,"18:00 a 23:59","Guatemala","Guatemala","Urbano","21","Hombre","55","55-59","Mayor","Panel","Negro","1996","Colisión","Ford","Normal"
2046,9,"Julio","Martes",8,"06:00 a 11:59","Santa Rosa","Casillas","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Pick up","Amarillo","IGNORADO","Vuelco","Toyota","Ignorado"
2047,9,"Julio","Martes",17,"12:00 a 17:59","Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","34","30-34","Mayor","Mototaxi","Rojo","2011","Colisión","Bajaj","Ebrio"
2048,9,"Julio","Martes",10,"06:00 a 11:59","Guatemala","Mixco","Urbano","5","Hombre","32","30-34","Mayor","Automovil","Verde","IGNORADO","Colisión","Toyota","Normal"
2049,10,"Julio","Miercoles",7,"06:00 a 11:59","Guatemala","Guatemala","Urbano","9","Hombre","62","60 y mas","Mayor","Automovil","Verde","IGNORADO","Colisión","Hyundai","Normal"
2050,10,"Julio","Miercoles",10,"06:00 a 11:59","Guatemala","Guatemala","Urbano","4","Hombre","40","40-44","Mayor","Motocicleta","Ignorado","IGNORADO","Choque","Ignorado","Normal"
2051,10,"Julio","Miercoles",10,"06:00 a 11:59","Guatemala","Guatemala","Urbano","9","Hombre","22","20-24","Mayor","Motocicleta","Ignorado","IGNORADO","Choque","Ignorado","Normal"
2052,10,"Julio","Miercoles",3,"00:00 a 05:59","Guatemala","Guatemala","Urbano","16","Hombre","20","20-24","Mayor","Camioneta","Blanco","IGNORADO","Vuelco","Suzuki","Normal"
2053,10,"Julio","Miercoles",8,"06:00 a 11:59","Guatemala","Guatemala","Urbano","12","Hombre","56","55-59","Mayor","Motocicleta","Ignorado","IGNORADO","Choque","Ignorado","Normal"
2054,10,"Julio","Miercoles",19,"18:00 a 23:59","Guatemala","Petapa","Rural","Ignorado","Hombre","22","20-24","Mayor","Motocicleta","Negro","IGNORADO","Colisión","Sniper","Normal"
