"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","g_hora","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_2","mayor_menor","tipo_veh","color_veh","modelo_veh","causa_acc","marca_veh","estado_pil"
4502,6,"Abril","Sabado",14,"12:00 a 17:59","Alta Verapaz","Cobán","Rural","Ignorado","Hombre","38","35-39","Mayor","Pick up","Corinto","1992","Atropellado","Toyota","Ignorado"
4503,6,"Abril","Sabado",21,"18:00 a 23:59","Izabal","Puerto Barrios","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4504,6,"Abril","Sabado",1,"00:00 a 05:59","Petén","Melchor de Mencos","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Mototaxi","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4505,6,"Abril","Sabado",22,"18:00 a 23:59","Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4506,7,"Abril","Domingo",23,"18:00 a 23:59","Guatemala","Guatemala","Urbano","21","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4507,7,"Abril","Domingo",0,"00:00 a 05:59","Guatemala","Guatemala","Urbano","21","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4508,7,"Abril","Domingo",18,"18:00 a 23:59","Guatemala","Villa Nueva","Urbano","10","Hombre","38","35-39","Mayor","Automovil","Negro","2005","Atropellado","Ignorado","Ignorado"
4509,7,"Abril","Domingo",13,"12:00 a 17:59","Jutiapa","Jutiapa","Rural","Ignorado","Hombre","18","15-19","Mayor","Motocicleta","Rojo","2011","Atropellado","Italika","Normal"
4510,7,"Abril","Domingo",22,"18:00 a 23:59","Jutiapa","Jutiapa","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Motocicleta","Rojo","IGNORADO","Atropellado","Honda","Ignorado"
4511,7,"Abril","Domingo",16,"12:00 a 17:59","Zacapa","Zacapa","Rural","Ignorado","Hombre","33","30-34","Mayor","Microbus","Blanco","2008","Atropellado","Kia","Ignorado"
4512,7,"Abril","Domingo",2,"00:00 a 05:59","Zacapa","Zacapa","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4513,7,"Abril","Domingo",15,"12:00 a 17:59","Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","26","25-29","Mayor","Automovil","Negro","IGNORADO","Atropellado","Mazda","Ignorado"
4514,7,"Abril","Domingo",18,"18:00 a 23:59","Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","39","35-39","Mayor","Pick up","Ignorado","IGNORADO","Atropellado","Toyota","Ignorado"
4515,7,"Abril","Domingo",20,"18:00 a 23:59","Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Cabezal","Ignorado","IGNORADO","Atropellado","Freightliner","Ignorado"
4516,7,"Abril","Domingo",23,"18:00 a 23:59","Totonicapán","Totonicapán","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4517,7,"Abril","Domingo",22,"18:00 a 23:59","Izabal","Puerto Barrios","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4518,7,"Abril","Domingo",12,"12:00 a 17:59","Izabal","Puerto Barrios","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4519,7,"Abril","Domingo",23,"18:00 a 23:59","Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4520,8,"Abril","Lunes",16,"12:00 a 17:59","Guatemala","Guatemala","Urbano","3","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4521,8,"Abril","Lunes",20,"18:00 a 23:59","Zacapa","Teculután","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4522,8,"Abril","Lunes",19,"18:00 a 23:59","Retalhuleu","Retalhuleu","Urbano","1","Hombre","31","30-34","Mayor","Automovil","Celeste","1994","Atropellado","Toyota","Ebrio"
4523,8,"Abril","Lunes",7,"06:00 a 11:59","Quetzaltenango","Quetzaltenango","Urbano","5","Hombre","25","25-29","Mayor","Bus urbano","Amarillo","IGNORADO","Atropellado","International","Normal"
4524,8,"Abril","Lunes",8,"06:00 a 11:59","San Marcos","San Marcos","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Pick up","Azul","IGNORADO","Atropellado","Ignorado","Ignorado"
4525,8,"Abril","Lunes",12,"12:00 a 17:59","Huehuetenango","San Juan Atitán","Rural","Ignorado","Hombre","28","25-29","Mayor","Pick up","Rojo","1991","Atropellado","Toyota","Normal"
4526,8,"Abril","Lunes",14,"12:00 a 17:59","Alta Verapaz","Cobán","Rural","Ignorado","Hombre","39","35-39","Mayor","Jeep","Blanco","IGNORADO","Atropellado","Suzuki","Normal"
4527,8,"Abril","Lunes",21,"18:00 a 23:59","Alta Verapaz","Fray Bartolomé de Las Casas","Rural","Ignorado","Hombre","33","30-34","Mayor","Microbus","Blanco","2006","Atropellado","Toyota","Ignorado"
4528,9,"Abril","Martes",9,"06:00 a 11:59","Guatemala","Guatemala","Urbano","9","Mujer","27","25-29","Mayor","Automovil","Blanco","IGNORADO","Atropellado","Mitsubishi","Normal"
4529,9,"Abril","Martes",18,"18:00 a 23:59","Guatemala","Guatemala","Urbano","17","Hombre","23","20-24","Mayor","Motocicleta","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4530,9,"Abril","Martes",16,"12:00 a 17:59","Guatemala","Chinuautla","Rural","Ignorado","Hombre","26","25-29","Mayor","Motocicleta","Rojo","2011","Atropellado","Suzuki","Ignorado"
4531,9,"Abril","Martes",8,"06:00 a 11:59","Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","39","35-39","Mayor","Bus urbano","Ignorado","IGNORADO","Atropellado","Blue bird","Normal"
4532,9,"Abril","Martes",19,"18:00 a 23:59","Santa Rosa","Nueva Santa Rosa","Rural","Ignorado","Hombre","39","35-39","Mayor","Pick up","Gris","2006","Atropellado","Toyota","Normal"
4533,9,"Abril","Martes",17,"12:00 a 17:59","Santa Rosa","Cuilapa","Rural","Ignorado","Hombre","25","25-29","Mayor","Motocicleta","Rojo","2013","Atropellado","Honda","Normal"
4534,9,"Abril","Martes",15,"12:00 a 17:59","Quiché","Santa Cruz del Quiché","Rural","Ignorado","Hombre","46","45-49","Mayor","Motocicleta","Ignorado","IGNORADO","Atropellado","Sniper","Normal"
4535,10,"Abril","Miercoles",19,"18:00 a 23:59","Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Bus extraurbano","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4536,10,"Abril","Miercoles",13,"12:00 a 17:59","Guatemala","Guatemala","Urbano","7","Hombre","32","30-34","Mayor","Bus extraurbano","Ignorado","2000","Atropellado","International","Ignorado"
4537,10,"Abril","Miercoles",7,"06:00 a 11:59","Guatemala","Villa Nueva","Urbano","9","Hombre","58","55-59","Mayor","Pick up","Blanco","IGNORADO","Atropellado","Toyota","Ignorado"
4538,10,"Abril","Miercoles",22,"18:00 a 23:59","Guatemala","Mixco","Urbano","6","Hombre","25","25-29","Mayor","Pick up","Negro","IGNORADO","Atropellado","Ignorado","Ignorado"
4539,10,"Abril","Miercoles",22,"18:00 a 23:59","Guatemala","Mixco","Urbano","6","Hombre","Ignorado","Ignorado","Mayor","Pick up","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4540,10,"Abril","Miercoles",15,"12:00 a 17:59","Jalapa","Jalapa","Urbano","Ignorado","Hombre","34","30-34","Mayor","Camión","Blanco","IGNORADO","Atropellado","Ignorado","Normal"
4541,10,"Abril","Miercoles",23,"18:00 a 23:59","Chiquimula","Chiquimula","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4542,10,"Abril","Miercoles",18,"18:00 a 23:59","Escuintla","La Gomera","Rural","Ignorado","Hombre","16","15-19","Menor","Motocicleta","Negro","2008","Atropellado","Bajaj","Normal"
4543,10,"Abril","Miercoles",0,"00:00 a 05:59","Suchitepéquez","San Antonio Suchitepéquez","Rural","Ignorado","Hombre","28","25-29","Mayor","Automovil","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4544,11,"Abril","Jueves",18,"18:00 a 23:59","Guatemala","Guatemala","Urbano","18","Hombre","53","50-54","Mayor","Bus urbano","Azul","IGNORADO","Atropellado","Volvo","Normal"
4545,11,"Abril","Jueves",9,"06:00 a 11:59","Guatemala","Villa Nueva","Rural","Ignorado","Hombre","38","35-39","Mayor","Bus extraurbano","Amarillo","IGNORADO","Atropellado","Ignorado","Normal"
4546,11,"Abril","Jueves",5,"00:00 a 05:59","Chiquimula","Chiquimula","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4547,11,"Abril","Jueves",11,"06:00 a 11:59","Retalhuleu","Retalhuleu","Urbano","6","Mujer","16","15-19","Menor","Motocicleta","Ignorado","2011","Atropellado","Movesa","Normal"
4548,11,"Abril","Jueves",23,"18:00 a 23:59","Petén","San Benito","Rural","Ignorado","Hombre","50","50-54","Mayor","Pick up","Verde","IGNORADO","Atropellado","Toyota","Normal"
4549,11,"Abril","Jueves",23,"18:00 a 23:59","Petén","San Benito","Rural","Ignorado","Hombre","28","25-29","Mayor","Motocicleta","Negro","IGNORADO","Atropellado","Honda","Normal"
4550,11,"Abril","Jueves",17,"12:00 a 17:59","Petén","San Benito","Rural","Ignorado","Hombre","15","15-19","Menor","Motocicleta","Ignorado","IGNORADO","Atropellado","Ignorado","Normal"
4551,11,"Abril","Jueves",17,"12:00 a 17:59","Petén","San Benito","Rural","Ignorado","Hombre","25","25-29","Mayor","Automovil","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4552,11,"Abril","Jueves",17,"12:00 a 17:59","Solola","Santa Lucia Utatlán","Rural","Ignorado","Hombre","46","45-49","Mayor","Camión","Blanco","1999","Atropellado","International","Normal"
4553,12,"Abril","Viernes",23,"18:00 a 23:59","Guatemala","San Juan Sacatepéquez","Urbano","5","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4554,12,"Abril","Viernes",12,"12:00 a 17:59","Jutiapa","Jutiapa","Rural","Ignorado","Hombre","17","15-19","Menor","Motocicleta","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4555,12,"Abril","Viernes",18,"18:00 a 23:59","Escuintla","Escuintla","Rural","Ignorado","Hombre","47","45-49","Mayor","Motocicleta","Rojo","IGNORADO","Atropellado","Italika","Ebrio"
4556,13,"Abril","Sabado",21,"18:00 a 23:59","Guatemala","Guatemala","Urbano","11","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4557,13,"Abril","Sabado",23,"18:00 a 23:59","Guatemala","Guatemala","Urbano","7","Hombre","27","25-29","Mayor","Automovil","Café","IGNORADO","Atropellado","Toyota","Ignorado"
4558,13,"Abril","Sabado",19,"18:00 a 23:59","Guatemala","Guatemala","Urbano","7","Hombre","30","30-34","Mayor","Automovil","Azul","2000","Atropellado","Mazda","Ignorado"
4559,13,"Abril","Sabado",23,"18:00 a 23:59","Guatemala","San Juan Sacatepéquez","Urbano","6","Hombre","31","30-34","Mayor","Pick up","Blanco","1995","Atropellado","Ford","Ebrio"
4560,13,"Abril","Sabado",23,"18:00 a 23:59","Chiquimula","Chiquimula","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4561,13,"Abril","Sabado",12,"12:00 a 17:59","Chiquimula","Chiquimula","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4562,13,"Abril","Sabado",20,"18:00 a 23:59","Escuintla","Escuintla","Rural","Ignorado","Hombre","28","25-29","Mayor","Motocicleta","Ignorado","2006","Atropellado","Bajaj","Ignorado"
4563,13,"Abril","Sabado",2,"00:00 a 05:59","Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4564,13,"Abril","Sabado",15,"12:00 a 17:59","San Marcos","San Marcos","Rural","Ignorado","Hombre","52","50-54","Mayor","Automovil","Gris","1995","Atropellado","Mazda","Ebrio"
4565,13,"Abril","Sabado",20,"18:00 a 23:59","Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","31","30-34","Mayor","Pick up","Rojo","1987","Atropellado","Mazda","Normal"
4566,13,"Abril","Sabado",14,"12:00 a 17:59","Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4567,13,"Abril","Sabado",12,"12:00 a 17:59","Alta Verapaz","Cobán","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4568,13,"Abril","Sabado",20,"18:00 a 23:59","Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4569,13,"Abril","Sabado",20,"18:00 a 23:59","Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4570,13,"Abril","Sabado",22,"18:00 a 23:59","Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","30","30-34","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4571,13,"Abril","Sabado",20,"18:00 a 23:59","Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4572,14,"Abril","Domingo",11,"06:00 a 11:59","Guatemala","Palencia","Urbano","18","Hombre","42","40-44","Mayor","Pick up","Rojo","1987","Atropellado","Toyota","Ignorado"
4573,14,"Abril","Domingo",10,"06:00 a 11:59","Zacapa","Zacapa","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4574,14,"Abril","Domingo",21,"18:00 a 23:59","Escuintla","Escuintla","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Automovil","Ignorado","IGNORADO","Atropellado","Hyundai","Ignorado"
4575,14,"Abril","Domingo",20,"18:00 a 23:59","San Marcos","San Marcos","Rural","Ignorado","Hombre","26","25-29","Mayor","Pick up","Rojo","1988","Atropellado","Toyota","Ignorado"
4576,14,"Abril","Domingo",19,"18:00 a 23:59","Alta Verapaz","Cobán","Rural","Ignorado","Hombre","50","50-54","Mayor","Pick up","Blanco","IGNORADO","Atropellado","Toyota","Ignorado"
4577,15,"Abril","Lunes",15,"12:00 a 17:59","Guatemala","Santa Catarina Pinula","Urbano","10","Hombre","52","50-54","Mayor","Panel","Blanco","2009","Atropellado","Suzuki","Ignorado"
4578,15,"Abril","Lunes",16,"12:00 a 17:59","Guatemala","Guatemala","Urbano","7","Hombre","30","30-34","Mayor","Automovil","Azul","2000","Atropellado","Mazda","Ignorado"
4579,15,"Abril","Lunes",20,"18:00 a 23:59","Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Cabezal","Blanco","IGNORADO","Atropellado","Ignorado","Ignorado"
4580,15,"Abril","Lunes",22,"18:00 a 23:59","Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4581,15,"Abril","Lunes",7,"06:00 a 11:59","Quiché","Santa Cruz del Quiché","Rural","Ignorado","Hombre","32","30-34","Mayor","Motocicleta","Ignorado","IGNORADO","Atropellado","Ignorado","Normal"
4582,16,"Abril","Martes",14,"12:00 a 17:59","Guatemala","Palencia","Urbano","18","Hombre","23","20-24","Mayor","Pick up","Verde","IGNORADO","Atropellado","Toyota","Ignorado"
4583,16,"Abril","Martes",22,"18:00 a 23:59","Guatemala","Santa Catarina Pinula","Urbano","14","Hombre","Ignorado","Ignorado","Mayor","Pick up","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4584,16,"Abril","Martes",10,"06:00 a 11:59","Santa Rosa","Cuilapa","Rural","Ignorado","Hombre","39","35-39","Mayor","Pick up","Azul","1987","Atropellado","Dodge_duplicated_11","Ebrio"
4585,16,"Abril","Martes",10,"06:00 a 11:59","Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","23","20-24","Mayor","Motocicleta","Rojo","2012","Atropellado","Honda","Ignorado"
4586,16,"Abril","Martes",10,"06:00 a 11:59","Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Cabezal","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4587,16,"Abril","Martes",22,"18:00 a 23:59","San Marcos","San Marcos","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4588,16,"Abril","Martes",15,"12:00 a 17:59","El Progreso","Guastatoya","Rural","Ignorado","Hombre","15","15-19","Menor","Motocicleta","Rojo","IGNORADO","Atropellado","Ignorado","Ignorado"
4589,16,"Abril","Martes",20,"18:00 a 23:59","Izabal","Puerto Barrios","Rural","Ignorado","Hombre","47","45-49","Mayor","Automovil","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4590,16,"Abril","Martes",14,"12:00 a 17:59","Solola","Sololá","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4591,17,"Abril","Miercoles",15,"12:00 a 17:59","Guatemala","Guatemala","Urbano","12","Hombre","30","30-34","Mayor","Pick up","Blanco","2000","Atropellado","Ford","Normal"
4592,17,"Abril","Miercoles",12,"12:00 a 17:59","Guatemala","Mixco","Urbano","11","Hombre","27","25-29","Mayor","Camioneta","Azul","2012","Atropellado","Hyundai","Normal"
4593,17,"Abril","Miercoles",22,"18:00 a 23:59","Guatemala","Amatitlán","Rural","Ignorado","Hombre","15","15-19","Menor","Motocicleta","Ignorado","IGNORADO","Atropellado","Ignorado","Normal"
4594,17,"Abril","Miercoles",18,"18:00 a 23:59","Quetzaltenango","Palestina de los Altos","Rural","Ignorado","Hombre","16","15-19","Menor","Motocicleta","Ignorado","IGNORADO","Atropellado","Movesa","Normal"
4595,17,"Abril","Miercoles",15,"12:00 a 17:59","Solola","Sololá","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Pick up","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4596,18,"Abril","Jueves",18,"18:00 a 23:59","Guatemala","Petapa","Urbano","7","Hombre","37","35-39","Mayor","Automovil","Ignorado","1998","Atropellado","Hyundai","Ignorado"
4597,18,"Abril","Jueves",18,"18:00 a 23:59","Guatemala","Petapa","Urbano","7","Hombre","Ignorado","Ignorado","Mayor","Automovil","Azul","IGNORADO","Atropellado","Toyota","Ignorado"
4598,18,"Abril","Jueves",13,"12:00 a 17:59","Guatemala","Villa Nueva","Urbano","3","Hombre","Ignorado","Ignorado","Mayor","Motocicleta","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4599,18,"Abril","Jueves",7,"06:00 a 11:59","Suchitepéquez","San Gabriel","Urbano","Ignorado","Hombre","34","30-34","Mayor","Motocicleta","Azul","2008","Atropellado","Suzuki","Normal"
4600,18,"Abril","Jueves",18,"18:00 a 23:59","Suchitepéquez","Mazatenango","Urbano","1","Hombre","Ignorado","Ignorado","Mayor","Automovil","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4601,18,"Abril","Jueves",8,"06:00 a 11:59","Alta Verapaz","Chisec","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Camión","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4602,18,"Abril","Jueves",0,"00:00 a 05:59","Solola","Panajachel","Rural","Ignorado","Hombre","32","30-34","Mayor","Pick up","Azul","1998","Atropellado","Toyota","Ignorado"
4603,19,"Abril","Viernes",13,"12:00 a 17:59","Guatemala","Guatemala","Urbano","3","Hombre","34","30-34","Mayor","Automovil","Verde","IGNORADO","Atropellado","Toyota","Normal"
4604,19,"Abril","Viernes",21,"18:00 a 23:59","Guatemala","Guatemala","Urbano","8","Hombre","50","50-54","Mayor","Panel","Verde","IGNORADO","Atropellado","Mitsubishi","Normal"
4605,19,"Abril","Viernes",0,"00:00 a 05:59","Guatemala","Guatemala","Urbano","18","Hombre","40","40-44","Mayor","Automovil","Gris","1991","Atropellado","Ignorado","Normal"
4606,19,"Abril","Viernes",18,"18:00 a 23:59","Guatemala","Mixco","Urbano","7","Hombre","18","15-19","Mayor","Motocicleta","Negro","IGNORADO","Atropellado","Bajaj","Normal"
4607,19,"Abril","Viernes",0,"00:00 a 05:59","Jutiapa","Pasaco","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Motocicleta","Ignorado","2006","Atropellado","Honda","Ignorado"
4608,19,"Abril","Viernes",7,"06:00 a 11:59","San Marcos","Malacatán","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4609,19,"Abril","Viernes",7,"06:00 a 11:59","Alta Verapaz","Tactic","Rural","Ignorado","Hombre","28","25-29","Mayor","Camión","Blanco","2000","Atropellado","Ignorado","Normal"
4610,19,"Abril","Viernes",19,"18:00 a 23:59","Izabal","Los Amates","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4611,20,"Abril","Sabado",23,"18:00 a 23:59","Guatemala","Guatemala","Urbano","3","Hombre","50","50-54","Mayor","Automovil","Amarillo","1987","Atropellado","Mitsubishi","Ebrio"
4612,20,"Abril","Sabado",20,"18:00 a 23:59","Guatemala","Guatemala","Urbano","11","Hombre","49","45-49","Mayor","Motocicleta","Negro","2012","Atropellado","Suzuki","Normal"
4613,20,"Abril","Sabado",20,"18:00 a 23:59","Guatemala","Guatemala","Urbano","7","Hombre","Ignorado","Ignorado","Mayor","Automovil","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4614,20,"Abril","Sabado",9,"06:00 a 11:59","Zacapa","Gualán","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Tractor","Ignorado","IGNORADO","Atropellado","Ignorado","Normal"
4615,20,"Abril","Sabado",22,"18:00 a 23:59","Escuintla","Escuintla","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Cabezal","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4616,20,"Abril","Sabado",21,"18:00 a 23:59","Santa Rosa","San Rafael Las Flores","Rural","Ignorado","Hombre","24","20-24","Mayor","Motocicleta","Blanco","2009","Atropellado","Honda","Normal"
4617,20,"Abril","Sabado",17,"12:00 a 17:59","San Marcos","Ayutla","Rural","Ignorado","Hombre","24","20-24","Mayor","Pick up","Café","IGNORADO","Atropellado","Toyota","Ebrio"
4618,20,"Abril","Sabado",16,"12:00 a 17:59","San Marcos","San Marcos","Urbano","2","Hombre","Ignorado","Ignorado","Mayor","Cabezal","Azul","IGNORADO","Atropellado","Freightliner","Ignorado"
4619,20,"Abril","Sabado",17,"12:00 a 17:59","Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Motocicleta","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4620,20,"Abril","Sabado",15,"12:00 a 17:59","Petén","Dolores","Rural","Ignorado","Mujer","13","Menor de 15","Menor","Motocicleta","Negro","IGNORADO","Atropellado","Ignorado","Ignorado"
4621,20,"Abril","Sabado",20,"18:00 a 23:59","Sacatepéquez","Magdalena Milpas Altas","Rural","Ignorado","Hombre","32","30-34","Mayor","Automovil","Negro","1998","Atropellado","Mazda","Ebrio"
4622,21,"Abril","Domingo",20,"18:00 a 23:59","Guatemala","Villa Nueva","Urbano","1","Hombre","23","20-24","Mayor","Automovil","Blanco","1998","Atropellado","Kia","Normal"
4623,21,"Abril","Domingo",13,"12:00 a 17:59","Alta Verapaz","Santa Cruz Verapaz","Rural","Ignorado","Hombre","23","20-24","Mayor","Bus extraurbano","Verde","2000","Atropellado","Kia","Normal"
4624,22,"Abril","Lunes",15,"12:00 a 17:59","Guatemala","Guatemala","Urbano","9","Hombre","69","60 y mas","Ignorado","Automovil","Corinto","1990","Atropellado","Honda","Ignorado"
4625,22,"Abril","Lunes",15,"12:00 a 17:59","Guatemala","Palencia","Urbano","6","Hombre","32","30-34","Ignorado","Bus urbano","Rojo","IGNORADO","Atropellado","Ignorado","Ignorado"
4626,22,"Abril","Lunes",13,"12:00 a 17:59","Guatemala","Villa Nueva","Urbano","2","Hombre","34","30-34","Ignorado","Cabezal","Blanco","1995","Atropellado","International","Ignorado"
4627,22,"Abril","Lunes",22,"18:00 a 23:59","Jutiapa","Jutiapa","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4628,22,"Abril","Lunes",6,"06:00 a 11:59","Escuintla","Escuintla","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4629,22,"Abril","Lunes",22,"18:00 a 23:59","Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","23","20-24","Mayor","Motocicleta","Azul","IGNORADO","Atropellado","Honda","Normal"
4630,22,"Abril","Lunes",11,"06:00 a 11:59","Alta Verapaz","Cobán","Rural","Ignorado","Hombre","51","50-54","Mayor","Automovil","Ignorado","1999","Atropellado","Nissan_duplicated_37","Ignorado"
4631,22,"Abril","Lunes",19,"18:00 a 23:59","Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Pick up","Verde","IGNORADO","Atropellado","Ignorado","Ignorado"
4632,22,"Abril","Lunes",19,"18:00 a 23:59","Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
4633,23,"Abril","Martes",18,"18:00 a 23:59","Guatemala","Guatemala","Urbano","7","Hombre","26","25-29","Mayor","Automovil","Gris","2001","Atropellado","Hyundai","Ignorado"
