"","núm_corre","año_ocu","día_ocu","hora_ocu","g_hora","g_hora_5","mes_ocu","día_sem_ocu","mupio_ocu","depto_ocu","zona_ocu","sexo_per","edad_per","g_edad_80ymás","g_edad_60ymás","edad_quinquenales","mayor_menor","tipo_veh","marca_veh","color_veh","modelo_veh","g_modelo_veh","tipo_eve","fall_les","int_o_noint"
"4774",4774,2017,25,15,3,2,7,2,1801,18,99,1,19,2,2,4,1,4,27,5,9999,6,1,2,1
"4775",4775,2017,25,17,3,2,7,2,701,7,99,1,73,13,11,15,1,1,999,3,9999,6,1,2,1
"4776",4776,2017,25,17,3,2,7,2,701,7,99,1,999,16,12,18,1,1,999,3,9999,6,1,2,1
"4777",4777,2017,25,17,3,2,7,2,701,7,99,1,999,16,12,18,1,1,999,3,9999,6,1,2,1
"4778",4778,2017,25,17,3,2,7,2,701,7,99,1,999,16,12,18,1,1,999,3,9999,6,1,2,1
"4779",4779,2017,25,1,1,1,7,2,101,1,13,1,27,4,4,6,1,4,54,5,9999,6,4,1,2
"4780",4780,2017,25,21,4,3,7,2,109,1,99,1,999,16,12,18,1,4,999,5,9999,6,4,1,2
"4781",4781,2017,26,14,3,2,7,3,509,5,99,2,999,16,12,18,1,4,54,5,9999,6,4,2,1
"4782",4782,2017,26,16,3,2,7,3,601,6,99,1,35,6,6,8,1,14,6,1,9999,6,1,2,2
"4783",4783,2017,26,16,3,2,7,3,601,6,99,1,23,3,3,5,1,4,18,5,9999,6,1,2,2
"4784",4784,2017,26,16,3,2,7,3,601,6,99,2,26,4,4,6,1,4,18,5,9999,6,1,2,2
"4785",4785,2017,26,17,3,2,7,3,608,6,99,1,42,7,7,9,1,6,19,1,2000,4,2,2,1
"4786",4786,2017,26,17,3,2,7,3,608,6,99,1,21,3,3,5,1,6,19,1,2000,4,2,2,1
"4787",4787,2017,26,19,4,3,7,3,608,6,99,1,22,3,3,5,1,4,6,3,2017,5,1,2,1
"4788",4788,2017,26,19,4,3,7,3,608,6,99,2,40,7,7,9,1,4,6,3,2017,5,1,2,1
"4789",4789,2017,26,19,4,3,7,3,608,6,99,2,19,2,2,4,1,4,6,3,2017,5,1,2,1
"4790",4790,2017,26,9,2,1,7,3,1215,12,99,1,65,12,11,14,1,3,69,99,9999,6,1,2,1
"4791",4791,2017,26,9,2,1,7,3,1215,12,99,1,22,3,3,5,1,3,69,99,9999,6,1,2,1
"4792",4792,2017,26,19,4,3,7,3,1601,16,99,1,31,5,5,7,1,4,6,3,9999,6,1,2,1
"4793",4793,2017,26,23,4,3,7,3,1507,15,99,1,42,7,7,9,1,4,999,99,9999,6,1,2,1
"4794",4794,2017,26,9,2,1,7,3,203,2,99,1,26,4,4,6,1,4,67,3,9999,6,1,2,1
"4795",4795,2017,27,20,4,3,7,4,1106,11,99,1,21,3,3,5,1,4,999,99,9999,6,2,2,1
"4796",4796,2017,27,2,1,1,7,4,301,3,99,1,30,5,5,7,1,4,27,3,9999,6,2,1,2
"4797",4797,2017,27,20,4,3,7,4,117,1,99,1,52,9,9,11,1,4,76,5,2014,5,1,2,1
"4798",4798,2017,27,15,3,2,7,4,1805,18,99,1,25,4,4,6,1,2,69,3,9999,6,4,1,2
"4799",4799,2017,27,15,3,2,7,4,1805,18,99,1,999,16,12,18,1,2,69,3,9999,6,4,1,2
"4800",4800,2017,27,15,3,2,7,4,1805,18,99,1,999,16,12,18,1,2,69,3,9999,6,4,1,2
"4801",4801,2017,27,2,1,1,7,4,101,1,1,1,29,4,4,6,1,1,48,2,2016,5,1,2,1
"4802",4802,2017,27,15,3,2,7,4,101,1,21,1,999,16,12,18,1,4,76,7,9999,6,1,2,1
"4803",4803,2017,28,4,1,1,7,5,101,1,14,1,999,16,12,18,1,1,66,14,9999,6,2,1,2
"4804",4804,2017,28,4,1,1,7,5,101,1,14,2,19,2,2,4,1,1,66,14,9999,6,2,2,1
"4805",4805,2017,28,10,2,1,7,5,117,1,99,2,40,7,7,9,1,1,27,3,9999,6,1,2,1
"4806",4806,2017,28,11,2,1,7,5,2203,22,99,1,25,4,4,6,1,4,6,1,9999,6,2,2,1
"4807",4807,2017,28,11,2,1,7,5,2203,22,99,1,29,4,4,6,1,4,6,1,9999,6,2,1,2
"4808",4808,2017,28,22,4,3,7,5,501,5,99,1,22,3,3,5,1,3,69,2,9999,6,1,2,1
"4809",4809,2017,28,22,4,3,7,5,501,5,99,1,17,2,2,4,2,3,69,2,9999,6,1,2,1
"4810",4810,2017,28,20,4,3,7,5,1610,16,99,1,28,4,4,6,1,1,56,5,1988,2,1,2,2
"4811",4811,2017,28,11,2,1,7,5,1610,16,99,1,16,2,2,4,2,18,999,1,9999,6,1,2,1
"4812",4812,2017,28,14,3,2,7,5,1604,16,99,1,20,3,3,5,1,18,999,99,9999,6,1,2,1
"4813",4813,2017,28,19,4,3,7,5,1604,16,99,2,45,8,8,10,1,9,10,3,2014,5,1,2,1
"4814",4814,2017,28,19,4,3,7,5,1604,16,99,2,14,1,1,3,2,9,10,3,2014,5,1,2,1
"4815",4815,2017,28,19,4,3,7,5,1604,16,99,1,16,2,2,4,2,9,10,3,2014,5,1,2,1
"4816",4816,2017,28,19,4,3,7,5,1604,16,99,2,22,3,3,5,1,9,10,3,2014,5,1,2,2
"4817",4817,2017,28,7,2,1,7,5,415,4,99,1,32,5,5,7,1,3,69,2,2010,5,1,2,1
"4818",4818,2017,28,7,2,1,7,5,415,4,99,1,37,6,6,8,1,3,69,2,2010,5,1,2,1
"4819",4819,2017,29,23,4,3,7,6,101,1,3,1,23,3,3,5,1,4,6,3,9999,6,1,2,1
"4820",4820,2017,29,22,4,3,7,6,101,1,6,1,18,2,2,4,1,4,67,3,9999,6,1,2,1
"4821",4821,2017,29,1,1,1,7,6,101,1,12,1,23,3,3,5,1,3,56,2,9999,6,1,2,1
"4822",4822,2017,29,1,1,1,7,6,101,1,12,1,50,9,9,11,1,3,56,2,9999,6,1,2,1
"4823",4823,2017,29,1,1,1,7,6,101,1,12,2,40,7,7,9,1,3,56,2,9999,6,1,1,2
"4824",4824,2017,29,1,1,1,7,6,101,1,12,1,22,3,3,5,1,3,56,2,9999,6,1,1,2
"4825",4825,2017,29,5,1,1,7,6,109,1,99,1,34,5,5,7,1,4,6,9,9999,6,1,2,1
"4826",4826,2017,29,23,4,3,7,6,117,1,99,1,52,9,9,11,1,1,999,9,9999,6,1,2,1
"4827",4827,2017,29,1,1,1,7,6,117,1,99,1,26,4,4,6,1,4,6,5,9999,6,1,2,1
"4828",4828,2017,29,15,3,2,7,6,502,5,99,1,23,3,3,5,1,4,999,5,9999,6,1,2,1
"4829",4829,2017,29,0,1,1,7,6,502,5,99,1,24,3,3,5,1,4,67,3,2016,5,1,2,1
"4830",4830,2017,29,0,1,1,7,6,503,5,99,1,31,5,5,7,1,4,67,5,2006,4,2,1,2
"4831",4831,2017,29,18,4,3,7,6,1105,11,99,1,55,10,10,12,1,2,48,2,2003,4,1,2,1
"4832",4832,2017,29,18,4,3,7,6,1105,11,99,2,14,1,1,3,2,2,48,2,2003,4,1,2,1
"4833",4833,2017,29,18,4,3,7,6,1105,11,99,2,19,2,2,4,1,2,48,2,2003,4,1,2,1
"4834",4834,2017,29,18,4,3,7,6,1105,11,99,2,3,1,1,1,2,2,48,2,2003,4,1,2,1
"4835",4835,2017,29,18,4,3,7,6,1105,11,99,2,1,1,1,1,2,2,48,2,2003,4,1,2,1
"4836",4836,2017,29,15,3,2,7,6,801,8,99,2,16,2,2,4,2,9,69,1,2007,4,1,2,2
"4837",4837,2017,29,12,3,2,7,6,205,2,99,1,24,3,3,5,1,4,999,99,9999,6,1,2,1
"4838",4838,2017,29,15,3,2,7,6,1712,17,99,1,19,2,2,4,1,4,18,1,9999,6,1,2,1
"4839",4839,2017,29,10,2,1,7,6,704,7,99,1,44,7,7,9,1,4,32,4,9999,6,1,2,1
"4840",4840,2017,29,17,3,2,7,6,701,7,99,2,59,10,10,12,1,1,999,99,9999,6,4,1,2
"4841",4841,2017,30,13,3,2,7,7,101,1,18,1,24,3,3,5,1,4,999,2,9999,6,1,2,1
"4842",4842,2017,30,19,4,3,7,7,101,1,24,2,43,7,7,9,1,14,6,1,2013,5,1,2,1
"4843",4843,2017,30,19,4,3,7,7,101,1,24,2,10,1,1,3,2,14,6,1,2013,5,1,2,1
"4844",4844,2017,30,17,3,2,7,7,109,1,99,2,35,6,6,8,1,1,52,4,2002,4,1,2,1
"4845",4845,2017,30,17,3,2,7,7,109,1,99,2,1,1,1,1,2,1,52,4,2002,4,1,2,1
"4846",4846,2017,30,17,3,2,7,7,109,1,99,1,1,1,1,1,2,1,52,4,2002,4,1,2,1
"4847",4847,2017,30,3,1,1,7,7,2106,21,99,1,24,3,3,5,1,4,6,5,2010,5,2,2,1
"4848",4848,2017,30,19,4,3,7,7,502,5,99,1,19,2,2,4,1,4,6,5,2015,5,1,2,1
"4849",4849,2017,30,17,3,2,7,7,511,5,99,1,37,6,6,8,1,3,56,2,2008,4,3,1,2
"4850",4850,2017,30,17,3,2,7,7,511,5,99,1,27,4,4,6,1,3,56,2,2008,4,3,2,1
"4851",4851,2017,30,15,3,2,7,7,507,5,99,1,37,6,6,8,1,4,999,99,9999,6,2,1,2
"4852",4852,2017,30,11,2,1,7,7,920,9,99,1,15,2,2,4,2,4,6,3,9999,6,1,1,2
"4853",4853,2017,30,15,3,2,7,7,1306,13,99,1,25,4,4,6,1,12,999,2,9999,6,4,2,1
"4854",4854,2017,30,15,3,2,7,7,1306,13,99,2,20,3,3,5,1,12,999,2,9999,6,4,2,1
"4855",4855,2017,30,15,3,2,7,7,1306,13,99,2,13,1,1,3,2,12,999,2,9999,6,4,2,1
"4856",4856,2017,30,15,3,2,7,7,1306,13,99,2,19,2,2,4,1,12,999,2,9999,6,4,2,1
"4857",4857,2017,30,15,3,2,7,7,1306,13,99,2,16,2,2,4,2,12,999,2,9999,6,4,2,1
"4858",4858,2017,30,15,3,2,7,7,1306,13,99,1,18,2,2,4,1,12,999,2,9999,6,4,2,1
"4859",4859,2017,30,15,3,2,7,7,1306,13,99,1,36,6,6,8,1,12,999,2,9999,6,4,2,1
"4860",4860,2017,30,15,3,2,7,7,1306,13,99,1,16,2,2,4,2,12,999,2,9999,6,4,2,1
"4861",4861,2017,30,15,3,2,7,7,1306,13,99,2,14,1,1,3,2,12,999,2,9999,6,4,2,1
"4862",4862,2017,30,15,3,2,7,7,1306,13,99,1,5,1,1,2,2,12,999,2,9999,6,4,2,1
"4863",4863,2017,30,15,3,2,7,7,1306,13,99,2,45,8,8,10,1,12,999,2,9999,6,4,2,1
"4864",4864,2017,30,15,3,2,7,7,1306,13,99,1,25,4,4,6,1,12,999,2,9999,6,4,2,1
"4865",4865,2017,30,15,3,2,7,7,1306,13,99,1,62,11,11,13,1,12,999,2,9999,6,4,2,1
"4866",4866,2017,30,15,3,2,7,7,1306,13,99,1,24,3,3,5,1,12,999,2,9999,6,4,2,1
"4867",4867,2017,30,15,3,2,7,7,1306,13,99,2,35,6,6,8,1,12,999,2,9999,6,4,2,1
"4868",4868,2017,30,15,3,2,7,7,1306,13,99,2,12,1,1,3,2,12,999,2,9999,6,4,2,1
"4869",4869,2017,30,15,3,2,7,7,1306,13,99,2,38,6,6,8,1,12,999,2,9999,6,4,2,1
"4870",4870,2017,30,15,3,2,7,7,1306,13,99,2,52,9,9,11,1,12,999,2,9999,6,4,2,1
"4871",4871,2017,30,15,3,2,7,7,1306,13,99,1,10,1,1,3,2,12,999,2,9999,6,4,2,1
"4872",4872,2017,30,15,3,2,7,7,1306,13,99,2,14,1,1,3,2,12,999,2,9999,6,4,2,1
"4873",4873,2017,30,15,3,2,7,7,1306,13,99,1,7,1,1,2,2,12,999,2,9999,6,4,2,1
"4874",4874,2017,30,15,3,2,7,7,1306,13,99,1,19,2,2,4,1,12,999,2,9999,6,4,2,1
"4875",4875,2017,30,15,3,2,7,7,1306,13,99,2,19,2,2,4,1,12,999,2,9999,6,4,2,1
"4876",4876,2017,30,15,3,2,7,7,1306,13,99,2,12,1,1,3,2,12,999,2,9999,6,4,2,1
"4877",4877,2017,30,15,3,2,7,7,1306,13,99,2,10,1,1,3,2,12,999,2,9999,6,4,2,1
"4878",4878,2017,30,15,3,2,7,7,1306,13,99,1,35,6,6,8,1,12,999,2,9999,6,4,2,1
"4879",4879,2017,30,15,3,2,7,7,1306,13,99,1,0,1,1,1,2,12,999,2,9999,6,4,2,1
"4880",4880,2017,30,15,3,2,7,7,1306,13,99,2,24,3,3,5,1,12,999,2,9999,6,4,2,1
"4881",4881,2017,30,15,3,2,7,7,1306,13,99,1,10,1,1,3,2,12,999,2,9999,6,4,2,1
"4882",4882,2017,30,15,3,2,7,7,1306,13,99,2,20,3,3,5,1,12,999,2,9999,6,4,2,1
"4883",4883,2017,30,15,3,2,7,7,1306,13,99,2,46,8,8,10,1,12,999,2,9999,6,4,2,1
"4884",4884,2017,30,15,3,2,7,7,1306,13,99,2,41,7,7,9,1,12,999,2,9999,6,4,2,1
"4885",4885,2017,30,15,3,2,7,7,1306,13,99,1,25,4,4,6,1,12,999,2,9999,6,4,2,1
"4886",4886,2017,30,15,3,2,7,7,1306,13,99,1,24,3,3,5,1,12,999,2,9999,6,4,2,1
"4887",4887,2017,30,12,3,2,7,7,401,4,99,1,24,3,3,5,1,4,27,1,2017,5,1,2,1
"4888",4888,2017,30,17,3,2,7,7,303,3,99,1,54,9,9,11,1,4,27,99,2008,4,1,2,1
"4889",4889,2017,31,18,4,3,7,1,101,1,9,1,21,3,3,5,1,4,6,4,9999,6,1,2,1
"4890",4890,2017,31,20,4,3,7,1,101,1,6,1,28,4,4,6,1,4,6,5,9999,6,1,1,2
"4891",4891,2017,31,3,1,1,7,1,106,1,99,2,52,9,9,11,1,1,27,5,2004,4,2,2,1
"4892",4892,2017,31,8,2,1,7,1,2201,22,99,1,70,13,11,15,1,5,23,2,9999,6,3,2,1
"4893",4893,2017,31,7,2,1,7,1,1805,18,99,2,22,3,3,5,1,4,67,1,9999,6,1,2,1
"4894",4894,2017,31,1,1,1,7,1,1804,18,99,1,28,4,4,6,1,4,67,4,9999,6,1,1,2
"4895",4895,2017,31,1,1,1,7,1,1804,18,99,1,21,3,3,5,1,4,67,5,9999,6,1,2,1
"4896",4896,2017,31,1,1,1,7,1,1804,18,99,1,28,4,4,6,1,4,67,4,9999,6,1,2,1
"4897",4897,2017,31,8,2,1,7,1,1804,18,99,1,25,4,4,6,1,4,2,5,9999,6,1,1,2
"4898",4898,2017,31,8,2,1,7,1,1804,18,99,2,30,5,5,7,1,4,2,5,9999,6,1,1,2
"4899",4899,2017,31,8,2,1,7,1,1804,18,99,2,7,1,1,2,2,4,2,5,9999,6,1,1,2
"4900",4900,2017,1,20,4,3,7,6,101,1,13,1,65,12,11,14,1,4,6,1,9999,6,5,1,2
"4901",4901,2017,1,23,4,3,7,6,113,1,99,1,29,4,4,6,1,11,50,2,9999,6,5,1,2
"4902",4902,2017,1,23,4,3,7,6,113,1,99,2,47,8,8,10,1,11,50,2,9999,6,5,2,1
"4903",4903,2017,1,18,4,3,7,6,2006,20,99,1,63,11,11,13,1,3,999,1,9999,6,5,1,2
"4904",4904,2017,1,12,3,2,7,6,1020,10,99,1,77,14,11,16,1,99,999,99,9999,6,5,1,2
"4905",4905,2017,1,19,4,3,7,6,1602,16,99,2,53,9,9,11,1,4,76,11,2011,5,5,1,2
"4906",4906,2017,2,10,2,1,7,7,101,1,7,2,75,14,11,16,1,4,999,99,9999,6,5,2,1
"4907",4907,2017,2,14,3,2,7,7,101,1,11,1,42,7,7,9,1,2,999,3,9999,6,5,1,2
"4908",4908,2017,2,13,3,2,7,7,109,1,99,1,999,16,12,18,1,4,999,99,9999,6,5,2,1
"4909",4909,2017,2,12,3,2,7,7,2009,20,99,1,999,16,12,18,1,3,69,6,1993,3,5,2,1
"4910",4910,2017,2,16,3,2,7,7,614,6,99,1,46,8,8,10,1,4,77,99,9999,6,5,2,1
"4911",4911,2017,2,16,3,2,7,7,614,6,99,1,16,2,2,4,2,4,77,99,9999,6,5,1,2
"4912",4912,2017,2,5,1,1,7,7,609,6,99,1,27,4,4,6,1,6,999,99,9999,6,5,2,1
"4913",4913,2017,2,5,1,1,7,7,609,6,99,1,32,5,5,7,1,6,999,99,9999,6,5,1,2
"4914",4914,2017,2,5,1,1,7,7,609,6,99,1,26,4,4,6,1,6,999,99,9999,6,5,2,1
"4915",4915,2017,2,16,3,2,7,7,601,6,99,1,55,10,10,12,1,1,999,99,9999,6,5,2,1
"4916",4916,2017,2,12,3,2,7,7,1008,10,99,2,46,8,8,10,1,3,69,5,1987,2,5,2,1
"4917",4917,2017,2,11,2,1,7,7,920,9,99,1,66,12,11,14,1,4,42,1,9999,6,5,1,2
"4918",4918,2017,2,23,4,3,7,7,1604,16,99,2,35,6,6,8,1,3,69,2,9999,6,5,1,2
"4919",4919,2017,3,20,4,3,7,1,117,1,99,1,35,6,6,8,1,1,4,5,2009,4,5,2,1
"4920",4920,2017,3,18,4,3,7,1,602,6,99,1,52,9,9,11,1,4,115,1,2012,5,5,2,1
"4921",4921,2017,3,16,3,2,7,1,1312,13,99,1,77,14,11,16,1,99,999,99,9999,6,5,1,2
"4922",4922,2017,3,11,2,1,7,1,1508,15,99,2,29,4,4,6,1,99,69,2,2016,5,5,2,1
"4923",4923,2017,3,14,3,2,7,1,1803,18,99,1,65,12,11,14,1,4,999,99,9999,6,5,2,1
"4924",4924,2017,3,7,2,1,7,1,401,4,99,1,36,6,6,8,1,12,30,7,9999,6,5,2,1
"4925",4925,2017,4,19,4,3,7,2,101,1,6,2,48,8,8,10,1,3,31,11,2016,5,5,2,1
"4926",4926,2017,4,19,4,3,7,2,101,1,6,1,17,2,2,4,2,3,31,11,2016,5,5,2,1
"4927",4927,2017,5,15,3,2,7,3,1103,11,99,1,65,12,11,14,1,12,126,1,1996,3,5,2,1
"4928",4928,2017,5,22,4,3,7,3,1312,13,99,2,78,14,11,16,1,3,69,2,9999,6,5,1,2
"4929",4929,2017,5,13,3,2,7,3,1413,14,99,1,5,1,1,2,2,3,52,4,2006,4,5,2,1
"4930",4930,2017,5,22,4,3,7,3,719,7,99,2,999,16,12,18,1,14,6,1,9999,6,5,2,1
"4931",4931,2017,5,22,4,3,7,3,719,7,99,1,999,16,12,18,1,14,6,1,9999,6,5,2,1
"4932",4932,2017,5,12,3,2,7,3,406,4,99,1,48,8,8,10,1,1,10,5,1998,3,5,1,2
"4933",4933,2017,6,2,1,1,7,4,101,1,11,1,999,16,12,18,1,99,999,99,9999,6,5,2,1
"4934",4934,2017,6,10,2,1,7,4,101,1,19,2,32,5,5,7,1,2,10,3,1999,3,5,2,1
"4935",4935,2017,7,19,4,3,7,5,502,5,99,2,20,3,3,5,1,4,54,5,9999,6,5,2,1
"4936",4936,2017,7,17,3,2,7,5,1105,11,99,1,20,3,3,5,1,4,6,5,9999,6,5,2,1
"4937",4937,2017,7,1,1,1,7,5,110,1,99,1,31,5,5,7,1,99,999,99,9999,6,5,1,2
"4938",4938,2017,7,21,4,3,7,5,109,1,99,1,35,6,6,8,1,9,10,2,1998,3,5,2,1
"4939",4939,2017,7,7,2,1,7,5,107,1,99,1,55,10,10,12,1,99,999,99,9999,6,5,2,1
"4940",4940,2017,8,2,1,1,7,6,101,1,18,1,21,3,3,5,1,5,999,99,9999,6,5,1,2
"4941",4941,2017,8,21,4,3,7,6,601,6,99,1,45,8,8,10,1,2,69,6,9999,6,5,2,1
"4942",4942,2017,8,19,4,3,7,6,920,9,99,1,37,6,6,8,1,3,69,3,9999,6,5,2,1
"4943",4943,2017,8,18,4,3,7,6,1302,13,99,1,17,2,2,4,2,5,999,99,9999,6,5,2,1
"4944",4944,2017,8,12,3,2,7,6,1610,16,99,2,86,15,11,17,1,2,31,2,2017,5,5,1,2
"4945",4945,2017,8,12,3,2,7,6,1604,16,99,1,13,1,1,3,2,5,999,99,9999,6,5,2,1
"4946",4946,2017,9,10,2,1,7,7,401,4,99,1,47,8,8,10,1,4,67,5,9999,6,5,2,1
"4947",4947,2017,9,4,1,1,7,7,401,4,99,1,30,5,5,7,1,99,999,99,9999,6,5,1,2
"4948",4948,2017,9,2,1,1,7,7,401,4,99,1,999,16,12,18,1,99,999,99,9999,6,5,1,2
"4949",4949,2017,9,3,1,1,7,7,301,3,99,1,19,2,2,4,1,4,999,99,9999,6,5,2,1
"4950",4950,2017,9,22,4,3,7,7,101,1,7,1,61,11,11,13,1,1,48,7,2009,4,5,2,1
"4951",4951,2017,9,18,4,3,7,7,1904,19,99,1,22,3,3,5,1,1,999,1,9999,6,5,2,1
"4952",4952,2017,9,18,4,3,7,7,1904,19,99,1,16,2,2,4,2,1,999,1,9999,6,5,2,1
"4953",4953,2017,10,20,4,3,7,1,101,1,6,1,65,12,11,14,1,12,999,99,9999,6,5,2,1
"4954",4954,2017,10,10,2,1,7,1,101,1,7,1,72,13,11,15,1,1,41,99,2014,5,5,1,2
"4955",4955,2017,10,6,2,1,7,1,502,5,99,1,53,9,9,11,1,99,999,99,9999,6,5,1,2
"4956",4956,2017,10,18,4,3,7,1,1615,16,99,1,44,7,7,9,1,99,999,99,9999,6,5,2,1
"4957",4957,2017,10,18,4,3,7,1,1615,16,99,1,20,3,3,5,1,99,999,99,9999,6,5,2,1
"4958",4958,2017,11,18,4,3,7,2,101,1,9,2,21,3,3,5,1,3,17,3,9999,6,5,2,1
"4959",4959,2017,11,5,1,1,7,2,101,1,7,1,80,15,11,17,1,1,52,4,2002,4,5,2,1
"4960",4960,2017,11,9,2,1,7,2,101,1,11,2,50,9,9,11,1,12,999,99,9999,6,5,1,2
"4961",4961,2017,11,7,2,1,7,2,101,1,7,1,28,4,4,6,1,1,999,99,9999,6,5,2,1
"4962",4962,2017,11,11,2,1,7,2,112,1,99,2,27,4,4,6,1,2,56,4,2009,4,5,2,1
"4963",4963,2017,11,13,3,2,7,2,2101,21,99,2,83,15,11,17,1,12,999,99,9999,6,5,1,2
"4964",4964,2017,11,4,1,1,7,2,601,6,99,1,60,11,11,13,1,99,999,99,9999,6,5,1,2
"4965",4965,2017,11,18,4,3,7,2,920,9,99,1,23,3,3,5,1,3,69,1,1985,2,5,2,1
"4966",4966,2017,11,18,4,3,7,2,401,4,99,2,23,3,3,5,1,12,30,7,1997,3,5,2,1
"4967",4967,2017,11,16,3,2,7,2,407,4,99,2,45,8,8,10,1,3,999,99,9999,6,5,2,1
"4968",4968,2017,12,8,2,1,7,3,101,1,5,2,35,6,6,8,1,4,20,4,2013,5,5,2,1
"4969",4969,2017,12,14,3,2,7,3,304,3,99,1,41,7,7,9,1,3,6,2,2014,5,5,2,1
"4970",4970,2017,13,11,2,1,7,4,114,1,99,2,32,5,5,7,1,12,30,1,1995,3,5,2,1
"4971",4971,2017,13,11,2,1,7,4,114,1,99,2,2,1,1,1,2,12,30,1,1995,3,5,1,2
"4972",4972,2017,13,9,2,1,7,4,1406,14,99,1,36,6,6,8,1,4,32,3,2007,4,5,2,1
"4973",4973,2017,13,9,2,1,7,4,1406,14,99,2,5,1,1,2,2,4,32,3,2007,4,5,2,1
"4974",4974,2017,14,15,3,2,7,5,2007,20,99,1,70,13,11,15,1,4,18,5,9999,6,5,1,2
"4975",4975,2017,14,19,4,3,7,5,1905,19,99,2,13,1,1,3,2,5,17,99,1994,3,5,2,1
"4976",4976,2017,14,18,4,3,7,5,802,8,99,1,15,2,2,4,2,2,999,3,9999,6,5,2,1
"4977",4977,2017,14,18,4,3,7,5,802,8,99,1,13,1,1,3,2,2,999,3,9999,6,5,2,1
"4978",4978,2017,15,0,1,1,7,6,101,1,1,1,25,4,4,6,1,1,69,8,1987,2,5,2,1
"4979",4979,2017,15,23,4,3,7,6,101,1,7,1,23,3,3,5,1,4,67,3,2015,5,5,2,1
"4980",4980,2017,15,23,4,3,7,6,101,1,7,1,21,3,3,5,1,4,67,3,2015,5,5,2,1
"4981",4981,2017,15,1,1,1,7,6,101,1,11,1,36,6,6,8,1,1,999,99,9999,6,5,2,1
"4982",4982,2017,15,1,1,1,7,6,101,1,11,2,26,4,4,6,1,1,999,99,9999,6,5,2,1
"4983",4983,2017,15,1,1,1,7,6,101,1,11,1,19,2,2,4,1,1,999,99,9999,6,5,2,1
"4984",4984,2017,15,18,4,3,7,6,109,1,99,1,25,4,4,6,1,3,56,1,1987,2,5,2,1
"4985",4985,2017,15,18,4,3,7,6,602,6,99,2,42,7,7,9,1,4,27,99,2004,4,5,2,1
"4986",4986,2017,15,23,4,3,7,6,1014,10,99,1,33,5,5,7,1,6,92,9,2000,4,5,2,1
"4987",4987,2017,15,2,1,1,7,6,1301,13,99,2,24,3,3,5,1,1,999,99,9999,6,5,2,1
"4988",4988,2017,15,7,2,1,7,6,1703,17,99,2,79,14,11,16,1,4,43,3,9999,6,5,2,1
"4989",4989,2017,15,17,3,2,7,6,1701,17,99,2,17,2,2,4,2,5,41,2,2017,5,5,2,1
"4990",4990,2017,15,19,4,3,7,6,1401,14,99,1,12,1,1,3,2,4,999,5,9999,6,5,2,1
"4991",4991,2017,16,20,4,3,7,7,108,1,99,1,20,3,3,5,1,1,41,4,9999,6,5,2,1
"4992",4992,2017,16,10,2,1,7,7,109,1,99,2,999,16,12,18,1,12,50,6,1997,3,5,2,1
"4993",4993,2017,16,0,1,1,7,7,109,1,99,1,999,16,12,18,1,99,999,99,9999,6,5,1,2
"4994",4994,2017,16,0,1,1,7,7,112,1,99,1,27,4,4,6,1,4,999,99,9999,6,5,2,1
"4995",4995,2017,16,0,1,1,7,7,112,1,99,1,23,3,3,5,1,4,999,99,9999,6,5,2,1
"4996",4996,2017,16,21,4,3,7,7,1901,19,99,2,27,4,4,6,1,4,67,14,9999,6,5,2,1
"4997",4997,2017,16,23,4,3,7,7,513,5,99,1,64,11,11,13,1,1,999,99,9999,6,5,1,2
"4998",4998,2017,16,18,4,3,7,7,1219,12,99,1,17,2,2,4,2,2,69,8,9999,6,5,2,1
"4999",4999,2017,16,7,2,1,7,7,1507,15,99,2,21,3,3,5,1,99,999,99,9999,6,5,1,2
"5000",5000,2017,16,21,4,3,7,7,1701,17,99,2,999,16,12,18,1,14,6,1,9999,6,5,2,1
"5001",5001,2017,16,21,4,3,7,7,1701,17,99,2,999,16,12,18,2,14,6,1,9999,6,5,2,1
"5002",5002,2017,16,21,4,3,7,7,1701,17,99,1,999,16,12,18,2,14,6,1,9999,6,5,2,1
"5003",5003,2017,16,5,1,1,7,7,921,9,99,1,27,4,4,6,1,99,69,6,9999,6,5,2,1
"5004",5004,2017,17,11,2,1,7,1,104,1,99,1,17,2,2,4,2,3,69,2,1988,2,5,2,1
"5005",5005,2017,17,3,1,1,7,1,507,5,99,1,68,12,11,14,1,4,999,99,9999,6,5,1,2
"5006",5006,2017,17,14,3,2,7,1,513,5,99,2,3,1,1,1,2,3,999,5,9999,6,5,1,2
"5007",5007,2017,17,14,3,2,7,1,513,5,99,2,24,3,3,5,1,3,999,5,9999,6,5,2,1
"5008",5008,2017,17,14,3,2,7,1,513,5,99,1,7,1,1,2,2,3,999,5,9999,6,5,2,1
"5009",5009,2017,17,16,3,2,7,1,1005,10,99,1,55,10,10,12,1,4,2,3,2017,5,5,2,1
"5010",5010,2017,18,8,2,1,7,2,1308,13,99,1,79,14,11,16,1,1,69,4,2001,4,5,2,1
"5011",5011,2017,18,16,3,2,7,2,201,2,99,1,999,16,12,18,1,9,69,4,2007,4,5,2,1
"5012",5012,2017,18,17,3,2,7,2,407,4,99,1,999,16,12,18,2,3,69,99,9999,6,5,1,2
"5013",5013,2017,19,15,3,2,7,3,2102,21,99,1,5,1,1,2,2,1,48,4,2012,5,5,2,1
